lagoslakeid,lake_nhdid,lake_nets_upstreamlake_km,lake_nets_downstreamlake_km,lake_nets_bidirectionallake_km,lake_nets_upstreamlake_n,lake_nets_downstreamlake_n,lake_nets_lakeorder,lake_nets_lnn,net_id,net_lakes_n,net_averagelakedistance_km,net_averagelakearea_ha,lake_nets_nearestdamdown_km,lake_nets_nearestdamdown_id,lake_nets_totaldamdown_n,lake_nets_nearestdamup_km,lake_nets_nearestdamup_id,lake_nets_totaldamup_n,lake_nets_damonlake_flag,lake_nets_multidam_flag,net_dams_n,nhdplusv2_comid
82635,91684811,0.317,65.815,0.317,1,1,3,6,1,32811,1652.416,80.469,48.982,50096,2,0.317,50588,1,N,N,24986,2647010
1690,69548581,3.552,21.244,3.552,1,1,2,3,1,32811,1652.416,80.469,0,50079,1,NA,NA,0,N,N,24986,2266915
25443,91680905,0.652,0.337,0.337,1,1,3,5,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646348
53671,69546045,0.047,0.077,0.047,2,1,2,5,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2265893
5380,91684663,0.134,23.414,0.134,2,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646970
114566,69548297,NA,30.108,9.613,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266799
5477,47486874,1.143,2.276,1.143,1,1,2,6,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852669
5363,47481655,0.134,206.376,0.134,1,1,1,3,1,32811,1652.416,80.469,0,50540,3,NA,NA,0,N,N,24986,1849969
4509,47486914,0.473,0.953,0.473,1,1,2,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852687
66059,47487620,1.539,1.172,1.172,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852793
138718,69543811,NA,231.621,18.902,0,1,0,1,1,32811,1652.416,80.469,188.857,50591; 50098,2,NA,NA,0,N,N,24986,2260723
4502,47487642,NA,2.095,2.095,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852803
12833,47481589,2.215,7.339,2.215,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849957
4676,47488253,1.996,8.636,1.996,3,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852919
4546,47486431,NA,36.4,29.813,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852639
5362,69544495,NA,0.533,0.533,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2260921
2124,47483723,2.502,2.961,2.502,1,1,1,2,1,32811,1652.416,80.469,2.961,50541,1,NA,NA,0,N,N,24986,1850199
102245,47480987,NA,0.611,0.611,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849889
58748,47477277,NA,4.428,4.428,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849417
5085,91684733,5.995,0.317,0.317,3,1,3,5,1,32811,1652.416,80.469,0.317,50588,1,15.479,50093,1,N,N,24986,2646860
4565,69547423,NA,1.611,1.611,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266515
5342,47485351,5.699,211.63,5.699,1,1,1,4,1,32811,1652.416,80.469,168.866,50591; 50098,2,NA,NA,0,N,N,24986,1855143
5224,69544907,0.066,25.556,0.066,2,1,2,5,1,32811,1652.416,80.469,NA,NA,0,1.019,50067,1,N,N,24986,2260969
4553,47482742,NA,2.502,2.502,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1850093
133609,120018236,11.809,6.171,6.171,1,1,3,4,1,32811,1652.416,80.469,0,50543,1,NA,NA,0,Y,N,24986,1850083
5108,120018234,1.602,26.933,1.602,3,1,3,2,1,32811,1652.416,80.469,14.115,50036,1,6.281,50542,1,N,N,24986,1849501
23336,86443999,0.661,1.093,0.661,1,1,1,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2627612
57729,86445091,NA,203.15,15.243,0,1,2,1,1,32811,1652.416,80.469,160.386,50591; 50098,2,NA,NA,0,N,N,24986,2630770
4092,86445147,2.973,201.452,2.973,1,1,1,3,1,32811,1652.416,80.469,158.688,50591; 50098,2,NA,NA,0,N,N,24986,2628816
1795,120018798,NA,136.668,8.157,0,1,0,1,1,32811,1652.416,80.469,93.904,50591; 50098,2,NA,NA,0,N,N,24986,2631546
140772,86444915,NA,2.352,2.352,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2628662
83729,86444461,1.873,198.701,1.873,1,1,1,4,1,32811,1652.416,80.469,155.937,50591; 50098,2,NA,NA,0,N,N,24986,2628456
123001,91676673,8.893,116.91,8.893,3,1,4,6,1,32811,1652.416,80.469,0,50091,3,6.258,50582,4,N,N,24986,2643626
1540,86444249,NA,0.114,0.114,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2628374
4362,91678049,0.736,6.002,0.736,4,1,4,6,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643810
11778,91679377,2.624,1.747,1.747,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2644102
4767,91683225,NA,5.995,5.995,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646734
72134,91682237,0.348,13.404,0.348,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646582
92023,69548973,NA,0.337,0.337,0,1,0,1,1,32811,1652.416,80.469,0,50081,1,NA,NA,0,N,N,24986,2267049
27498,69548167,NA,10.575,10.575,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266741
4370,69547435,0.158,38.251,0.158,2,1,5,6,1,32811,1652.416,80.469,9.832,50078,1,NA,NA,0,N,N,24986,2266531
4779,69546067,0.077,0.073,0.073,1,1,2,6,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2265923
5206,69545875,NA,0.122,0.122,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2262691
127305,69546035,NA,1.212,1.212,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2265897
28496,69546105,1.122,3.521,1.122,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2265943
5231,69549181,NA,1.531,1.531,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267225
4811,69545457,NA,182.129,25.69,0,1,0,1,1,32811,1652.416,80.469,139.365,50591; 50098,2,NA,NA,0,N,N,24986,2262401
5056,69549103,0.095,51.055,0.095,1,1,2,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267173
43270,47486571,2.276,215.096,2.276,1,1,2,7,1,32811,1652.416,80.469,6.247,50041,3,NA,NA,0,N,N,24986,1855259
57754,69544405,NA,221.412,18.902,0,1,0,1,1,32811,1652.416,80.469,0,50071,3,NA,NA,0,Y,N,24986,2260875
5518,47481448,NA,0.034,0.034,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849927
103251,69547067,NA,26.395,16.344,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2264097
62885,47483331,7.145,207.678,7.145,1,1,2,2,1,32811,1652.416,80.469,164.914,50591; 50098,2,NA,NA,0,N,N,24986,1850115
5444,69544357,NA,0.37,0.37,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2260885
29544,47477783,NA,13.795,13.795,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849497
4383,47478169,NA,10.937,10.937,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849549
4959,47477511,NA,1.602,1.602,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849473
552,120020343,NA,5.707,5.707,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2647106
1460,86445259,NA,0.063,0.063,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2630828
5529,91680301,0.836,22.679,0.836,2,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2644120
26500,69547997,NA,1.845,1.845,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266689
5568,69547885,1.845,0.158,0.158,20,1,5,5,1,32811,1652.416,80.469,NA,NA,0,21.244,50079,2,N,N,24986,2266571
4643,47481396,NA,6.129,5.068,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849929
4875,47484823,NA,24.285,21.164,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852463
23323,47480151,NA,1.587,1.587,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849765
31691,86444581,NA,229.463,27.535,0,1,2,1,1,32811,1652.416,80.469,186.699,50591; 50098,2,NA,NA,0,N,N,24986,2630548
973,91683191,6.548,3.561,3.561,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2650096
3444,120018794,NA,7.511,7.511,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2630910
134617,91679105,NA,0.839,0.839,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2645898
96133,91676635,NA,113.822,42.286,0,1,2,1,1,32811,1652.416,80.469,71.058,50591; 50098,2,NA,NA,0,N,N,24986,2643606
3547,86445301,NA,0.107,0.107,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2628924
551,86444267,0.114,0.619,0.114,5,1,3,3,1,32811,1652.416,80.469,NA,NA,0,20.434,20129,1,N,N,24986,2628378
2592,91677529,NA,0.822,0.822,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643756
92015,69549105,NA,6.475,6.475,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267165
10810,69549267,0.35,15.654,0.35,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267357
5472,69547949,8.924,37.74,8.437,1,1,3,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266673
126151,47486724,NA,0.4,0.4,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852655
37933,47488114,NA,7.247,7.244,0,1,0,1,1,32811,1652.416,80.469,0,50042,1,NA,NA,0,N,N,24986,1852885
95093,47479403,NA,41.897,20.053,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849675
4411,69544765,NA,5.906,5.297,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2260957
421,47481339,NA,39.065,29.632,0,1,0,1,1,32811,1652.416,80.469,0,50539,1,NA,NA,0,N,N,24986,1849933
5005,91684977,0.105,14.788,0.105,2,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646972
4862,91680837,3.849,2.392,2.392,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646336
1227,120018387,8.376,55.023,8.376,3,1,3,3,1,32811,1652.416,80.469,2.571,20141,1,20.286,20134,1,N,N,24986,167114208
546,86445563,5.376,13.22,5.376,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2630930
5120,69546559,25.998,169.068,10.067,3,1,3,5,1,32811,1652.416,80.469,9.507,50086,3,NA,NA,0,N,N,24986,2266141
101215,69546991,0.439,46.74,0.439,5,1,3,4,1,32811,1652.416,80.469,NA,NA,0,29.553,50075,2,N,N,24986,2268385
5490,120018235,6.129,0.059,0.059,7,1,4,7,1,32811,1652.416,80.469,NA,NA,0,31.008,50037,3,N,N,24986,1849725
51538,47483750,1.951,35.817,1.951,1,1,2,2,1,32811,1652.416,80.469,0,50544,1,NA,NA,0,Y,N,24986,1850179
4247,69543777,0.533,2.124,0.533,2,1,2,4,1,32811,1652.416,80.469,2.124,50067,1,NA,NA,0,N,N,24986,2260935
4115,91684979,0.074,6.681,0.074,2,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646988
14889,86443955,0.796,236.266,0.796,1,1,1,2,1,32811,1652.416,80.469,193.502,50591; 50098,2,NA,NA,0,N,N,24986,2625942
10791,120020402,2.163,4.94,2.163,1,1,2,7,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2651386
38976,86444801,NA,8.915,8.915,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2628592
1382,91678681,NA,1.598,1.598,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643950
1581,86443989,NA,20.434,18.654,0,1,0,1,1,32811,1652.416,80.469,5.88,20129,1,NA,NA,0,N,N,24986,2625962
132543,91692441,45.244,0.459,0.459,1,1,4,2,1,32811,1652.416,80.469,0,50103,1,NA,NA,0,N,N,24986,2651414
100210,91678191,NA,0.179,0.179,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643850
79533,91677261,1.373,0.532,0.532,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643720
4294,91676981,0.532,13.534,0.532,3,1,3,5,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643664
5205,91685431,NA,14.384,6.912,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13105149
2088,91676911,1.004,3.356,1.004,3,1,3,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643660
51548,91678173,6.1,3.72,3.72,2,1,2,3,1,32811,1652.416,80.469,0,50577,1,NA,NA,0,N,N,24986,2643864
134614,91678829,3.495,21.072,3.495,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643994
2423,91690585,NA,45.244,45.244,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2647960
105362,91678725,NA,3.495,3.495,0,2,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643980
124084,69547621,NA,0.906,0.906,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266581
4638,69545977,0.227,0.047,0.047,1,1,1,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2262761
134635,91684743,NA,0.134,0.134,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2647014
5504,91680031,2.466,3.535,2.466,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2644218
74237,69549109,1.493,0.095,0.095,1,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267189
4953,69546677,NA,43.742,19.514,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266267
139727,69548687,NA,46.302,15.934,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266985
4489,69546831,2.409,1.551,1.551,2,1,1,3,1,32811,1652.416,80.469,NA,NA,0,1.885,50085,2,N,N,24986,2266341
22260,69547515,NA,34.251,8.507,0,1,0,1,1,32811,1652.416,80.469,7.318,50075,1,NA,NA,0,N,N,24986,2264189
5042,47481895,NA,0.135,0.135,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849991
131549,69546977,NA,0.173,0.173,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2264075
126148,69544335,NA,2.862,2.862,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2260859
98193,47484720,NA,28.685,16.946,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1850275
75278,47488494,NA,13.277,9.639,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1853005
117698,47485576,NA,43.027,5.499,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852559
4330,47485455,NA,51.184,9.708,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852547
36868,47480573,0.611,11.809,0.611,4,1,3,3,1,32811,1652.416,80.469,NA,NA,0,24.404,50036,1,N,N,24986,1849829
108392,47477533,NA,3.698,3.698,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849481
5422,91677283,NA,6.422,6.422,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,0,50586,1,Y,N,24986,2643738
519,120018392,0.819,15.943,0.819,5,1,3,2,1,32811,1652.416,80.469,0,20144,1,0.819,20505,2,N,N,24986,2639384
1664,120018394,NA,45.606,23.498,0,1,2,1,1,32811,1652.416,80.469,4.743,20145,1,NA,NA,0,N,N,24986,2639404
15884,86444395,5.122,200.564,5.122,4,1,3,5,1,32811,1652.416,80.469,157.8,50591; 50098,2,NA,NA,0,N,N,24986,2628420
4696,120018915,NA,7.055,6.008,0,1,0,1,1,32811,1652.416,80.469,0,50076,1,NA,NA,0,N,N,24986,2265939
4589,47487372,1.053,0.561,0.561,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1855411
105360,47481372,0.223,12.266,0.223,1,1,3,5,1,32811,1652.416,80.469,0,50035,1,NA,NA,0,N,N,24986,1849941
4458,47481458,6.28,0.223,0.223,1,1,3,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849955
112582,120020275,2.804,105.506,2.804,1,1,1,2,1,32811,1652.416,80.469,62.742,50591; 50098,2,NA,NA,0,N,N,24986,2645882
442,91691877,1.527,0.578,0.578,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2651310
3998,86444921,2.352,183.396,2.352,1,1,1,2,1,32811,1652.416,80.469,140.632,50591; 50098,2,NA,NA,0,N,N,24986,2628666
85782,91678745,NA,2.02,2.02,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643966
2518,91685497,NA,7.643,7.643,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2647096
83721,91686035,NA,10.652,10.652,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2647170
36867,69545867,1.376,149.321,1.376,1,1,1,2,1,32811,1652.416,80.469,106.557,50591; 50098,2,NA,NA,0,N,N,24986,2262661
2591,69545601,NA,164.842,9.45,0,1,0,1,1,32811,1652.416,80.469,122.078,50591; 50098,2,NA,NA,0,N,N,24986,2262489
3712,69545711,1.556,167.528,1.556,1,1,1,3,1,32811,1652.416,80.469,124.764,50591; 50098,2,NA,NA,0,N,N,24986,2262583
4491,91681839,0.386,15.757,0.386,2,1,3,6,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646514
5010,69546065,1.212,4.726,1.212,3,1,2,3,1,32811,1652.416,80.469,NA,NA,0,7.055,50076,1,N,N,24986,2265921
73150,69546195,NA,1.122,1.122,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2265985
111509,47481765,NA,200.451,15.094,0,1,0,1,1,32811,1652.416,80.469,157.687,50591; 50098,2,NA,NA,0,N,N,24986,1851693
4507,47481585,0.034,0.134,0.034,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1849951
87909,47483976,NA,33.388,9.064,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1850211
4660,47480937,12.266,39.824,12.266,1,1,3,6,1,32811,1652.416,80.469,0,50034,1,12.266,50035,1,N,N,24986,1849851
4815,69549357,NA,0.223,0.223,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2260893
15871,47483000,NA,0.161,0.161,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1850133
3400,120020273,0.99,5.441,0.99,2,1,3,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2645826
5523,91676643,NA,22.404,22.404,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643622
4422,69549211,2.715,1.493,1.493,1,1,2,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267269
3634,120018404,NA,0.192,0.192,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2639486
85790,86444445,NA,6.335,6.335,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2628458
646,86444277,0.619,5.122,0.619,1,1,3,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2628386
48417,91677309,NA,101.581,24.804,0,1,1,1,1,32811,1652.416,80.469,9.233,50584,3,NA,NA,0,N,N,24986,2643740
139742,91676831,NA,1.004,1.004,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643648
120907,91677039,NA,3.26,3.26,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2643690
123002,91679383,NA,4.084,1.894,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13080663
5182,91681409,NA,0.386,0.386,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2646446
29552,69549315,NA,18.557,4.342,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2267449
137650,69547231,1.611,25.998,1.611,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2266477
92004,91679927,1.484,2.466,1.484,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2644232
44301,69546771,NA,3.823,3.823,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,167120695
4738,69548255,NA,62.196,12.565,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2264635
3837,47487357,1.172,0.473,0.473,2,1,2,3,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1852753
5098,47484389,NA,29.977,10.365,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1850253
103236,120018238,NA,1.951,1.951,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,1850171
58765,69544397,0.223,0.338,0.223,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2260915
3591,120018171,NA,214.915,136.099,0,10,4,1,1,32811,1652.416,80.469,209.975,50701,22,NA,NA,0,N,N,24986,2463493
2747,120018155,NA,6.256,6.256,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2031725
1699,120018146,1.521,40.724,1.521,11,1,5,10,1,32811,1652.416,80.469,0,20023,1,18.714,20456,7,N,N,24986,167578173
88978,120019602,NA,0.442,0.442,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2116038
5053,41240185,32.31,64.229,31.627,1,10,5,5,1,32811,1652.416,80.469,0,50089,23,9.029,50087,1,N,N,24986,2454776
1472,34242642,NA,4.863,4.863,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2031777
4929,42794122,16.496,161.962,16.496,3,11,3,3,1,32811,1652.416,80.469,0,50053,31,16.627,50051,1,N,N,24986,2113610
4813,74722849,1.87,19.171,1.87,1,11,4,2,1,32811,1652.416,80.469,0,50225,25,NA,NA,0,N,N,24986,13138501
129390,74717955,NA,7.116,7.116,0,1,2,1,1,32811,1652.416,80.469,0,50208,1,NA,NA,0,Y,N,24986,13132827
4567,74718861,6.003,0.976,0.976,1,1,4,2,1,32811,1652.416,80.469,0,50210,1,NA,NA,0,N,N,24986,13134693
136594,74718111,1.854,23.041,1.854,2,1,3,2,1,32811,1652.416,80.469,0,50209,1,1.854,50205,1,Y,N,24986,13132847
4209,74722245,0.043,75.73,0.043,1,12,2,2,1,32811,1652.416,80.469,3.104,50689; 50688,26,NA,NA,0,N,N,24986,13135493
1200,74720355,1.298,0.046,0.046,1,1,1,4,1,32811,1652.416,80.469,NA,NA,0,1.298,50686,1,N,N,24986,13134963
130423,74722043,NA,2.655,2.655,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13135455
10819,74721269,NA,5.84,5.84,0,1,2,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13135243
4519,74720855,1.029,110.659,1.029,3,12,3,6,1,32811,1652.416,80.469,0,50212,26,NA,NA,0,N,N,24986,13135123
90015,37648931,NA,51.909,28.035,0,1,2,1,1,32811,1652.416,80.469,29.328,20018,1,NA,NA,0,N,N,24986,1876657
117719,120019439,3.108,20.313,3.108,2,1,5,4,1,32811,1652.416,80.469,0,20102,1,10.679,20484,4,N,N,24986,2439808
291,120019618,0.058,30.44,0.058,1,11,2,3,1,32811,1652.416,80.469,18.058,50561,25,NA,NA,0,N,N,24986,2116316
104310,42793518,9.253,16.627,2.614,1,1,3,2,1,32811,1652.416,80.469,0,50051,1,NA,NA,0,N,N,24986,2113602
56722,41239527,NA,8.334,8.154,0,1,2,1,1,32811,1652.416,80.469,0,50571,1,NA,NA,0,Y,N,24986,2452938
110479,74720461,3.282,88.709,3.282,1,12,1,3,1,32811,1652.416,80.469,0,50684,26,NA,NA,0,N,N,24986,13134985
101245,74715573,NA,110.416,19.618,0,1,1,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13131987
50492,74721223,1.225,0.032,0.032,1,1,1,4,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13135223
126167,74715075,NA,125.804,11.198,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13131865
60821,74715077,NA,14.233,14.233,0,1,0,1,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,13131871
1668,120018165,0.528,13.186,0.528,3,1,4,6,1,32811,1652.416,80.469,6.638,20036,1,NA,NA,0,N,N,24986,2032039
3474,120018161,1.953,1.148,1.148,1,1,1,2,1,32811,1652.416,80.469,NA,NA,0,NA,NA,0,N,N,24986,2031893
783,32732186,8.028,163.912,8.028,3,11,6,5,1,32811,1652.416,80.469,0,20110,30,4.602,20104,10,N,N,24986,2439768
179,120018154,1.207,36.197,1.207,2,1,3,3,1,32811,1652.416,80.469,21.049,20456,1,8.204,20457,3,N,N,24986,2031671
4728,120018194,3.292,43.001,3.292,96,10,8,37,1,32811,1652.416,80.469,0,19888; 19889,26,4.463,20111,84,N,N,24986,2454752
