lagoslakeid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
60753,Glaciated,46.8269892,-94.87906501,70101060606,472.4875,7.953996
9914,Glaciated,46.83777978,-94.8745466,70101060606,195.727,2.157927
90901,Glaciated,46.9677687,-94.87613277,70101060504,153.6619,1.340192
61751,Glaciated,47.15524041,-94.8441087,70101020202,51.90518,3.339064
119770,Glaciated,46.98075683,-94.79306378,70101060602,411.9091,11.10241
101131,Glaciated,47.58371888,-94.79595526,70101010403,413.3255,31.68189
38874,Glaciated,46.85247681,-94.76538386,70101060605,123.23,2.003397
134694,Glaciated,46.08147738,-94.75515577,70101080402,655.0704,9.797702
18984,Glaciated,47.04363465,-94.74919663,70101060601,68.29328,3.623616
3748,Glaciated,45.82184454,-94.73615794,70102020402,42.6472,1.121327
37830,Glaciated,46.03723472,-94.7463007,70101080402,151.5148,2.316201
24311,Glaciated,46.87404666,-94.73879114,70101060605,164.1438,3.647529
83627,Glaciated,45.17489363,-94.72525548,70102040209,85.80646,1.594357
987,Glaciated,45.90832063,-94.72036881,70101040801,182.5672,3.617138
2128,Glaciated,45.68748957,-94.70324161,70102020502,464.1119,5.725146
57634,Glaciated,47.00379457,-94.68876319,70101020503,959.3638,14.11895
80507,Glaciated,47.45526855,-94.67647203,70101010506,176.5207,5.352479
105235,Glaciated,46.18273197,-94.66396678,70101080403,42.69711,1.928184
106301,Glaciated,47.11824942,-94.64800748,70101020501,678.3246,51.17907
56654,Glaciated,45.11972664,-94.60737996,70102040305,262.8364,8.719472
34663,Glaciated,45.74303256,-94.61585418,70102020503,693.0852,14.90994
70083,Glaciated,47.06062905,-94.60843278,70101020507,275.1665,19.61839
98102,Glaciated,47.64845081,-94.61979837,70101010406,140.8193,12.79322
51432,Glaciated,44.98001866,-94.55589381,70102050205,188.652,3.463497
37877,Glaciated,47.6391494,-94.54679195,70101010408,35.37322,2.713341
