lagoslakeid,lake_nhdid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
128422,120019906,Glaciated,46.658229122,-94.3017269836,070101050402,160.0763,4.638055
55551,59721595,Glaciated,46.7998060315,-94.3015165731,070101050103,754.928,10.49294
125084,45386418,Glaciated,45.3484515749,-94.2942553718,070102020605,166.3375,8.771917
1266,120020845,Glaciated,46.3527182956,-94.2879699807,070101061008,306.0749,1.772385
3635,59748295,Glaciated,46.3396765644,-94.2671595324,070101040506,996.2668,9.266455
80490,45365189,Glaciated,45.0874558679,-94.2033373489,070102040603,71.89491,1.824045
17858,59721039,Glaciated,46.8236163809,-94.2187133068,070101050103,499.7979,16.46426
99178,47708621,Glaciated,47.5683714909,-94.1784302146,070101010702,202.0019,13.39701
32612,59811449,Glaciated,46.4549244975,-94.1653811061,070101040505,79.5318,2.256337
43201,120019931,Glaciated,46.5412543458,-94.1627705852,070101050602,72.03174,1.808559
769,166866591,Glaciated,46.9638779271,-94.159618973,070101020403,950.0495,10.52227
1308,59746565,Glaciated,46.4906678414,-94.1403765797,070101040502,142.9984,0.8951302
8930,47707475,Glaciated,47.5900002452,-94.1568651181,070101010702,35.45574,5.42639
32653,45725496,Glaciated,45.3784967619,-94.1267205079,070102030102,1140.289,181.555
76190,166867862,Glaciated,46.7128951969,-94.1270320552,070101050405,37.73297,1.947981
16783,120019812,Glaciated,45.4005319943,-94.1174271915,070102030102,974.1213,27.1506
41014,59723411,Glaciated,46.7096457081,-94.1196622061,070101050406,209.7122,2.139007
22145,47712182,Glaciated,47.5027212873,-94.1122434975,070101010703,212.5889,9.443744
2067,120019866,Glaciated,45.2306155703,-94.0750573307,070102030204,924.0187,8.393408
16850,45726710,Glaciated,45.3473368096,-94.0899486285,070102030205,496.5904,29.10907
48369,59745773,Glaciated,46.5784877401,-94.0871709812,070101040501,83.08178,2.250427
107287,59723911,Glaciated,46.6901910954,-94.0596367356,070101050601,210.1161,12.98304
2261,45366235,Glaciated,45.020312024,-94.0301386439,070102040605,175.1789,2.406345
81489,59723213,Glaciated,46.7313666699,-94.0391741524,070101050304,182.9708,4.710988
86733,47715217,Glaciated,47.4472927424,-94.0355713416,070101010704,107.5149,4.770999
131605,59722869,Glaciated,46.7534576135,-94.0233526324,070101050304,221.9404,2.82476
27401,120019729,Glaciated,44.9855029955,-93.9958819732,070102050702,137.6525,4.157747
105285,45726990,Glaciated,45.3382828652,-93.9857229919,070102030602,142.5527,6.684035
2083,59720465,Glaciated,46.8487988941,-93.9880351319,070101050301,12.5849,2.992766
48292,59720559,Glaciated,46.8452726504,-93.9829330243,070101050301,38.10708,3.504771
77306,45728360,Glaciated,45.3197855327,-93.9661597838,070102030602,359.4337,8.415822
38924,59748211,Glaciated,46.363341515,-93.9608166738,070101040601,46.53118,4.662992
1651,120018249,Glaciated,46.7837665032,-93.9611047717,070101050502,239.9229,6.757051
3671,80005553,Glaciated,46.9077420774,-93.9587374627,070101030802,367.1313,4.703174
61804,72859549,Glaciated,47.1418520377,-93.9403950283,070101020603,512.1519,18.30919
80500,45366515,Glaciated,45.1427206645,-93.911012743,070102040606,305.5284,3.448542
132636,45362953,Glaciated,45.1701527151,-93.9240265933,070102040606,78.70904,8.5082
79429,45362127,Glaciated,45.1980821555,-93.926639119,070102040606,2641.509,103.935
1765,120019942,Glaciated,46.6291660742,-93.92734708,070101040405,77.74812,2.556505
98133,45730758,Glaciated,45.2514461731,-93.8926900781,070102030604,569.7251,15.19071
1983,45715884,Glaciated,46.1543754642,-93.8891877649,070102010401,259.0978,5.405981
29459,45715820,Glaciated,46.1735235082,-93.8926718747,070102010401,359.2381,4.415926
1584,45715748,Glaciated,46.2003428419,-93.8932423864,070102010401,311.1673,4.290354
88886,120019945,Glaciated,46.6015676792,-93.8866698012,070101040405,3024.203,20.42724
125036,81632524,Glaciated,46.331437862,-93.8672279308,070102070104,181.2144,2.734112
82594,120019701,Glaciated,45.1018126365,-93.8602751242,070102040609,138.8255,3.202106
65971,45363429,Glaciated,45.1480553774,-93.8575362536,070102040609,2164.922,15.84272
98081,81632862,Glaciated,46.2561215025,-93.836565196,070102070105,208.6295,3.094828
34670,59724661,Glaciated,46.6547880838,-93.8238964136,070101050503,231.0366,12.15992
34618,59747289,Glaciated,46.454146313,-93.8107550744,070101040403,152.894,3.539535
49367,120019675,Glaciated,45.1929540658,-93.7954133428,070102040702,316.2046,6.335167
11807,59748063,Glaciated,46.3835652,-93.7930020485,070101040202,157.9572,4.029237
117622,59747269,Glaciated,46.4523655982,-93.8005678825,070101040403,172.3183,2.732545
27439,120020971,Glaciated,46.949305868,-93.7978748671,070101030805,96.74264,2.492893
73041,34132753,Glaciated,44.8944616947,-93.741823299,070102060601,942.0946,30.855
2815,120019688,Glaciated,45.1507680597,-93.7473264435,070102040701,206.3098,2.175801
50427,80005821,Glaciated,46.8589465473,-93.7451293559,070101030804,81.50051,1.783011
126100,80004969,Glaciated,47.0228294224,-93.7493672712,070101030803,167.9296,4.607066
96066,80005713,Glaciated,46.8844490054,-93.7296828543,070101030804,1158.917,105.6391
138764,45362983,Glaciated,45.1653176782,-93.7173003038,070102040701,316.0501,5.731733
34712,45364353,Glaciated,45.110656677,-93.7057671012,070102040701,28.28416,5.800495
65915,45364805,Glaciated,45.0946040135,-93.6785427258,070102040701,85.0865,5.290812
33651,34133697,Glaciated,44.8556605966,-93.6665978387,070102060601,79.2416,12.17529
79430,34133278,Glaciated,44.8772120258,-93.6741150223,070102060601,92.40079,4.873663
1852,47723649,Glaciated,47.2242190438,-93.6537017046,070101010909,201.732,3.9798
3822,47714085,Glaciated,47.4616280039,-93.6546872917,070101030205,61.45201,4.615799
3208,120018126,Glaciated,44.8860406665,-93.6326025096,070102060602,246.997,5.630499
35725,47715723,Glaciated,47.426561125,-93.6318718289,070101010802,333.8728,3.881446
3307,45337659,Glaciated,45.036132875,-93.6190751489,070102050703,964.4811,32.54128
86763,120019674,Glaciated,45.1904614192,-93.6104761412,070102040703,158.1682,3.555801
4019,47716030,Glaciated,47.4276536686,-93.6167782804,070101010801,33.03816,5.876749
60727,34129739,Glaciated,44.9930565084,-93.6054935918,070102060603,131.2756,6.112262
57685,34122432,Glaciated,45.167567625,-93.6067501184,070102060102,9.136606,0.8295903
80494,80003453,Glaciated,47.3854331371,-93.5819756034,070101030205,35.99749,2.508097
130533,120019524,Glaciated,47.4134323047,-93.5854740447,070101010801,543.3498,9.012376
130510,80004849,Glaciated,47.0529958081,-93.5759921279,070101030303,389.7793,9.287445
111447,80004413,Glaciated,47.2053070984,-93.5573999125,070101030301,379.0217,6.714318
80454,80002347,Glaciated,47.5140315118,-93.5359452996,070101030201,101.7058,3.582207
116559,80004303,Glaciated,47.245243005,-93.5280561888,070101030301,76.21887,4.833803
131646,80002713,Glaciated,47.4739367729,-93.5309724352,070101030205,50.87798,4.253296
4171,80002285,Glaciated,47.5109593824,-93.5220557525,070101030201,157.7976,2.007919
263,34131169,Glaciated,44.946274714,-93.4877792373,070102060604,38.70028,4.702146
1139,34130988,Glaciated,44.9538302661,-93.4935637282,070102060604,74.88894,1.033803
271,34129875,Glaciated,44.9890893589,-93.4908414528,070102060604,537.531,54.61507
114507,34127075,Glaciated,45.0596201857,-93.4591164572,070102060103,22.68702,2.568445
126056,59747487,Glaciated,46.4406238662,-93.4639569944,070101040101,838.4232,7.556949
102103,80001823,Glaciated,47.5722070874,-93.4676816945,070101030201,157.9847,3.745171
135766,80003325,Glaciated,47.3966001997,-93.4474997908,070101030205,310.4704,11.35552
56613,80001513,Glaciated,47.6461518225,-93.4244332477,070101030102,412.5612,10.77176
79404,34126462,Glaciated,45.0715551512,-93.3998766944,070102060401,29.42705,7.102926
126049,120018007,Glaciated,45.1821212447,-93.3956318639,070102060104,200.5579,28.26206
32638,34126978,Glaciated,45.0608744457,-93.387485657,070102060402,26.97911,6.627323
589,80006869,Glaciated,46.6419574694,-93.3558913724,070101030602,21897.2,1273.445
60737,120020902,Glaciated,47.6015345792,-93.3606858514,070101030102,196.9494,1.073758
1938,120018000,Glaciated,45.2085178268,-93.3410468892,070102060203,158.5299,3.253224
3630,34127708,Glaciated,45.0436760825,-93.3405157828,070102060402,509.5175,22.48283
678,120018097,Glaciated,44.9526456082,-93.3053960859,070102060605,351.1954,7.246003
94052,80003215,Glaciated,47.4089368701,-93.2921791908,070101030204,334.1449,7.894132
94053,120020944,Glaciated,47.3098647926,-93.2655735816,070101030403,656.5279,10.97644
3390,80003145,Glaciated,47.4072347236,-93.2641052106,070101030202,412.9457,9.308301
96033,34132559,Glaciated,44.8934342763,-93.2500629058,070102060605,214.7279,40.21426
56645,34119747,Glaciated,45.2569464584,-93.222519532,070102060201,250.2613,3.654885
22158,81642647,Glaciated,45.3465672857,-93.2172287807,070102070602,85.92656,10.42526
467,120020970,Glaciated,46.9552216328,-93.2113840281,070101030408,710.7327,13.77981
2002,120018059,Glaciated,45.0754127781,-93.2026041474,070102060306,3739.937,50.01121
3053,120018072,Glaciated,45.043244942,-93.1703014934,070102060306,1061.474,12.72267
3482,120018090,Glaciated,44.9795762092,-93.1404517528,070102060802,583.079,21.31282
958,80005877,Glaciated,46.8301690996,-93.1465709877,070101030506,81.15984,2.877966
392,34127702,Glaciated,45.0411272187,-93.1285132847,070102060801,95.22194,19.72259
1750,120018017,Glaciated,45.1542932225,-93.12137672,070102060304,620.2301,4.29786
97084,120018064,Glaciated,45.052346912,-93.1017734178,070102060801,61.4891,0.7316055
75192,120018123,Glaciated,44.8754986197,-93.1002401262,070102060805,53.60351,2.936134
16821,80002513,Glaciated,47.4931038409,-93.1000891482,070101030104,52.66631,8.211544
1198,120018003,Glaciated,45.200013678,-93.0680638777,070102060301,503.0001,5.054268
72016,80001779,Glaciated,47.5780366277,-93.0749729359,070101030103,69.46972,2.026556
1636,120018078,Glaciated,45.0244001644,-93.0569890733,070102060803,2469.209,74.26739
102115,120018029,Glaciated,45.1181481559,-93.0646620689,070102060801,1032.126,26.75109
109348,34133814,Glaciated,44.8325454515,-93.0418451243,070102060901,37.98216,8.815323
59748,34126696,Glaciated,45.0585633494,-93.0416064962,070102060801,63.44185,7.599505
103186,120018098,Glaciated,44.944845141,-92.9719671978,070102060804,1030.272,27.21905
2319,120020368,Glaciated,45.1334818701,-92.9423148363,070102060303,68.98483,1.305312
87796,91692261,Glaciated,44.9238176034,-92.8878166676,070102060902,57.70447,12.93722
1884,120019508,Glaciated,47.1293393478,-95.3970154112,070101060201,1918.73,6.484879
963,167256810,Glaciated,45.4353423929,-94.5013902323,070102020604,97.59298,1.503989
1755,120018224,Glaciated,44.9721534123,-94.4739269775,070102050206,1717.912,2.358655
1845,45339335,Glaciated,44.8967652593,-94.203447199,070102050303,349.403,1.948956
2572,120019854,Glaciated,45.3006062792,-94.1182212062,070102030204,2872.667,2.279161
804,120019802,Glaciated,45.4695529101,-94.0728071616,070102030601,398.2077,4.710157
2065,120019660,Glaciated,45.2346407715,-93.9613978393,070102040606,732.296,2.495684
3057,45721665,Glaciated,45.4951376409,-93.9415340476,070102030502,3905.869,13.67929
8892,167258144,Glaciated,46.9774046836,-94.8904216716,070101060504,396.1118,4.129869
48362,167258177,Glaciated,47.0288604295,-94.851769163,070101060503,224.9841,1.920292
51486,120020792,Glaciated,46.8397075051,-94.8363990223,070101060606,945.3559,4.48086
120792,167258139,Glaciated,46.9594280451,-94.7949957737,070101060602,639.8485,3.195035
72025,72862239,Glaciated,46.9897848678,-94.6522055672,070101020503,945.3014,6.273948
66981,120018275,Glaciated,46.8167428238,-94.3959772808,070101050102,955.359,4.505591
111398,167258112,Glaciated,46.526796938,-94.3447602134,070101061005,9384.175,55.44353
1606,166867897,Glaciated,46.8298332901,-94.3492231771,070101050103,318.1568,0.8739428
1072,72863677,Glaciated,46.9086906507,-94.3045920194,070101020305,578.7662,1.887422
4130,166867852,Glaciated,46.6674666754,-94.2837124181,070101050402,574.008,2.025511
74160,72863597,Glaciated,46.9091126186,-94.2737615993,070101020305,509.4137,2.42825
2565,120019024,Glaciated,46.9419273023,-94.2876274631,070101020305,1668.215,0.7445716
104215,120018963,Glaciated,47.0667353089,-94.2049122815,070101020407,768.3103,2.859148
3487,120018989,Glaciated,47.0323851981,-94.1627209544,070101020404,923.1578,2.438841
2362,166867879,Glaciated,46.7028376716,-94.0700218452,070101050304,1858.934,13.01962
1635,120018310,Glaciated,46.9289253105,-94.0322011099,070101050301,733.1755,5.264495
1180,59746923,Glaciated,46.4812333865,-93.9285312664,070101040503,597.1871,1.341677
36738,120019497,Glaciated,47.3900114126,-94.92452275,070101010306,15895.86,15.64174
92988,120018940,Glaciated,47.2431861092,-94.5677733767,070101020502,754.0737,3.383545
33602,45365491,Glaciated,45.0685493251,-93.6928230201,070102040701,1653.441,7.553697
4141,120019328,Glaciated,45.4723066479,-93.499848278,070102070502,2418.9,20.32315
3801,120018013,Glaciated,45.1766440612,-93.0932835662,070102060304,730.8077,3.908141
2709,120018008,Glaciated,45.1772902674,-93.059188194,070102060304,11120.46,48.67263
3854,{AD0762C6-6E54-412C-A1D8-73EFCBF78069},Glaciated,44.7810435361,-93.0116794496,070102060903,165.9912,0.8868431
60674,81633056,Glaciated,46.2086548726,-93.8069956422,070102070106,1744.603,6.070444
3079,120019976,Glaciated,46.500640328,-93.7962881363,070101040403,2558.146,3.860739
1011,120020963,Glaciated,47.0600773537,-93.4855357001,070101030303,4880.617,8.805646
1092,120020994,Glaciated,46.6344610153,-93.3874465347,070101030602,1011.779,7.495686
1688,120020945,Glaciated,47.3054736922,-93.5372713117,070101030207,13607.75,30.5692
3118,80001667,Glaciated,47.5972664827,-93.1088188327,070101030103,899.8293,6.169367
116560,107116840,Glaciated,46.3878974097,-95.5793117418,070101070103,177.617,6.827426
107313,107116606,Glaciated,46.4176492896,-95.5304275553,070101070103,173.7829,1.665561
88837,120020760,Glaciated,46.9474776161,-95.5027110802,070101060401,433.2584,6.995772
3244,166870380,Glaciated,45.8944446445,-95.3743622041,070101080108,367.6565,6.715921
39951,58126399,Glaciated,45.8170763824,-95.3417658133,070101080107,653.9647,15.49912
120824,58125223,Glaciated,45.9461143544,-95.3332226768,070101080108,233.942,14.75908
109358,120018330,Glaciated,46.0703064742,-95.2187327101,070101080202,5553.886,267.3256
2715,59804725,Glaciated,47.0678106843,-95.1707486523,070101060204,159.8725,4.0308
112550,120020786,Glaciated,46.83491371,-95.0512860308,070101060403,479.7873,3.87166
111404,47723229,Glaciated,47.2574784914,-95.0497983906,070101010301,54.13097,2.074837
51489,120020729,Glaciated,47.03387755,-95.031444897,070101060207,382.8478,6.129033
1941,45380550,Glaciated,45.7894468426,-94.9859834367,070102020205,207.2978,1.727704
38858,120019480,Glaciated,47.3415420228,-94.9940923762,070101010304,2550.228,30.83929
36723,167256829,Glaciated,45.8085011025,-94.9799378181,070102020205,647.7861,15.73977
107309,59805041,Glaciated,47.0468240511,-94.9533969747,070101060502,422.0547,10.74017
105254,45360087,Glaciated,45.3004781543,-94.9358202803,070102040204,71.93108,6.474167
61795,45362457,Glaciated,45.1993001769,-94.8789286107,070102040208,74.92919,3.804822
27383,59806389,Glaciated,46.9687875071,-94.8618855985,070101060504,236.9107,3.591222
34613,58125393,Glaciated,45.9208820152,-94.8505072346,070101080206,543.235,6.699912
33587,72859209,Glaciated,47.1764316842,-94.8536153529,070101020202,256.2324,31.19954
127430,58122921,Glaciated,46.1192532081,-94.8301421613,070101080701,383.3044,8.380884
275887,{391CE842-589C-41BA-BFDF-C3157C857D2E},Glaciated,47.6742935475,-94.8142619478,070101010404,773.3791,52.91626
3555,59752945,Glaciated,45.8566115894,-94.7494529539,070101040801,466.1,6.275923
126105,58122895,Glaciated,46.1176339883,-94.7472051244,070101080403,175.3029,2.07638
134724,45382772,Glaciated,45.6412322244,-94.7276059654,070102020502,917.2983,9.423487
51447,59805725,Glaciated,47.0231174849,-94.7089469975,070101060601,289.6887,2.679433
63876,45365377,Glaciated,45.0833989975,-94.6520115335,070102040301,348.6039,3.249516
59747,47715805,Glaciated,47.4438110807,-94.6312608606,070101010508,296.0584,29.22131
100096,120018965,Glaciated,47.0737740977,-94.6021692671,070101020507,334.3847,3.021314
41102,59720375,Glaciated,46.8457386956,-94.5954163438,070101050101,29.99903,3.300543
29433,120019474,Glaciated,47.4530599146,-94.5874124829,070101010508,503.6456,9.61259
62818,120019520,Glaciated,47.4186849416,-94.5688085688,070101010508,115.8574,1.480934
2376,45340155,Glaciated,44.8025926019,-94.5590403273,070102050404,1586.946,7.785335
15823,45338669,Glaciated,44.970340168,-94.5150920664,070102050207,221.047,4.186579
2160,167256803,Glaciated,45.4375394035,-94.5155795964,070102020604,109.9537,1.053142
3892,167256812,Glaciated,45.4353236577,-94.4845981672,070102020604,46.75725,1.164516
1053,120018270,Glaciated,46.8221673103,-94.4769804692,070101050102,676.0942,4.186332
634,120018306,Glaciated,46.8526243625,-94.4776641629,070101050102,338.1387,3.240698
23191,72863299,Glaciated,46.9456431066,-94.4888269998,070101020303,78.95644,5.5162
1432,45338081,Glaciated,45.0113008146,-94.4708408516,070102050207,130.3739,1.407981
4038,59719871,Glaciated,46.8692586195,-94.4633182193,070101050102,145.9106,2.038443
4061,120019717,Glaciated,45.0570319934,-94.4452065567,070102040401,2745.435,23.49845
25315,59750419,Glaciated,46.1314016427,-94.4485082552,070101040701,512.2395,10.18764
9938,59812197,Glaciated,46.4010336642,-94.4568306058,070101061107,19.71763,2.726303
64985,59720341,Glaciated,46.8460389463,-94.4470954533,070101050102,122.9778,2.393858
55584,120019859,Glaciated,45.2738396709,-94.4280084351,070102030201,89.47089,5.941311
41072,59811717,Glaciated,46.4314239044,-94.4431852107,070101061003,113.4187,9.482142
17847,120018268,Glaciated,46.8210023101,-94.4315183859,070101050102,682.1287,10.78595
441,59751073,Glaciated,46.067117875,-94.3920520115,070101040906,816.7916,11.68271
84661,59811869,Glaciated,46.4205263052,-94.4052348742,070101061007,62.19481,4.133868
4154,166867894,Glaciated,46.8602337326,-94.4072700922,070101050102,178.5289,2.448147
108283,47713891,Glaciated,47.4758995708,-94.4099294827,070101010410,108.3663,15.16938
120844,120019766,Glaciated,45.4401964124,-94.3883341005,070102020606,208.1971,3.136179
122875,59719855,Glaciated,46.8765108497,-94.3859486343,070101050102,160.3534,8.970033
126084,166866603,Glaciated,46.9454841429,-94.3879240803,070101020303,173.6975,6.075549
96040,120018977,Glaciated,47.0452484769,-94.37665157,070101020507,416.0142,9.545753
91908,59810105,Glaciated,46.5751499399,-94.3674016313,070101061001,180.5538,1.987662
101149,72863339,Glaciated,46.9409740055,-94.3673267566,070101020303,112.1899,3.444342
3648,72862341,Glaciated,46.9939288534,-94.3617749287,070101020303,720.5414,6.55108
86792,59721671,Glaciated,46.7928387869,-94.345719936,070101050103,165.7706,4.464668
128398,120019724,Glaciated,45.0160730563,-94.3372633449,070102040501,233.8253,4.171376
37851,59721057,Glaciated,46.8183564013,-94.3321816578,070101050103,197.838,5.729532
460,120019012,Glaciated,46.9461979843,-94.3468739477,070101020304,226.4901,1.978733
57649,45365277,Glaciated,45.0872661451,-94.3186532607,070102040503,52.85938,12.31976
26423,120018266,Glaciated,46.7856542172,-94.3215781057,070101050103,224.2459,2.306458
2694,72863815,Glaciated,46.8918012261,-94.3263623216,070101020305,192.3168,2.595046
136686,72863529,Glaciated,46.9270507241,-94.3225173161,070101020304,132.0217,3.501135
84694,45366395,Glaciated,44.995456273,-94.3074104511,070102040501,69.16277,2.761294
3598,120019706,Glaciated,45.1060228448,-94.2958321148,070102040503,297.5694,4.53746
112536,59724019,Glaciated,46.6782277068,-94.3151555399,070101050402,187.1585,5.077339
80464,59812157,Glaciated,46.4042477762,-94.2578484499,070101061006,124.7628,2.366194
16778,72862469,Glaciated,46.9939395969,-94.2658553369,070101020305,111.5381,9.044652
139805,45730506,Glaciated,45.2713437638,-94.2373207797,070102030202,101.6943,5.281213
29505,120020831,Glaciated,46.4783268085,-94.240067445,070101061005,222.6893,1.272883
23250,72863379,Glaciated,46.935964734,-94.2422683466,070101020305,35.95463,1.647378
85680,72861755,Glaciated,47.0222184559,-94.2040302794,070101020404,350.4896,13.25073
134700,166867884,Glaciated,46.6568018661,-94.1866258598,070101050603,267.0778,6.460809
49374,72858437,Glaciated,47.2641213147,-94.1614866718,070101020601,4053.815,25.15138
117582,47711521,Glaciated,47.5151626059,-94.160805383,070101010702,861.6581,42.77985
100087,167258275,Glaciated,46.4640455043,-94.1432853296,070101040505,98.90221,2.835678
53592,45725362,Glaciated,45.3837232686,-94.1271901102,070102030102,37.99338,6.740447
91907,72860703,Glaciated,47.0755479747,-94.131061446,070101020407,746.8491,6.848151
121914,47709085,Glaciated,47.5583029991,-94.1368128181,070101010702,135.0385,6.878678
30472,59723349,Glaciated,46.7249492125,-94.1177505049,070101050406,59.28965,5.124273
112493,45363095,Glaciated,45.1619651222,-94.0929063467,070102040604,191.266,3.958815
44209,47709909,Glaciated,47.5391662384,-94.0996998423,070101010703,64.17259,3.597641
50464,45731316,Glaciated,45.217666677,-94.0754134324,070102030204,286.6478,2.995437
43169,45724306,Glaciated,45.4187796763,-94.08278185,070102030102,200.5374,15.64703
2446,59719355,Glaciated,46.921860909,-94.077500555,070101050301,112.3513,2.579902
2875,120018976,Glaciated,47.049098074,-94.0785879857,070101020404,81.03294,1.100885
3818,120019800,Glaciated,45.4690270019,-94.0637851574,070102030601,64.20827,1.429019
2020,59719381,Glaciated,46.9183685778,-94.0642495877,070101050301,76.90221,1.814254
128478,120018309,Glaciated,46.9310299487,-94.0623873489,070101050301,149.0247,3.468487
13724,45723306,Glaciated,45.4465152137,-94.0450836905,070102030601,46.91584,1.027185
103151,45722849,Glaciated,45.4585169926,-94.0419965606,070102030601,358.592,12.57865
22140,59747273,Glaciated,46.4506468051,-94.0545590305,070101040505,109.3468,2.328838
45234,59722623,Glaciated,46.766359832,-94.0340137793,070101050304,97.41331,11.28194
1703,120019727,Glaciated,44.9960853401,-94.0234512065,070102040605,149.8207,2.031763
773,120019682,Glaciated,45.1706837694,-94.0129550677,070102040604,79.50181,1.090437
82575,120018248,Glaciated,46.7723329515,-93.9958314425,070101050302,172.6296,2.506586
113424,59722111,Glaciated,46.7865401302,-94.0050170387,070101050302,135.8154,6.341672
35671,120018287,Glaciated,46.8459117466,-93.9954125694,070101050301,131.5729,5.356056
107289,47716797,Glaciated,47.4217714974,-93.9936957698,070101010902,221.4832,3.021316
75180,80005517,Glaciated,46.9169176598,-93.9678341503,070101030802,169.2534,7.491808
139859,45362971,Glaciated,45.1632080035,-93.9464937817,070102040606,170.3535,3.768336
3548,45725992,Glaciated,45.3602054611,-93.9559641497,070102030602,910.8428,16.76506
65928,45724060,Glaciated,45.423200995,-93.9623422497,070102030503,48.36045,5.709921
15809,45723362,Glaciated,45.4394241174,-93.959517147,070102030503,165.6786,5.685343
2836,120019923,Glaciated,46.6142672132,-93.9560371552,070101050504,509.9096,8.03556
54639,72859435,Glaciated,47.1473533462,-93.9593599344,070101020603,214.8556,9.894634
96039,72859533,Glaciated,47.1408747592,-93.9515683105,070101020603,61.28255,7.715409
24352,120019664,Glaciated,45.2229424171,-93.9433116808,070102040606,273.4054,9.675106
8909,45362435,Glaciated,45.1889189014,-93.9337085053,070102040606,112.0802,7.75572
3811,59748263,Glaciated,46.3520508811,-93.9150209034,070101040201,151.3069,1.335462
59720,45729756,Glaciated,45.2879899466,-93.9039672741,070102030604,140.8853,11.76521
122874,81632802,Glaciated,46.2746215271,-93.8633924715,070102070105,286.7826,45.90419
42112,45361793,Glaciated,45.2108742221,-93.848019735,070102040606,66.52091,3.812285
106275,81632437,Glaciated,46.349419232,-93.8226829611,070102070104,148.357,3.521995
46244,59745673,Glaciated,46.6108137827,-93.8244416462,070101040405,100.1249,3.107547
16807,80004991,Glaciated,47.0211833019,-93.8253193047,070101030803,241.9743,16.46567
91886,45362603,Glaciated,45.1820725958,-93.7974163754,070102040702,83.54057,5.801657
2726,120019888,Glaciated,46.7273234998,-93.7740462313,070101050503,574.0056,5.61294
2247,80004579,Glaciated,47.1543379908,-93.7730860148,070101030801,292.7467,3.080703
3737,59746265,Glaciated,46.5184027323,-93.7624140254,070101040403,92.72444,6.897762
31580,47719287,Glaciated,47.3664303359,-93.7404509563,070101010803,212.7575,2.631103
2606,120018129,Glaciated,44.8804529924,-93.7307696394,070102060601,967.2937,9.440309
1108,81632389,Glaciated,46.3614521717,-93.735209962,070102070107,99.61381,8.101192
112541,59747579,Glaciated,46.4391778813,-93.7323890661,070101040202,392.1237,4.723983
115529,47715396,Glaciated,47.4296352184,-93.7225383733,070101010803,1070.236,9.311948
75205,47719227,Glaciated,47.3688944682,-93.7164628197,070101010801,188.3957,7.349005
2648,120018140,Glaciated,44.8333801995,-93.6981086845,070102060601,377.2525,3.658077
163,34131145,Glaciated,44.9497122977,-93.707773643,070102050704,37.74471,1.901949
113480,47716810,Glaciated,47.4210681921,-93.7064703291,070101010803,71.04711,2.77822
135738,45364659,Glaciated,45.1009418385,-93.6731919209,070102040701,214.0405,13.27605
594,120019817,Glaciated,45.376554697,-93.6688455332,070102030506,457.5642,7.435768
45225,47714947,Glaciated,47.4467143557,-93.6591660998,070101010802,80.38065,3.461794
3556,47723443,Glaciated,47.2320935679,-93.638842251,070101010909,136.7468,1.512816
1445,166868606,Glaciated,47.4667772242,-93.6502460144,070101030205,48.36597,5.226528
55578,47723219,Glaciated,47.2431253285,-93.6430491869,070101010909,82.73087,5.327465
24325,120018130,Glaciated,44.8746610757,-93.6228243874,070102060602,74.39263,10.70803
94028,120018057,Glaciated,45.0794038705,-93.6162725849,070102060101,780.7688,25.96369
1616,120019969,Glaciated,46.504008737,-93.6066020198,070101040402,422.3772,2.667486
275890,{92944AC1-EA33-4DF3-B9B7-5A9B249EFC97},Glaciated,47.2412188001,-93.6120474778,070101010909,108.3484,1.819454
29504,47715707,Glaciated,47.432099724,-93.6177807617,070101010801,29.64934,6.001087
84668,45337575,Glaciated,45.0435135644,-93.6113892326,070102050703,791.2987,125.1837
168,80005205,Glaciated,46.9801736474,-93.5989777609,070101030702,6586.5,151.7473
4045,120019476,Glaciated,47.4416469825,-93.6032326872,070101010801,354.9116,1.972984
83668,90771591,Glaciated,47.5267838524,-93.6072305536,070101030205,53.92979,5.267823
137740,34130936,Glaciated,44.9585167432,-93.5821843372,070102060603,284.0828,35.3424
74148,80002889,Glaciated,47.4558899819,-93.5732425663,070101030205,59.84209,10.34316
13767,120020953,Glaciated,47.2542753838,-93.5331660208,070101030301,645.3749,14.81744
9971,34125551,Glaciated,45.0920274347,-93.5202527055,070102060101,107.1641,20.12113
102136,81641497,Glaciated,45.4322935627,-93.5205704563,070102070705,250.0739,5.521137
9960,120020981,Glaciated,46.7428028792,-93.5243029118,070101030808,295.9763,8.236433
122876,34124496,Glaciated,45.11374844,-93.4803258713,070102060103,5203.125,399.9816
57656,120019335,Glaciated,45.3771911414,-93.4672293875,070102070705,358.3909,11.98927
95005,81642791,Glaciated,45.3352628744,-93.4639893306,070102070705,84.38583,2.713006
67996,81642745,Glaciated,45.3382056918,-93.4479548298,070102070705,159.5356,1.651262
2837,120020961,Glaciated,47.0655938114,-93.4489757034,070101030303,1063.684,10.75648
768,120019314,Glaciated,45.5727731241,-93.4087114496,070102070503,184.4383,1.860539
112542,80003553,Glaciated,47.369068846,-93.4004387674,070101030206,171.4365,29.8488
103162,81643237,Glaciated,45.2990702645,-93.3899182894,070102070705,75.68315,4.532779
119789,80002783,Glaciated,47.4700117992,-93.3770602935,070101030203,678.6613,10.10534
3371,80001607,Glaciated,47.6149387989,-93.3736251575,070101030103,131.3038,2.034291
