lagoslakeid,lake_nhdid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
19511,122232033,Glaciated,41.1461354082,-73.7290129664,011000060403,102.8062321,6.447629368
18426,122961303,Glaciated,41.9771712769,-73.5048777736,011000050501,204.4360561,7.892082969
71592,61790779,Glaciated,41.8275297889,-74.4766301619,020200070502,22830.70271,26.61556623
39489,52855683,Glaciated,41.9840775575,-74.145604578,020200060905,2287.329257,1.094890877
12282,53541253,Glaciated,43.3019865189,-74.7624674108,020200040503,1485.716106,9.63952994
116145,53539961,Glaciated,43.5860589805,-74.6311911522,020200040401,357.0560239,9.965975966
69578,120023791,Glaciated,43.6122179057,-74.5494908113,020200010302,780.8234904,4.386176424
126865,47721350,Glaciated,43.4890387411,-74.4546987244,020200020201,370.3441572,3.193294146
39482,89364879,Glaciated,43.7038864526,-74.1272520212,020200010405,2273.035239,17.27955752
6506,89363405,Glaciated,43.8808578705,-73.5830296897,020200010506,928.5539632,5.423471414
53120,53541797,Glaciated,43.2328214171,-74.7867676756,020200040806,234.8285598,5.134947467
110969,53541369,Glaciated,43.2910174741,-74.7443042048,020200040504,138.4080328,10.19057399
43746,53541203,Glaciated,43.3070312133,-74.6311077754,020200040801,524.8508125,10.76131737
16355,53539915,Glaciated,43.6200813308,-74.6202536358,020200040401,108.1966072,13.84788661
74719,33530715,Glaciated,42.4147595736,-74.5615895967,020200050203,982.2811085,64.37201961
87336,53541857,Glaciated,43.2227025266,-74.5665178339,020200040802,76.94295061,3.471260971
26969,53539935,Glaciated,43.5888248775,-74.5635902867,020200040401,186.8150454,4.192339152
57148,53541987,Glaciated,43.1946399924,-74.5508918967,020200040805,149.9412636,3.438983796
101708,53539943,Glaciated,43.5929929743,-74.5522953447,020200040401,39.50182432,8.443853665
113045,47727967,Glaciated,43.1082153109,-74.3538404925,020200040904,146.8909439,18.67075161
113994,47725937,Glaciated,43.2540735763,-74.3145695225,020200020403,139.6579012,4.810165054
104761,89365087,Glaciated,43.680980362,-74.2935528593,020200010205,509.7847561,19.1385561
105870,89362525,Glaciated,43.986846185,-74.2412919932,020200010105,291.0712793,5.93584876
93546,89365105,Glaciated,43.6754179681,-74.1964155685,020200010204,242.8683655,14.91591774
7260,52847331,Glaciated,42.520156054,-74.1499877039,020200060803,1671.866784,45.363036
130000,47720316,Glaciated,43.5729464387,-74.0798173845,020200020102,343.6731035,21.17922902
123519,89363569,Glaciated,43.8576301508,-74.0904548817,020200010404,88.64631785,10.65602657
31111,52852611,Glaciated,42.1975333454,-74.0428224291,020200060701,409.9484635,11.43756101
40543,89363765,Glaciated,43.8393537387,-74.0196507206,020200010402,140.5962575,21.68143334
12291,47727897,Glaciated,43.1194262741,-74.0073310153,020200020602,1489.821907,51.68345484
36273,89363491,Glaciated,43.8708306965,-73.9767236372,020200010602,528.6827033,7.715626013
107839,89364173,Glaciated,43.7935594581,-73.9771312641,020200010602,660.422697,20.697145
56146,89361863,Glaciated,44.1331523016,-73.9667666888,020200010102,116.6223859,20.5076891
10239,37099709,Glaciated,41.4216355852,-73.8840250142,020200080505,14.41179483,1.901278918
7104,89366321,Glaciated,43.3230529966,-73.8325529147,020200010705,864.6864867,20.58918752
9388,89364809,Glaciated,43.70994605,-73.8002648898,020200010605,152.3059065,9.938983828
13290,37097927,Glaciated,41.6087640647,-73.7417741648,020200080303,172.9443417,3.580504476
7061,52854143,Glaciated,42.0905797179,-73.7068703044,020200061006,515.8252987,6.284223387
83141,50520953,Glaciated,43.231255023,-73.7115864355,020200030504,317.0057332,8.577806834
122464,89363631,Glaciated,43.8530742986,-73.6529240288,020200010507,289.0714745,4.408327504
118192,89362149,Glaciated,44.0427114714,-73.6263177534,020200010504,397.6644549,38.19512647
7168,52849111,Glaciated,42.4090478457,-73.4154319156,020200060606,339.2941799,5.93421845
6501,52845369,Glaciated,42.6537142266,-73.4208648982,020200060602,36.16718774,3.456736444
6494,50524071,Glaciated,42.8173011789,-73.399472103,020200031003,67.69409423,3.471751102
7169,53542311,Glaciated,43.1375400333,-74.4984363482,020200040904,1754.830518,7.844935475
6788,89364961,Glaciated,43.7162400082,-73.7026958068,020200010606,7244.288444,11.75951165
20575,53541175,Glaciated,43.3179027495,-74.7830667336,020200040503,228.0530442,37.23562901
122446,53540953,Glaciated,43.3472892137,-74.7126886101,020200040801,225.0259528,12.6951586
135207,89365939,Glaciated,43.4949339989,-74.5661251729,020200010201,96.55355653,17.96994575
21660,89365713,Glaciated,43.5536840953,-74.5421928177,020200010201,638.315918,52.7774732
130001,53542025,Glaciated,43.1862607126,-74.4805855276,020200040805,84.17231762,6.47203492
140316,53543175,Glaciated,43.0415799107,-74.4627686054,020200041005,913.5601521,58.49303653
23851,89363899,Glaciated,43.8277818209,-74.4383667659,020200010301,627.7847655,42.20921287
77869,89365529,Glaciated,43.5966557026,-74.4215657265,020200010202,109.3658803,2.587621477
115073,89362401,Glaciated,44.0057463027,-74.3028124367,020200010103,498.9767406,6.148383077
52056,47719631,Glaciated,43.6371014792,-74.2898321156,020200020303,139.6534806,8.192166981
44781,89362093,Glaciated,44.0587835091,-74.2855060025,020200010104,1423.702628,15.523392
16358,89365099,Glaciated,43.6765658881,-74.2538137648,020200010204,480.741625,8.507925771
80022,89363513,Glaciated,43.8772411917,-74.2530732314,020200010301,354.0045855,3.067412008
62312,47724367,Glaciated,43.3159864436,-74.1936527571,020200020506,271.4636431,16.10924424
47842,47719887,Glaciated,43.6186938705,-74.1837326074,020200020102,367.8846163,9.101386689
31099,89364017,Glaciated,43.8116152266,-74.1641198466,020200010404,52.2257687,7.942481829
23861,89364113,Glaciated,43.8018741829,-74.1307788534,020200010404,268.0923278,18.15400036
68559,89363427,Glaciated,43.8752054407,-74.0830804027,020200010306,64.94334088,3.194628178
111991,37100725,Glaciated,41.3099345543,-74.0288106175,020200080504,1103.833487,82.24310537
140328,89363919,Glaciated,43.8243764813,-74.0227544808,020200010403,140.2863099,14.17522421
7173,47725865,Glaciated,43.2598963989,-73.904974328,020200020704,520.8918604,9.385752555
108882,89363369,Glaciated,43.8818890245,-73.9146330462,020200010601,12.86097102,2.977744668
68575,89366327,Glaciated,43.3227938952,-73.8658093538,020200010706,266.7889553,48.76379845
46802,89362411,Glaciated,43.9989439157,-73.823752967,020200010501,476.1830271,6.634803363
35220,50523421,Glaciated,42.934603844,-73.782305741,020200031103,4177.530269,28.97368804
12262,89362625,Glaciated,43.9768303181,-73.7742411869,020200010505,384.5770106,37.80373976
118176,89365619,Glaciated,43.564879385,-73.7698707735,020200010608,62.97805514,6.702992777
23837,50522151,Glaciated,43.0535979512,-73.7419607767,020200030405,4529.844824,77.41321004
105851,89363847,Glaciated,43.8266803897,-73.7083272857,020200010509,271.0214582,27.56482455
36266,89363979,Glaciated,43.8124361924,-73.7019099831,020200010509,118.4217004,11.22696889
53130,89362515,Glaciated,43.9878588972,-73.7008616179,020200010503,2255.518236,315.6510266
79012,89362545,Glaciated,43.9847010683,-73.6701229962,020200010503,81.86137745,12.6747434
13292,89363729,Glaciated,43.8381502124,-73.6561772918,020200010507,672.1328053,60.82104591
22768,89364735,Glaciated,43.7140833234,-73.6230741334,020200010606,57.34053668,6.480568443
48885,52854197,Glaciated,42.0793716964,-73.5941094755,020200061003,386.1066452,16.16101141
129992,89361945,Glaciated,44.0791931942,-73.5941555883,020200010504,1101.65963,104.7561749
7063,52843943,Glaciated,42.7889197551,-73.4418920318,020200060103,169.7087381,3.533382021
7236,53541487,Glaciated,43.2910997316,-75.4485087095,020200040105,36951.79158,38.40511102
90475,52844435,Glaciated,42.7195193783,-73.9677237863,020200060205,28438.8961,182.9899801
76808,47722841,Glaciated,43.3961023084,-74.5179927043,020200020202,888.2640955,5.746674205
6409,47727981,Glaciated,43.1096797816,-74.4140528822,020200040904,2768.289452,4.823605317
106853,47721785,Glaciated,43.4874351653,-74.3620519046,020200020302,2765.00671,4.629968031
9389,89361951,Glaciated,44.0916397945,-74.0670344145,020200010101,4286.350975,37.63482999
7339,52853317,Glaciated,42.1439208788,-73.5954352965,020200060504,366.0871581,2.094272668
7135,89365393,Glaciated,43.6259797545,-73.8439591288,020200010604,1172.004971,6.469400837
6521,50521223,Glaciated,43.2062880367,-73.4192064772,020200030301,2644.34976,9.683023063
72606,53540971,Glaciated,43.343338507,-74.9647014951,020200040502,48.22615556,9.834358227
84223,53542879,Glaciated,43.0681740804,-74.7704808533,020200040808,45095.10096,727.1473855
46793,53540229,Glaciated,43.5074269183,-74.6079710698,020200040402,91.98080959,22.37149193
118199,53539963,Glaciated,43.5810212649,-74.6022307947,020200040401,99.98074016,17.15713474
14309,53539965,Glaciated,43.578938136,-74.576383144,020200040401,141.6954575,5.382603401
91505,33530021,Glaciated,42.5964616418,-74.530806953,020200050402,51.3236455,3.991363497
46782,53541845,Glaciated,43.2270106726,-74.5175832649,020200040805,283.8657821,8.533524365
41647,53541779,Glaciated,43.2338410727,-74.5128230942,020200040805,405.0898635,39.55903817
106849,53542093,Glaciated,43.1783431162,-74.4740956496,020200040805,80.50762792,12.64876021
101699,47726265,Glaciated,43.2353082892,-74.4524706859,020200020203,197.8150598,20.25853445
16344,47727911,Glaciated,43.1193168003,-74.3611188211,020200040904,984.6273342,16.88867865
40564,89365531,Glaciated,43.5940748471,-74.3602900709,020200010201,496.5226615,50.96589163
30024,37100731,Glaciated,41.3070305478,-74.2223631354,020200080403,181.5394081,3.598414459
6552,52843955,Glaciated,42.7970433532,-74.1872884633,020200060201,126.5159109,9.74036572
96580,47719461,Glaciated,43.6741459515,-74.176447802,020200020101,224.8215457,18.65022715
38423,89362727,Glaciated,43.9741983851,-74.1417230799,020200010105,1764.938188,13.9373668
54148,33530171,Glaciated,42.565885125,-74.1567938827,020200050502,744.5821834,154.3133403
100651,37100645,Glaciated,41.3258519099,-74.080900233,020200080504,181.2147781,31.0596558
92523,33529737,Glaciated,42.6250866157,-74.0791664419,020200050501,439.8403563,9.184455799
10240,89363519,Glaciated,43.8666339329,-74.0874003968,020200010403,37.4235548,5.664707143
69562,47726081,Glaciated,43.2461132503,-73.9867881012,020200020704,362.0035159,81.04866975
6976,47725761,Glaciated,43.2675914903,-73.9120621883,020200020704,184.1779218,5.10390112
96590,89362911,Glaciated,43.9464395702,-73.9005999363,020200010501,348.6654854,13.49611125
132081,89364759,Glaciated,43.7140174315,-73.8424944636,020200010604,264.1079218,12.00148436
38396,89363809,Glaciated,43.8309757445,-73.8097773422,020200010509,192.553659,10.69994114
127876,89363607,Glaciated,43.8499623528,-73.6716316573,020200010507,205.0581904,15.85667785
7178,52845231,Glaciated,42.6626095662,-73.6347680538,020200060301,268.5256114,5.864661324
33144,52853965,Glaciated,42.101226706,-73.6057596759,020200060505,155.3371342,8.174406689
6560,52845495,Glaciated,42.6446580201,-73.4354664929,020200060602,68.31444177,13.35424702
42715,52845905,Glaciated,42.6177450935,-73.4096296532,020200060602,1419.191875,96.72535432
6725,50521665,Glaciated,43.1080421762,-73.3847874501,020200030206,364.1166581,7.661849134
133079,33530693,Glaciated,42.4428897497,-74.4543493074,020200050302,9957.976656,74.69014788
7039,37098607,Glaciated,41.5488459446,-74.1036691391,020200080502,3205.869888,19.22374725
6627,47728523,Glaciated,43.1343392581,-74.1816573191,020200020605,40598.6614,4.858039203
6536,52851237,Glaciated,42.2944131933,-73.8070204449,020200061101,3365.23316,26.83683027
7334,37098461,Glaciated,41.55992734,-73.6616387223,020200080301,851.7968369,7.965899947
6889,89365151,Glaciated,43.6787867066,-73.8557028688,020200010604,1442.741782,6.790297247
6543,50522921,Glaciated,43.0166863883,-73.7414958339,020200030407,48170.23321,31.55444159
38400,53541023,Glaciated,43.3360933987,-74.9601385881,020200040505,53.91377103,10.76933468
39479,53542147,Glaciated,43.1725825489,-74.8396962727,020200040806,8810.946325,244.2488694
52046,53540341,Glaciated,43.481063566,-74.8298795832,020200040405,81.86519527,14.79205106
53122,53541299,Glaciated,43.2977455528,-74.7059691382,020200040801,123.8325399,24.82877067
37367,53541201,Glaciated,43.3119246782,-74.6386010242,020200040801,27.72958511,4.962495631
9401,89365755,Glaciated,43.5454275544,-74.5633418399,020200010201,625.5120345,58.92920671
40560,47725927,Glaciated,43.2587136214,-74.5295243645,020200020203,57.96451972,9.240463794
97636,47724970,Glaciated,43.2974973721,-74.5009506434,020200020203,85.66651988,21.22710564
110982,33530637,Glaciated,42.4440116778,-74.4284276333,020200050302,60.58996521,0.403932409
62300,89365527,Glaciated,43.5988238606,-74.3500122599,020200010201,214.7740844,31.36465634
39487,47727871,Glaciated,43.119701762,-74.3365500273,020200040904,153.6666911,11.16221129
122457,89363601,Glaciated,43.8568778699,-74.3139380624,020200010301,37.64532536,7.857962363
101682,89363973,Glaciated,43.8186603424,-74.2841123921,020200010304,434.1169014,28.80076813
23857,89362643,Glaciated,43.9817427843,-74.2785943562,020200010103,3069.11455,66.82890855
123518,61759195,Glaciated,41.7252920538,-74.2354650393,020200070604,48.15838737,3.333812778
77874,33530195,Glaciated,42.5621031009,-74.1678198393,020200050502,637.8342093,87.16610886
111997,89364923,Glaciated,43.700708202,-74.1610505924,020200010405,432.4889148,26.58022341
14326,47722387,Glaciated,43.4231316869,-74.1454910988,020200020504,74.96596854,7.607609663
90473,89364117,Glaciated,43.8009601824,-74.1518488732,020200010404,126.3010055,15.61149747
54139,53545325,Glaciated,42.8140350392,-74.1162743975,020200041102,118.4658151,7.595606928
81028,47723267,Glaciated,43.360627267,-74.095143032,020200020505,681.1963253,22.05678834
84234,33530265,Glaciated,42.5434606583,-74.0849827175,020200050502,144.3276255,5.089655045
107840,89363769,Glaciated,43.8410483677,-74.0779361306,020200010403,280.3207181,69.05663046
118204,37098491,Glaciated,41.5639429028,-74.0691811124,020200080502,3236.32175,38.12696024
9379,47721155,Glaciated,43.5113047378,-74.0489909089,020200020501,105.1172039,11.61677404
9378,52847939,Glaciated,42.4840125191,-74.0162810273,020200060805,3767.39835,38.03778051
95565,89363785,Glaciated,43.8368486372,-73.983043745,020200010402,393.7497846,14.91809936
25930,53545221,Glaciated,42.8259364023,-73.95409674,020200041108,50.77248922,2.094070571
12264,89365809,Glaciated,43.5232674252,-73.9622874281,020200010701,60.11754959,4.766524644
62330,37097959,Glaciated,41.6058350559,-73.9164753504,020200080206,45528.44264,1401.58787
22778,89365911,Glaciated,43.4954313954,-73.9152942477,020200010703,218.6506431,12.33934593
14327,89365259,Glaciated,43.6465114582,-73.8697891522,020200010604,48.90417127,3.726177825
120352,50521103,Glaciated,43.215234584,-73.8348411114,020200030501,237.9773514,8.030917012
125631,89364221,Glaciated,43.7863811128,-73.8193817741,020200010509,260.0123707,17.23533869
119265,50521789,Glaciated,43.0967470933,-73.7657444443,020200030405,1235.264242,39.86551182
6936,145175647,Glaciated,43.2371581489,-73.7120700742,020200030504,34.16132501,2.787358939
81008,89363721,Glaciated,43.8417626121,-73.6785936259,020200010507,81.89468511,3.041134355
117148,37094391,Glaciated,41.9003859912,-73.6470675201,020200080204,280.894783,10.5305161
35227,89363549,Glaciated,43.8577365145,-73.6327193946,020200010507,519.3502609,42.33421451
103733,149798970,Glaciated,42.6231330511,-73.5310004185,020200060301,744.1021801,14.88850313
6715,50521823,Glaciated,43.0903426254,-73.3742673116,020200030902,437.3919314,13.81176511
49938,{0e5a1953-98e1-4f0e-9976-c8adc14c794d},Glaciated,42.3884772808,-74.445545945,020200050205,76455.73649,162.9769529
6873,120023153,Glaciated,43.4116650896,-74.54636355,020200020202,7620.433321,6.607536795
6436,53543387,Glaciated,43.0306581331,-74.0744573777,020200041103,1134.720396,5.357428307
73662,47724863,Glaciated,43.3083327975,-73.8923669876,020200020706,2371.04942,12.46454343
125612,53540419,Glaciated,43.4725544552,-74.8328517889,020200040405,185.8121466,34.69684269
7150,53542009,Glaciated,43.1883489363,-74.5998313951,020200040803,405.2265118,4.122565979
128914,47726187,Glaciated,43.2419930159,-74.4908048968,020200020203,29.0443499,5.38866364
106834,47723889,Glaciated,43.3411372842,-74.4537624029,020200020203,447.1478916,36.25859774
131018,47725371,Glaciated,43.2832207019,-74.4253303213,020200020203,65.92565779,11.0674938
6673,89364195,Glaciated,43.7902927296,-74.2649764533,020200010205,312.0582241,3.995869286
94582,89364351,Glaciated,43.771966102,-74.2041932843,020200010203,518.2119069,10.92557351
78986,89363021,Glaciated,43.9324087708,-74.1869917446,020200010305,159.8865842,4.381352309
120368,33531213,Glaciated,42.1915083135,-74.127215051,020200050101,698.5120836,80.06097149
33147,37100761,Glaciated,41.2903369693,-74.0548868246,020200080504,923.9810696,27.35330186
91478,47720637,Glaciated,43.5468064152,-74.0596873956,020200020103,885.5217723,97.57182045
82074,52846255,Glaciated,42.5995360493,-74.0145927468,020200060402,647.0951928,54.74690643
136154,89362611,Glaciated,43.9803887072,-74.0141592583,020200010107,230.0114642,8.120860459
47849,89362803,Glaciated,43.9581382942,-74.0016059663,020200010403,84.31283199,8.37495225
45776,89363553,Glaciated,43.8572008409,-73.968616393,020200010602,120.7071917,22.62228632
125619,47726207,Glaciated,43.2304694718,-73.9350910999,020200020704,356.5000421,14.47886804
103741,89363837,Glaciated,43.8283098173,-73.905514126,020200010602,89.96228268,4.98655177
7154,52849417,Glaciated,42.3916794985,-73.895255614,020200060807,240.1874178,14.75608556
44789,89364599,Glaciated,43.7345852507,-73.8779683122,020200010603,224.7698476,18.36285101
137170,89365715,Glaciated,43.5491243053,-73.769031235,020200010702,30.30468905,6.702875051
81023,89364755,Glaciated,43.7182341947,-73.7690118193,020200010605,1377.458367,34.52539294
90467,37094961,Glaciated,41.8480549618,-73.7523561643,020200080204,278.0676164,14.81258781
7318,52848497,Glaciated,42.4485801639,-73.6548786196,020200060608,5357.883498,38.37218148
24870,89362319,Glaciated,44.0184542885,-73.6402084479,020200010503,46.82036766,7.943735351
7283,52846995,Glaciated,42.5380236441,-73.6038730909,020200060608,4173.002947,59.06639581
24871,52854221,Glaciated,42.0693026333,-73.5913159206,020200061003,75.0334024,5.274368765
92522,89362641,Glaciated,43.9717747663,-73.5656631288,020200010506,45.15587578,4.905727037
65487,52844161,Glaciated,42.7523457591,-73.4816898416,020200060103,2296.252655,57.55048992
69580,52843983,Glaciated,42.7796199333,-73.4573246938,020200060103,109.3058117,6.300238412
47857,52844201,Glaciated,42.7442193279,-73.4357259566,020200060103,95.00585672,8.138142379
115040,36695794-E968-4FF4-80D0-A2B47250801D,Glaciated,41.9484902325,-74.2283912955,020200060905,59199.52577,46.75513159
17379,53541207,Glaciated,43.3327553588,-75.0738623415,020200040507,73815.94169,67.36404347
118206,47722059,Glaciated,43.445514178,-74.476338375,020200020202,1084.256024,8.584023285
7400,47721625,Glaciated,43.4830415598,-74.4223244933,020200020301,4035.224819,6.200936024
6499,89363169,Glaciated,43.9179780024,-74.214813719,020200010305,4763.046095,26.64305474
6397,52846121,Glaciated,42.5962259683,-73.5586643771,020200060301,978.6742617,6.54510777
7151,89364675,Glaciated,43.7663490225,-73.768311922,020200010509,36165.63045,20.99257958
6559,89363377,Glaciated,43.8828512935,-73.7106084973,020200010506,6680.160579,17.65303971
14298,53541095,Glaciated,43.327126292,-74.8386440962,020200040505,67.46940048,11.13795145
71584,53540621,Glaciated,43.431098992,-74.7248280336,020200040407,220.6875472,5.204605312
98668,33528643,Glaciated,42.7569783358,-74.6522722731,020200050601,238.7147154,19.96091388
30021,53540671,Glaciated,43.4138748162,-74.6320510082,020200040406,385.0949017,10.71342079
124548,47724773,Glaciated,43.3032068677,-74.5939459474,020200020203,139.4338746,7.359034588
123529,53542959,Glaciated,43.065371013,-74.5523537976,020200040901,1116.194069,46.11884984
42721,47721972,Glaciated,43.4559705459,-74.5543792391,020200020202,226.5337416,38.54926534
118166,47721841,Glaciated,43.4640061956,-74.3153973021,020200020305,555.3104346,30.01183738
139249,47723283,Glaciated,43.3690102449,-74.2415267524,020200020307,96.9504868,6.493919292
59271,47726513,Glaciated,43.212859754,-74.2311408873,020200020405,29.35856977,5.421857589
88416,47723995,Glaciated,43.3285487702,-74.2090752975,020200020506,49.73733047,3.634048581
27920,89363413,Glaciated,43.877672605,-74.1623175288,020200010306,144.8971493,19.38369781
52041,47721041,Glaciated,43.5154358754,-74.1419799864,020200020103,139.5676956,7.016244345
109925,33531149,Glaciated,42.2355130572,-74.1197121495,020200050103,177.2056165,15.24199042
131034,47724701,Glaciated,43.2998319893,-74.0782490329,020200020702,280.3755768,32.0415213
69576,47719523,Glaciated,43.6619524458,-74.0828960083,020200020101,446.0979736,24.56362013
109910,47719269,Glaciated,43.6907797908,-74.0715606182,020200020101,657.7468569,65.53815171
7368,52845583,Glaciated,42.6494070993,-74.0421981661,020200060204,1484.653143,27.98230327
37348,89364705,Glaciated,43.7248038844,-73.9351448753,020200010408,977.7020736,111.378396
26953,89366265,Glaciated,43.357671524,-73.8246423255,020200010705,3202.141867,156.3469304
74717,89365257,Glaciated,43.6488177834,-73.736037046,020200010607,1138.711142,30.04220405
24876,89363803,Glaciated,43.8324377573,-73.7076633741,020200010507,13.30770996,2.040343912
127877,89362629,Glaciated,43.9753621412,-73.6796225228,020200010505,95.10983297,5.736654312
6440,37093967,Glaciated,41.9721727697,-73.6728961246,020200080202,340.6032193,11.28081519
6944,52853815,Glaciated,42.1165292167,-73.5587293435,020200061001,8398.406627,202.7986822
14338,52845591,Glaciated,42.6400668497,-73.5553357094,020200060301,67.17590902,2.489416752
7149,52853771,Glaciated,42.1175930908,-73.5460481362,020200061001,23.28105822,4.965094707
22784,52847033,Glaciated,42.5314044508,-73.5219427992,020200060604,5543.012284,107.8454214
6477,61790799,Glaciated,41.4457513837,-74.4995468835,020200070301,143.7768167,3.229379529
6530,53542293,Glaciated,43.1651209026,-74.5311344154,020200040805,5321.129243,14.73992433
6407,50523553,Glaciated,42.9388856805,-73.8578857953,020200031103,2485.694629,22.81468955
6541,53544549,Glaciated,42.90162035,-75.5256455567,020200040201,480.8262718,34.3985917
67557,53541189,Glaciated,43.3143188371,-74.7929527408,020200040503,224.4586264,24.27590548
15326,53541637,Glaciated,43.2603617721,-74.6658565901,020200040803,132.337142,27.04701814
28990,53541731,Glaciated,43.2393354201,-74.5746142305,020200040802,489.3409667,6.254209875
101696,47724117,Glaciated,43.3280694487,-74.590797695,020200020202,184.5238481,15.35631779
66525,47724991,Glaciated,43.2949465198,-74.5072691529,020200020203,147.4526868,30.60891772
61297,47726449,Glaciated,43.2169514512,-74.359037851,020200020404,517.9427644,18.4077361
55143,89365115,Glaciated,43.6760436998,-74.2329882023,020200010204,4090.450351,48.17269033
27912,47723853,Glaciated,43.3394415064,-74.2179470684,020200020307,100.389798,6.508646162
53123,47722741,Glaciated,43.4016773035,-74.1503131917,020200020504,207.5974151,3.516168917
70578,37100701,Glaciated,41.3177309543,-74.0774046136,020200080504,401.1148957,38.24017836
17394,89361867,Glaciated,44.1228812574,-73.9793046525,020200010102,647.5453592,40.65460312
95560,89362763,Glaciated,43.9602463903,-73.9303660537,020200010401,1543.205496,57.97515553
116127,89363585,Glaciated,43.8579617375,-73.8203238889,020200010509,665.3683369,25.23039727
64437,52845995,Glaciated,42.6169063604,-73.7264520534,020200060303,92.96123753,15.48454309
17397,89362251,Glaciated,44.0245704415,-73.6473378323,020200010504,37.8200093,4.098936338
117170,52845407,Glaciated,42.6528651909,-73.5944111526,020200060301,154.6870056,9.888579787
132061,89361887,Glaciated,44.1048928937,-73.5817743638,020200010504,73.28461886,14.82516015
24867,52843993,Glaciated,42.7799937656,-73.4473907834,020200060103,85.71427586,6.983025204
6478,50524339,Glaciated,42.7354214093,-73.4127135398,020200030801,117.0789754,8.659030499
92525,{CE57E4DF-187C-4AFB-9523-1D0345861DE0},Glaciated,43.6551949169,-74.378672524,020200010202,28170.05965,14.88393296
68549,53541235,Glaciated,43.3076657262,-74.7295759725,020200040503,75.08306759,6.479618275
106829,53540403,Glaciated,43.4743962105,-74.7084042603,020200040403,69.13791164,11.30748534
72614,33530029,Glaciated,42.5918776325,-74.5947639819,020200050604,151.5289664,8.661088199
103722,53542371,Glaciated,43.1274250654,-74.5884906439,020200040804,80.34403838,10.75219376
11253,53539927,Glaciated,43.5968531925,-74.5847567689,020200040401,46.72641845,5.927054243
140303,47725511,Glaciated,43.2750738055,-74.5432860301,020200020203,451.4062788,22.03570795
115061,53542099,Glaciated,43.1758427233,-74.5066340935,020200040805,285.0922468,15.51746035
138250,53542015,Glaciated,43.1897847411,-74.4967062072,020200040805,216.4965541,13.34268924
7137,61769335,Glaciated,41.4517927774,-74.4812112323,020200070301,143.33952,3.10499089
6396,120023802,Glaciated,41.7477612756,-74.460577536,020200070503,2902.167502,29.47065016
24857,53542063,Glaciated,43.1804254663,-74.4612915474,020200040805,1548.722793,127.1566745
6508,61769339,Glaciated,41.4579756983,-74.4540270955,020200070401,120.9251171,4.288034192
77877,33529405,Glaciated,42.6643269436,-74.4436527451,020200050605,465.4159862,35.91545543
126841,47725041,Glaciated,43.2944596096,-74.4291699232,020200020203,245.100034,7.567157913
123505,47721246,Glaciated,43.5047497181,-74.4182298603,020200020301,48.75870174,5.434966194
131019,61771519,Glaciated,41.7063618474,-74.2901281425,020200070603,379.1786478,9.689893235
95577,89363715,Glaciated,43.847186455,-74.2493078204,020200010304,107.4804438,2.969812262
115059,89364181,Glaciated,43.7939486097,-74.1473652821,020200010404,81.67335966,9.648390605
6433,53545233,Glaciated,42.8266979087,-74.130952834,020200041102,244.0160008,4.652168701
82081,37100721,Glaciated,41.311077273,-74.0822257338,020200080504,225.1963814,23.82435551
112017,47720715,Glaciated,43.5416574639,-74.0707118499,020200020103,1559.165562,173.5405003
41653,47722049,Glaciated,43.4431228194,-74.0605902524,020200020502,133.263149,9.740301191
66524,89365253,Glaciated,43.6486729944,-73.984774215,020200010407,46.43509345,4.889474514
40554,47727591,Glaciated,43.134143437,-73.970430258,020200020602,442.4892662,16.02048343
78996,89363841,Glaciated,43.8249601196,-73.9818398322,020200010602,161.9698651,11.94005944
132074,89366323,Glaciated,43.3264087899,-73.8129120362,020200010705,26.57207429,6.237198905
7125,89366239,Glaciated,43.366998327,-73.7907172009,020200010705,389.946963,36.7115466
65482,89365509,Glaciated,43.5966593205,-73.7953434932,020200010604,628.7518844,30.89980126
70584,89363421,Glaciated,43.8650932869,-73.6493403023,020200010506,358.2097234,5.154517501
137155,89363621,Glaciated,43.8506654227,-73.6339653097,020200010507,31.20026686,5.788832531
66508,89362289,Glaciated,44.0219645198,-73.6339959502,020200010503,17.2602799,4.229712551
77852,89363595,Glaciated,43.85253906,-73.5966735345,020200010507,153.4361942,6.084731131
117158,89362311,Glaciated,44.0200926061,-73.5927537508,020200010503,31.648235,6.896752571
70604,60437911,Glaciated,41.1805172224,-74.2760311389,020301030102,77.84531724,8.389178906
6554,60458319,Glaciated,41.201005761,-74.2044498791,020301030204,756.3858184,6.243545828
64457,120023601,Glaciated,41.2325732615,-74.127985544,020301030202,377.1598899,19.13096572
39501,139736816,Not_Glaciated,40.6769516577,-73.6441565989,020302020204,1126.000492,36.48796134
6545,55497579,Glaciated,41.3001601856,-73.5629471132,020301010303,93.10401358,6.413539706
6947,60458307,Glaciated,41.2105875835,-74.2005419096,020301030204,37.64802877,7.021302281
7040,55499739,Glaciated,41.3397345274,-73.8823692601,020301010101,137.9120935,5.877157804
86303,55488935,Glaciated,41.3967944978,-73.7353628756,020301010305,96.34176734,8.999483367
36291,139732639,Glaciated,40.8276159548,-73.1224651544,020302020401,416.8638997,4.551606501
103751,139726725,Glaciated,40.8920121739,-72.673181479,020302020503,459.6125778,17.61380252
73671,139725755,Glaciated,40.9931197488,-72.5239677362,020302020505,44.89470737,4.855953093
