NLA12_ID,bbox_width,bbox_height,bbox_angle,bbox_area,bbox_perimeter,geo_type0,geo_type1,geo_type10,geo_type11,geo_type13,geo_type14,geo_type15,geo_type16,geo_type17,geo_type18,geo_type19,geo_type20,geo_type3,geo_type4,geo_type5,geo_type7,geo_type8,geo_type9,median_slope,area_sqkm,index_depth_m,buffer_min_elev,buffer_max_elev,perimeter_km,min_bbox_dim,bbox_area_sqkm,char_dim,pred_max_depth,grad_100m,dev_index
NLA12_AZ-123,499.13645,842.201375,149.874498,420373.404252,2682.67565,0,0,0,0,0,0,0,0,0,0,0.300381505531791,0,0,0,0.699618494468209,0,0,0,3.314974846025443,0.1887422654024912,1.8,52,70,3.25923698574,499.13645,0.420373404252,112.05293123335011,12.93722707591946,18,2.1162960742825123
NLA12_AZ-127,423.768883,1568.471196,83.316354,664669.287116,3984.480158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.475136779968091,0.24765894475600123,4.3,2067,2100,3.78092141481,423.768883,0.6646692871159999,78.94915292354494,17.692925463282204,33,2.143214849762389
NLA12_AZ-130,4334.454621,10435.766125,178.457116,45233354.707474,29540.441492,0,0,0,0,0,0,0,0,0,0,0,0,0.0164104318233287,0,0.9835895681766714,0,0,0,7.856669005928671,6.226993197725147,16.95,500,609,48.1870648726,4334.454621,45.233354707474,298.3486369225187,80.80013408248118,109,5.447363369302079
NLA12_AZ-140,226.215331,382.292658,9.850717,86480.460248,1217.015979,0,0,0,0,0,0,0,0,0,0,0.014034341899847853,0,0.9859656581001521,0,0,0,0,0,3.8647222847249263,0.058972831114046276,4.1,1001,1025,1.09399970575,226.215331,0.086480460248,77.13047821562442,10.373697497883969,24,1.2708265644431105
NLA12_AZ-143,403.923543,1086.480624,128.776161,438855.102685,2980.808334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.969182852178736,0.16723273321034013,4,1995,2018,2.79529727708,403.923543,0.438855102685,76.96075275257722,15.920051784587104,23,1.9282459396904523
NLA12_AZ-145,504.432464,2071.383176,100.775339,1044872.919382,5151.631279,0,0,0,0,0,0,0,0,0,0,0,0,0.5756413486916195,0,0.4243586513083804,0,0,0,5.181486892341244,0.4844853170132451,3,2399,2431,5.384258583,504.432464,1.0448729193819999,116.94729459414032,21.036888062794805,32,2.182130236809743
NLA12_AZ-157,378.558091,622.021074,9.777186,235471.110169,2001.158329,0,0,0,0,0,0,0,0,0,0,0,0,0.9992289286411179,0,0,7.710713588821535e-4,0,0,2.9636184329503843,0.17282305423847585,1.6,2508,2533,1.61478790865,378.558091,0.235471110169,138.92057808355284,14.34568628633654,25,1.0957455580856519
NLA12_CA-101,2686.872862,5809.809911,128.005999,15610220.584624,16993.365546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.371614086589322,3.353416647317149,10.6,38,121,32.5142556712,2686.872862,15.610220584624,288.5995151641382,83.14064013461268,83,5.008701226720245
NLA12_CA-102,2990.796302,5252.610035,163.004426,15709486.66676,16486.812673,0,0,0,0,0,0,0,0,0,0,0.736732487548955,0,0,0,0.26326751245104496,0,0,0,4.522297806415676,7.3102141397728175,2.2,807,854,20.2000768981,2990.796302,15.70948666676,695.8649216184051,109.3921751838587,47,2.1075750138953024
NLA12_CA-103,1918.454092,5546.60622,83.91445,10640909.399626,14930.120624,0,0.006678223699003603,0,0.002436601113951028,0,0,0,0,0,0,0,0,0,0,0.9908851751870453,0,0,0,12.880862187634683,5.747253532862157,19.8,1548,1693,14.5620705516,1918.454092,10.640909399626,518.0873947798292,225.17609500655263,145,1.713515435165244
NLA12_CA-104,797.343817,1819.36105,59.052523,1450656.283978,5233.409734,0,0.16142244017608612,0,0.21802273475086437,0,0,0,0,0,0,0,0,0,0,0.6205548250730496,0,0,0,12.178110072372156,1.188169149434466,29.9,2321,2400,4.62738442245,797.343817,1.450656283978,326.534733042968,134.66568427635778,79,1.1975440914254767
NLA12_CA-105,673.031836,686.42257300000006,89.048842,461984.244732,2718.908818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.200242868359728,0.21369253953044118,4.3,-1,8,3.71927973294,673.031836,0.461984244732,155.6566959367926,11.943146155608645,9,2.2696517825833165
NLA12_CA-106,749.69804,1235.008697,139.567022,925883.600295,3969.413476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.4438075426246608,0.6278533719400168,2.7,-56,-46,3.20495163833,749.69804,0.925883600295,254.18985831526206,12.80533728036726,10,1.141004699130735
NLA12_CA-107,656.296716,1779.131087,65.877964,1167637.890485,4870.855607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.010035511477472,0.7001844691288658,8.3,2226,2280,5.03243518417,656.296716,1.167637890485,196.77708792603678,60.87301884750541,54,1.6965513978356923
NLA12_CA-108,1478.439217,3181.264548,52.201234,4703306.269313,9319.407532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.86489081076894,0.6977191048240513,14,273,397,9.86939950463,1478.439217,4.703306269313,109.66065443710569,47.60669418149381,124,3.333078097233314
NLA12_CA-111,1385.771902,3809.710228,56.103385,5279389.387471,10390.96426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.882434723574665,1.4654939390609711,5.25,472,548,14.4411695945,1385.771902,5.279389387470999,192.336667581441,77.50864170698986,76,3.365157713662085
NLA12_CA-112,470.215424,1249.442816,60.001966,587507.283056,3439.316479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.583275062520204,0.2160541441245079,6.3,416,460,3.3838603767,470.215424,0.587507283056,86.4601971042962,19.694115151104093,44,2.0536489270406277
NLA12_CA-116,443.616092,645.790218,38.098056,286482.932818,2178.81262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23.626510093609493,0.1958614265552638,34.5,1657,1747,1.85548860285,443.616092,0.28648293281799997,151.64477647467723,111.36159866410081,90,1.1827117253041382
NLA12_CA-119,13067.393735,25488.253047,35.076844,333065038.173495,77111.293563,0,0.22497802043045692,0,0,0,0,0,0,0,0,8.578074372016942e-4,0,0,0,0.7741641721323413,0,0,0,17.77516796835245,44.70735409953387,33,312,496,205.131636667,13067.393735,333.065038173495,877.0187979987842,509.9144757309848,184,8.654425209087787
NLA12_CA-121,5712.454264,5131.434736,9.48023,29313086.239894,21687.778001,0.44455679473522997,0,0,0,0,0,0,0,0,0,0.10153800063546634,0,0,0,0.45390520462930367,0,0,0,3.60735848814551,10.059282997482352,14.3,185,296,42.2264173695,5131.434736,29.313086239893998,880.469456032307,110.57645413341412,111,3.7557423457779464
NLA12_CA-123,391.345988,391.126874,102.114516,153065.93326,1564.945726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.614304446810536,0.10427021634308435,5.7,2444,2487,1.38191653255,391.126874,0.15306593325999998,133.2199886054982,39.45776261412984,43,1.2072486911127034
NLA12_CA-128,88.120242,161.568761,16.198462,14237.478329,499.378006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.602242469787598,0.010333846607170998,3.5,1817,1860,0.418172977188,88.120242,0.014237478328999999,31.979717291648615,12.600451708084512,43,1.1604328845599523
NLA12_CA-132,431.743724,1694.700579,36.541193,731676.338822,4252.888606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.86132200906049,0.3617217914931448,9.6,603,669,4.20262388113,431.743724,0.731676338822,106.72144568911274,42.93506497778553,66,1.9711889478926312
NLA12_CA-135,1540.147315,3241.707087,146.854155,4992706.467932,9563.708806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.382781185156622,2.4577478839050344,16,2367,2438,9.83031626233,1540.147315,4.992706467932,379.0823502899776,134.40175995914694,71,1.7688617580842971
NLA12_CA-138,272.283116,430.098854,178.186638,117108.656193,1404.76394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7700860699466334,0.08907100118088722,1.3,1982,2005,1.33650899952,272.283116,0.117108656193,103.5471268101756,13.58758837098888,23,1.2632775797729392
NLA12_CA-141,121.909663,215.209872,88.413995,26236.163019,674.23907,0,0,0,0,0,0,0,0,0,0,0.1616982612541342,0,0.8383017387458658,0,0,0,0,0,8.012225668061566,0.016134223347414284,3.7,454,496,0.551743677268,121.909663,0.026236163019,37.48485877347199,10.347603621830883,42,1.2253450500365977
NLA12_CA-143,135.017163,336.752254,108.78398,45467.334055,943.538834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.650530487760436,0.024815291966170074,8.3,-1,18,0.832914483083,135.017163,0.045467334055,36.845027203882495,4.682375707903381,19,1.4915430307564308
NLA12_CA-145,213.331779,304.96599,54.869545,65058.937083,1036.595537,0,0,0,0,0,0,0,0,0,0,0.9943893293075295,0,0.005610670692470497,0,0,0,0,0,2.5064511438985906,0.04667632945954055,3.5,52,65,0.843198756375,213.331779,0.06505893708299999,76.52710639962035,6.686943993148924,13,1.1009730214322009
NLA12_CA-154,556.604423,1426.756627,146.086032,794139.048982,3966.722099,0,0,0,0,0,0,0,0,0,0.2595036682516838,0.33076698241478814,0,0,0,0.22882558524766802,0.1809037640858601,0,0,8.923678577096396,0.3707423962765038,3,1322,1374,3.63437395125,556.604423,0.7941390489819999,129.92489024790297,39.81966253790393,52,1.6837924302546214
NLA12_CA-156,815.685317,1854.887294,160.556747,1513004.330092,5341.145222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8543341159820559,0.7683942876330316,2.7,848,860,10.9333798713,815.685317,1.513004330092,207.12694789539276,13.397650647446607,12,3.518499079686447
NLA12_CA-157,1221.412643,2198.486586,40.607653,2685259.311737,6839.798458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.978951382971525,1.6842902797765917,7.2,65,105,6.55244323515,1221.412643,2.685259311737,383.05675604759324,39.760419722523096,40,1.4242619241092613
NLA12_CA-166,292.393088,545.520968,19.688607,159506.560153,1675.828111,0,0,0,0.8218066669347538,0,0,0,0,0,0,0,0,0,0,0.17819333306524626,0,0,0,11.073799101977256,0.1260971254688725,6.7,1884,1933,1.46579378243,292.393088,0.159506560153,115.57495775848072,43.57104743420215,49,1.164435265933286
NLA12_CA-167,280.171619,500.101729,146.297919,140114.310919,1560.546695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.013593485179529,0.10094738933032751,8.3,1807,1835,1.38169594743,280.171619,0.140114310919,100.92685506925605,24.462880816231586,28,1.2267611271136971
NLA12_CA-168,774.213928,1873.633802,35.246338,1450593.385773,5295.69546,0,0,0,0,0,0,0,0,0,0,0.9997868215585436,0,2.1317844145645896e-4,0,0,0,0,0,6.445432148461646,0.7010301508596093,24.1,81,115,6.40734773056,774.213928,1.450593385773,187.07768561009556,41.736038156455635,34,2.158763236608989
NLA12_CA-172,451.074111,1035.793075,119.509205,467219.44062,2973.734372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.212244595733344,0.256119286311049,12.8,297,350,3.07525930481,451.074111,0.46721944062,123.63438818963128,47.16225472705493,53,1.7141770160605712
NLA12_CA-174,434.479139,731.601865,58.909394,317865.748347,2332.162008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.195071376140151,0.15335353440771252,6,0,9,2.56995595895,434.479139,0.317865748347,104.80668637398134,8.022689051017087,9,1.8512874371599448
NLA12_CA-180,9783.428583,19872.824603,57.585502,194424360.247413,59312.506372,0.4633267591192322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5366732408807677,0,0,0,11.582316556334122,44.77606176805282,29.1,68,234,129.781253568,9783.428583,194.424360247413,1126.5651124640137,443.1619666143924,166,5.471218840098137
NLA12_CA-181,300.687573,579.812917,66.581889,174342.538821,1761.00098,0,0,0,0,0,0,0,0,0,0,0.9984014178326113,0,0,0,0.0015985821673888193,0,0,0,2.9741340899588726,0.1437020861412883,5.8,85,101,1.51174738274,300.687573,0.17434253882099998,123.92108033147511,12.84200058132188,16,1.1249747036280509
NLA12_CA-188,2504.488297,7794.64143,154.763774,19521588.24251,20598.259455,0,0,0,0,0,0,0,0,0,0,0.09798754532082339,0,0.9020124546791767,0,0,0,0,0,18.85439201522337,3.0972517751258613,29,134,229,34.8175466802,2504.488297,19.52158824251,198.67827164732347,121.52123418858868,95,5.5809094897084455
NLA12_CA-190,579.112854,1844.126519,28.221913,1067957.372232,4846.478747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.657746579778249,0.48141441433081406,2,32,58,4.82376349507,579.112854,1.0679573722320002,130.52640615101814,16.62029522328056,26,1.961198397691687
NLA12_CA-200,437.759028,457.613916,15.920758,200324.623096,1790.745888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.805406159668296,0.13908675689124503,10.2,2312,2365,1.50508591143,437.759028,0.200324623096,151.96954464056466,65.68973630918248,53,1.1384487068346094
NLA12_CA-206,24801.789541,33335.242605,104.314279,826773671.398009,116274.064293,0.46741190933803495,0.23185637182653793,0,0,0,0,0,0,0,0,0,0,0.137540139314734,0,0.16319157952069313,0,0,0,17.25816907367124,110.52353625120907,45,201,444,546.285113768,24801.789541,826.7736713980089,1657.7580904302686,939.3540621112483,243,14.65841618816087
NLA12_CA-208,1797.803731,1437.214834,73.681693,2583830.190949,6470.03713,0,0,0,0,0,0,0,0,0,0.6855570332173913,0,0,0,0,0,0.3144429667826087,0,0,2.6606127912184108,1.800083266003631,1.5,1240,1268,6.56867250415,1437.214834,2.583830190949,500.6339776890259,46.42852153768662,28,1.3811039913433567
NLA12_CA-212,418.36113,693.274811,111.764927,290039.233137,2223.271881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.603932080668505,0.1629446109832451,14.8,1832,1909,2.48167664472,418.36113,0.29003923313700003,117.51805237010964,34.766442423938344,77,1.73428417255306
NLA12_CA-223,482.399325,973.839343,152.524791,469779.44146,2912.477335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28377440009519195,0.716225599904808,0,0,5.18084978527493,0.34978284038081764,25.8,2722,2755,2.84776346401,482.399325,0.46977944146,179.58960227366222,32.301276499116454,33,1.3583126077452932
NLA12_CO-101,1817.03987,2587.602567,64.42018,4701777.032216,8809.284874,0.7758493828279647,0,0,0,0,0,0,0,0,0,0,0,0.22415061717203533,0,0,0,0,0,0,3.0364598902933997,2,1196,1196,8.6316903357,1817.03987,4.701777032216,586.7322765961251,0,0,1.3973562608913266
NLA12_CO-102,353.973102,606.820374,32.566835,214798.09009,1921.586952,0,0,0,0.13459957283950225,0,0,0,0,0,0,0,0,0.0011440363349658697,0,0.07457834808108688,0,0.789678042744445,0,10.494897842407227,0.14984645180733688,14,3052,3107,1.6204316952,353.973102,0.21479809009,123.46854049705982,44.22663791924353,55,1.180871293912095
NLA12_CO-103,1857.74388,5750.039909,6.370743,10682101.449415,15215.567577,0,0,0,0,0,0,0,0,0.38290869622425844,0,0,0,0.6170913037757416,0,0,0,0,0,2.6058270960317915,6.11561180314439,5,1508,1524,17.0862584594,1857.74388,10.682101449415,531.78863978910465,48.305098318820896,16,1.949045978855986
NLA12_CO-104,767.581065,1783.075498,106.749534,1368654.989944,5101.313126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0443483680230274,0.7249623774064676,6.7,1473,1500,5.61683182642,767.581065,1.368654989944,203.28987137852644,21.56253119238524,27,1.8609245030015344
NLA12_CO-105,1107.251243,1361.289972,166.540548,1507290.01462,4937.082432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.627885294119767,0.6538610038002729,4.4,2206,2234,6.01117014426,1107.251243,1.5072900146200001,240.16227872033076,30.332226588281056,28,2.0970624810449756
NLA12_CO-106,1296.341079,2690.504588,26.387736,3487811.619113,7973.691332,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2173143487869282,1.898164828047922,7.2,1564,1574,7.98199166,1296.341079,3.487811619113,352.75257239054605,27.275399507946705,10,1.6343285849023443
NLA12_CO-107,623.610942,1296.46864,153.81083,808492.02954,3840.159163,0,0,0,0,0,0,0,0,0,0,0,0,0.9412782239907336,0,0.05872177600926646,0,0,0,12.383356310677986,0.5009886464356705,16.4,2956,3014,3.22883155793,623.610942,0.80849202954,193.21279018224163,80.94159398171647,58,1.2868458174965527
NLA12_CO-108,197.719805,701.139093,47.881536,138629.08501,1797.717797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.110622537417674,0.10222848077101633,4.9,3139,3200,1.5575960571,197.719805,0.13862908501000001,72.90171208312297,25.198197217061754,61,1.3742443299148919
NLA12_CO-109,885.734915,1031.103669,100.731525,913284.520805,3833.677168,0,0,0,0.780129345551943,0,0,0,0,0,0,0,0,0,0,0.21987065444805698,0,0,0,10.197495554594713,0.5102796637472287,12.5,3030,3092,3.60906357475,885.734915,0.913284520805,247.443433179507,86.23158857063034,62,1.4252316889900185
NLA12_CO-110,514.18229,449.889149,8.801809,231325.032888,1928.142878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7323885998257786,0.18245774708595872,4,1615,1634,1.61821699407,449.889149,0.231325032888,177.42515701857144,23.050486117092348,19,1.0686873572783018
NLA12_CO-111,1553.874549,2032.638587,41.538075,3158465.367588,7173.026272,0,0,0,0,0,0,0,0,0,0,0.18560567420781798,0,0.8143943257921821,0,0,0,0,0,1.854334115982056,2.174881284314752,6,1573,1595,6.68190077059,1553.874549,3.158465367588,534.9896676837581,34.60488719816636,22,1.278136719528659
NLA12_CO-114,259.843447,298.523075,118.893857,77569.265034,1116.733046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.753977584838868,0.057268328261224556,5.1,3100,3147,1.02883174052,259.843447,0.077569265034,95.91943286301337,28.85623090777308,47,1.2127803993197845
NLA12_CO-115,127.091696,444.213762,166.77729,56455.880304,1142.610915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.839794494010306,0.03511584721782431,3.3,3006,3044,1.0037553961,127.091696,0.056455880304,39.52584350255864,12.00374831984977,38,1.5110240806752535
NLA12_CO-117,520.509053,1120.515472,129.648922,583238.446823,3282.04905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6146369869603454,0.35171020525238106,5,2348,2381,3.42564278247,520.509053,0.583238446823,156.9412534989396,19.74950548265027,33,1.6294635754419484
NLA12_CO-119,215.176236,364.923393,98.037126,78522.842163,1160.199259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.626785278320312,0.06135920723456377,30,3568,3737,0.98519387972,215.176236,0.078522842163,84.071353589508007,57.60807739056051,169,1.1219587845305077
NLA12_CO-121,95.794188,325.447728,84.933459,31176.000955,842.483832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.799967657161664,0.020562981986425817,3.1,3527,3572,0.714034604575,95.794188,0.031176000954999998,31.59183509603354,11.629697001346202,45,1.4046602095788066
NLA12_CO-124,347.487519,307.706873,5.347082,106924.297728,1310.388783,0,0,0,0,0,0,0,0,0,0,0.010764160546024575,0,0.9892358394539754,0,0,0,0,0,1.854334115982055,0.09204629265085329,4.8,1601,1609,1.12595506221,307.706873,0.10692429772800001,132.4454660197408,8.567007343085642,8,1.0469187434626082
NLA12_CO-125,149.228168,155.756199,143.772834,23243.212204,609.968734,0,0,0,0.7646679854082856,0,0,0,0,0,0,0.2353320145917144,0,0,0,0,0,0,0,5.521332702103595,0.016380100343067198,6.5,2958,2991,0.494353289918,149.228168,0.023243212204,52.58249901946491,10.0716472788957,33,1.0896178715389424
