lagoslakeid,lake_nets_upstreamlake_km,lake_nets_downstreamlake_km,lake_nets_bidirectionallake_km,lake_nets_upstreamlake_n,lake_nets_downstreamlake_n,lake_nets_lakeorder,lake_nets_lnn,net_id,net_lakes_n,net_averagelakedistance_km,net_averagelakearea_ha,lake_nets_nearestdamdown_km,lake_nets_nearestdamdown_id,lake_nets_totaldamdown_n,lake_nets_nearestdamup_km,lake_nets_nearestdamup_id,lake_nets_totaldamup_n,lake_nets_damonlake_flag,lake_nets_multidam_flag,net_dams_n,nhdplusv2_comid
3240,NA,NA,11.078,0,0,0,1,68,364,162.896,227.314,99.896,50914,3,NA,NA,0,N,N,113,6808450
4766,NA,9.804,6.852,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842451
1741,0.699,4.397,0.699,1,1,1,3,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842583
129839,NA,1.08,1.08,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819508
27110,NA,6.967,6.967,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819398
4793,0.605,12.631,0.605,3,1,2,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842425
1032,4.397,3.965,3.965,1,1,1,4,56,453,116.551,45.862,0,50444,1,NA,NA,0,N,N,59,6842547
56278,NA,NA,16.766,0,0,1,1,68,364,162.896,227.314,88.744,50914,3,NA,NA,0,N,N,113,6808582
82226,1.622,4.407,1.622,1,1,2,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842811
141140,0.673,1.487,0.673,1,1,1,3,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808762
3483,NA,151.565,7.412,0,1,1,1,56,453,116.551,45.862,24.24,50931,7,NA,NA,0,N,N,59,14445916
36404,NA,11.348,8.861,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819622
3912,NA,4.801,4.801,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6831313
134032,NA,2.519,2.519,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6828197
99808,NA,84.99,6.161,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6843015
128794,NA,82.405,11.032,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842907
84387,NA,1.073,1.073,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819742
138117,NA,72.538,7.697,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842987
119418,NA,16.743,14.404,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6827905
41824,1.073,2.547,1.073,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819744
14493,0.119,11.826,0.119,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,166766642
510,NA,NA,28.207,0,0,1,1,104,17,36.546,38.652,30.996,51006,1,NA,NA,0,N,N,14,12175160
962,NA,6.978,6.978,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6840767
3930,NA,5.331,3.093,0,2,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6840203
124695,6.978,61.482,6.978,1,1,2,2,56,453,116.551,45.862,0,50926,3,NA,NA,0,Y,N,59,6840783
1809,NA,NA,36.151,0,0,0,1,374,3,39.764,5.941,NA,NA,0,NA,NA,0,N,N,0,12175154
62455,0.613,7.722,0.613,1,1,1,4,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6818338
37505,NA,3.433,3.433,0,1,1,1,874,2,3.433,15.682,NA,NA,0,NA,NA,0,N,N,0,12173040
547,NA,51.216,22.264,0,1,0,1,74,58,47.705,38.653,NA,NA,0,NA,NA,0,N,N,19,11959162
73794,NA,NA,6.951,0,0,0,1,307,12,42.019,75.636,NA,NA,0,NA,NA,0,N,N,0,271193
3380,NA,NA,9.697,0,0,1,1,495,9,27.039,13.212,NA,NA,0,NA,NA,0,N,N,1,12013684
84380,2.89,NA,2.89,1,0,1,2,307,12,42.019,75.636,NA,NA,0,NA,NA,0,N,N,0,271469
66662,0.228,NA,0.228,1,0,1,2,565,6,19.806,19.826,NA,NA,0,NA,NA,0,N,N,0,271647
2763,0.871,3.247,0.871,61,3,6,10,68,364,162.896,227.314,NA,NA,0,10.735,50491,14,N,N,113,9033933
5244,4.278,11.175,4.278,3,1,3,2,68,364,162.896,227.314,0,50481,1,20.069,50963,1,N,N,113,9029909
4520,0.072,180.632,0.072,2,1,4,4,68,364,162.896,227.314,0,50956,2,NA,NA,0,N,N,113,9029725
4521,NA,4.56,4.56,0,1,3,1,68,364,162.896,227.314,0,50434,1,NA,NA,0,N,N,113,6808090
14491,0.105,NA,0.105,1,0,2,3,68,364,162.896,227.314,47.497,50914,3,0.105,50438,1,N,N,113,6810864
5404,NA,250.98,12.631,0,1,0,1,56,453,116.551,45.862,104.323,51013,8,NA,NA,0,N,N,59,14446862
864,NA,0.266,0.266,0,1,2,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14443098
105984,NA,3.883,3.883,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6829781
5543,7.722,NA,7.722,4,0,4,5,56,453,116.551,45.862,0,50916,3,NA,NA,0,N,N,59,6818344
4237,NA,11.554,11.554,0,1,0,1,68,364,162.896,227.314,0,50461,1,NA,NA,0,N,N,113,6866439
139111,0.111,13.572,0.111,1,1,3,5,68,364,162.896,227.314,0,50948,1,NA,NA,0,N,N,113,6866635
3397,NA,21.08,15.505,0,1,0,1,68,364,162.896,227.314,0,50451,2,NA,NA,0,N,N,113,6864339
91590,NA,14.543,14.543,0,1,2,1,68,364,162.896,227.314,0,50964,1,NA,NA,0,N,N,113,9032663
5178,NA,1.118,1.118,0,1,1,1,68,364,162.896,227.314,0,50501,1,NA,NA,0,N,N,113,9036175
107981,1.749,16.324,1.749,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032845
5467,2.509,0.38,0.38,1,1,2,2,68,364,162.896,227.314,0,50502,1,NA,NA,0,N,N,113,9036249
57334,NA,1.699,1.699,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9035985
22902,0.468,1.484,0.468,1,1,1,2,68,364,162.896,227.314,0,50499; 50500,2,NA,NA,0,N,N,113,9036003
4433,NA,0.13,0.13,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9036005
126706,2.96,3.005,2.96,2,1,3,6,68,364,162.896,227.314,NA,NA,0,2.96,50968,1,N,N,113,9036025
53268,8.515,26.948,7.164,2,1,3,3,68,364,162.896,227.314,8.046,50969,2,NA,NA,0,N,N,113,9036195
4361,0.143,1.749,0.143,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9035957
1885,NA,5.638,5.638,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9025705
46938,NA,13.278,13.278,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866579
19686,NA,4.249,4.249,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9028505
87473,2.315,21.488,2.315,1,1,2,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032823
43884,NA,280.336,6.218,0,1,0,1,68,364,162.896,227.314,115.626,50962,2,NA,NA,0,N,N,113,9028497
140148,NA,2.132,2.132,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,166766694
56287,NA,5.213,5.213,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026337
129832,NA,281.762,11.76,0,1,0,1,68,364,162.896,227.314,117.052,50962,2,NA,NA,0,N,N,113,9026499
5249,18.467,61.008,10.963,8,1,4,4,68,364,162.896,227.314,0,50493,1,NA,NA,0,Y,N,113,9033611
4861,NA,0.641,0.641,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026429
4272,0.241,19.03,0.241,1,1,3,3,68,364,162.896,227.314,2.819,50474,1,NA,NA,0,N,N,113,9026727
5161,NA,2.539,2.539,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026691
72742,NA,94.086,17.001,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6816894
60390,0.649,0.383,0.383,1,1,3,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6817206
1976,NA,220.455,9.045,0,1,1,1,56,453,116.551,45.862,73.798,51013,8,NA,NA,0,N,N,59,14443226
116268,NA,0.26,0.26,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026767
1546,1.589,70.48,1.589,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6807812
841,NA,64.844,16.081,0,1,2,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6807856
5332,NA,1.544,1.544,0,2,0,1,68,364,162.896,227.314,4.385,50957,1,NA,NA,0,N,N,113,9029899
114146,NA,188.207,21.317,0,1,1,1,68,364,162.896,227.314,23.497,50962,2,NA,NA,0,N,N,113,9029569
57314,NA,0.162,0.162,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808046
3532,NA,226.203,18.72,0,1,0,1,68,364,162.896,227.314,61.493,50962,5,NA,NA,0,N,N,113,6808454
9207,NA,2.746,2.746,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6863131
88546,0.388,228.546,0.388,1,1,2,4,68,364,162.896,227.314,63.836,50962,5,NA,NA,0,N,N,113,6808404
73816,0.063,0.631,0.063,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9029663
118343,0.468,0.916,0.468,2,1,2,3,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808318
2513,NA,0.331,0.331,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808112
109067,NA,28.878,3.988,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842639
3296,0.159,NA,0.159,1,0,1,2,68,364,162.896,227.314,68.669,50914,3,NA,NA,0,N,N,113,6808852
1193,NA,1.818,1.818,0,1,2,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14443284
106987,2.001,NA,2.001,1,0,2,2,68,364,162.896,227.314,0,50912,4,NA,NA,0,Y,N,113,6808400
89609,NA,5.733,5.733,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842523
49013,0.554,0.998,0.554,1,1,3,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14443182
53259,NA,NA,15.192,0,0,0,1,298,4,40.763,15.741,NA,NA,0,NA,NA,0,N,N,0,6800754
109040,NA,NA,9.263,0,0,1,1,68,364,162.896,227.314,14.214,50914,3,NA,NA,0,N,N,113,6810888
9235,NA,NA,16.326,0,0,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6810698
126712,NA,1.295,1.295,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808790
116279,NA,94.588,6.187,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842883
2146,0.027,3.472,0.027,1,1,1,3,56,453,116.551,45.862,0,50441,1,NA,NA,0,N,N,59,6819810
56286,NA,1.422,1.422,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819548
58370,NA,80.737,9.462,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842967
50108,NA,0.079,0.079,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6848881
85346,0.079,0.187,0.079,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6848889
3710,NA,115.879,2.245,0,1,2,1,56,453,116.551,45.862,68.033,50927,2,NA,NA,0,N,N,59,6842675
66659,NA,NA,15.235,0,0,1,1,622,2,15.235,1.652,0.977,50908,1,NA,NA,0,N,N,1,6801034
3616,NA,21.046,14.564,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819574
93716,NA,3.427,3.427,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6830553
4096,3.863,72.435,3.863,1,1,1,2,56,453,116.551,45.862,0,50930,1,NA,NA,0,N,N,59,6842927
37499,NA,NA,74.293,0,0,2,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,12005109
79135,0.565,2.099,0.565,1,1,1,4,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6847695
5376,NA,NA,36.151,0,0,0,1,374,3,39.764,5.941,NA,NA,0,NA,NA,0,N,N,0,12175128
70712,NA,3.013,3.013,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6840737
135048,NA,84.507,7.757,0,1,1,1,56,453,116.551,45.862,36.661,50927,2,NA,NA,0,N,N,59,6840639
37520,NA,2.26,2.26,0,1,0,1,74,58,47.705,38.653,NA,NA,0,NA,NA,0,N,N,19,11958784
1006,NA,NA,56.157,0,0,1,1,625,3,121.423,12.304,NA,NA,0,NA,NA,0,N,N,0,6857216
32321,NA,NA,64.521,0,0,2,1,56,453,116.551,45.862,0,19231,3,NA,NA,0,N,N,59,6840577
119419,NA,NA,11.417,0,0,0,1,429,2,11.417,5.645,NA,NA,0,NA,NA,0,N,N,0,13062951
107997,3.133,NA,3.133,1,0,1,2,307,12,42.019,75.636,NA,NA,0,NA,NA,0,N,N,0,271735
88536,NA,3.133,3.133,0,1,1,1,307,12,42.019,75.636,NA,NA,0,NA,NA,0,N,N,0,271687
64611,1.513,NA,1.513,1,0,1,2,565,6,19.806,19.826,NA,NA,0,NA,NA,0,N,N,0,271701
2623,15.806,12.886,12.886,4,1,3,9,68,364,162.896,227.314,NA,NA,0,33.589,50498,1,N,N,113,9033853
120499,NA,2.01,2.01,0,1,0,1,68,364,162.896,227.314,0,50472,1,NA,NA,0,N,N,113,9022603
4254,11.175,53.386,11.175,4,1,4,3,68,364,162.896,227.314,0,50482,1,11.175,50481,1,N,N,113,9029969
5514,0.741,162.775,0.741,3,1,3,7,68,364,162.896,227.314,7.503,50483,1,NA,NA,0,N,N,113,9029767
5549,0.105,0.693,0.105,1,1,1,3,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,166766656
3623,6.881,4.226,4.226,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14443142
5018,NA,NA,25.963,0,0,2,1,68,364,162.896,227.314,2.563,50915,1,NA,NA,0,N,N,113,6810982
26064,0.537,1.712,0.537,1,1,2,2,323,5,7.42,65.203,NA,NA,0,NA,NA,0,N,N,1,6860482
4818,7.591,NA,7.591,1,0,2,2,886,2,7.591,193.65,0,51011,1,NA,NA,0,N,N,1,13062917
1801,NA,128.341,5.348,0,1,0,1,56,453,116.551,45.862,12.351,50932,6,NA,NA,0,N,N,59,6842499
1161,NA,42.643,9.499,0,1,0,1,74,58,47.705,38.653,NA,NA,0,NA,NA,0,N,N,19,11959120
11398,NA,119.999,14.013,0,1,0,1,68,364,162.896,227.314,35.396,50949,3,NA,NA,0,N,N,113,6864379
32301,6.034,3.291,3.291,1,1,2,3,68,364,162.896,227.314,0,50467,1,NA,NA,0,N,N,113,6866623
80172,0.083,6.034,0.083,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866595
3370,NA,15.598,9.995,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866471
60377,NA,1.126,1.126,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032431
4341,NA,57.198,15.887,0,2,0,1,68,364,162.896,227.314,57.198,50965,1,NA,NA,0,N,N,113,9035717
5095,0.084,2.96,0.084,5,1,3,5,68,364,162.896,227.314,2.96,50968,1,NA,NA,0,N,N,113,9035981
4480,NA,298.723,28.064,0,1,0,1,68,364,162.896,227.314,134.013,50962,2,NA,NA,0,N,N,113,9028333
4474,NA,0.451,0.451,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9035977
124715,NA,4.897,4.897,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866601
4287,NA,65.179,31.587,0,1,0,1,68,364,162.896,227.314,43.886,50943,1,NA,NA,0,N,N,113,6864431
51109,8.15,47.526,8.15,2,2,3,3,68,364,162.896,227.314,0,50495,2,8.15,50487,1,N,N,113,9035765
49037,NA,129.396,55.128,0,1,3,1,68,364,162.896,227.314,0,50488,3,NA,NA,0,N,N,113,9032369
128788,NA,0.098,0.098,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9035945
123653,4.808,9.864,4.808,2,1,3,3,68,364,162.896,227.314,0,50464,1,NA,NA,0,N,N,113,6866589
4595,NA,0.107,0.107,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9036051
113164,NA,0.462,0.462,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032791
119412,NA,39.351,10.853,0,2,0,1,68,364,162.896,227.314,39.351,50965,1,NA,NA,0,N,N,113,9035711
30181,NA,2.315,2.315,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032843
17539,NA,0.235,0.235,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6845227
4971,0.084,22.98,0.084,1,1,3,2,68,364,162.896,227.314,0,50486,1,NA,NA,0,Y,N,113,9029955
28051,9.935,297.202,9.935,4,1,3,3,68,364,162.896,227.314,132.492,50962,2,NA,NA,0,N,N,113,9026301
127760,0.062,22.631,0.062,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9030035
110054,NA,244.588,12.631,0,1,0,1,56,453,116.551,45.862,97.931,51013,8,NA,NA,0,N,N,59,14445792
3609,NA,242.37,14.487,0,1,0,1,56,453,116.551,45.862,95.713,51013,8,NA,NA,0,N,N,59,14443116
1708,0.417,109.579,0.417,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6817056
76969,NA,0.141,0.141,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14442412
90618,NA,29.222,10.551,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9033795
129842,NA,19.23,19.026,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9030021
114132,NA,13.277,6.463,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026345
4369,1.325,14.674,1.325,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026471
69691,0.079,258.294,0.079,1,1,1,2,68,364,162.896,227.314,93.584,50962,2,NA,NA,0,N,N,113,9026533
105988,NA,4.331,4.331,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842239
1443,NA,213.033,14.599,0,1,0,1,56,453,116.551,45.862,66.376,51013,8,NA,NA,0,N,N,59,14443232
5166,3.525,59.895,3.525,2,1,2,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842261
27109,NA,238.087,6.795,0,1,0,1,68,364,162.896,227.314,73.377,50962,5,NA,NA,0,N,N,113,6808384
69715,NA,232.124,10.749,0,1,0,1,68,364,162.896,227.314,67.414,50962,5,NA,NA,0,N,N,113,6808380
4008,3.042,1.139,1.139,1,1,2,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14442446
4004,0.162,46.929,0.162,1,1,2,2,68,364,162.896,227.314,0,50909,1,NA,NA,0,N,N,113,6808028
2117,0.245,0.388,0.245,1,1,2,3,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808372
120485,0.947,0.62,0.62,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808272
129822,NA,NA,14.232,0,0,0,1,68,364,162.896,227.314,108.959,50914,3,NA,NA,0,N,N,113,6808508
19679,NA,37.895,11.176,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842443
100794,NA,NA,21.829,0,0,0,1,68,364,162.896,227.314,95.509,50914,3,NA,NA,0,N,N,113,6808706
39623,NA,39.658,15.05,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808036
26069,0.16,0.435,0.16,2,1,2,4,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9029719
19684,NA,1.002,1.002,0,1,0,1,68,364,162.896,227.314,0,50435,1,NA,NA,0,N,N,113,6808246
2013,3.175,37.786,3.175,2,2,2,3,56,453,116.551,45.862,24.852,19671,10,NA,NA,0,N,N,59,14443036
85342,NA,0.159,0.159,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808854
3698,NA,28.319,10.416,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842381
92639,NA,0.879,0.879,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,14445892
4485,0.334,5.107,0.334,1,1,2,3,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842477
58368,1.409,170.893,1.409,1,1,1,2,56,453,116.551,45.862,24.236,51013,8,NA,NA,0,N,N,59,14445838
3274,NA,27.026,9.974,0,2,1,1,56,453,116.551,45.862,14.092,19671,10,NA,NA,0,N,N,59,14442886
91593,0.705,16.451,0.705,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819644
2299,2.508,0.15,0.15,2,1,2,3,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6830281
126731,NA,0.25,0.25,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808822
47989,NA,0.705,0.705,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819658
1398,NA,4.057,4.057,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842611
3393,NA,1.196,1.196,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842389
3931,NA,2.634,2.396,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842339
115218,NA,1.806,1.806,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819662
36402,NA,9.746,9.746,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6819974
3184,0.597,0.308,0.308,5,1,3,4,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6828039
131911,NA,0.086,0.086,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6808486
78025,NA,NA,33.855,0,0,2,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,166766621
5449,9.746,NA,9.746,1,0,3,2,56,453,116.551,45.862,42.311,50917,2,NA,NA,0,N,N,59,6819970
81180,NA,117.653,2.245,0,1,1,1,56,453,116.551,45.862,69.807,50927,2,NA,NA,0,N,N,59,6842697
32330,0.988,0.114,0.114,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6830335
97815,NA,0.465,0.465,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842755
39625,NA,44.821,18.675,0,1,0,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,166766653
31247,NA,NA,5.046,0,0,0,1,104,17,36.546,38.652,7.431,50530,2,NA,NA,0,N,N,14,12175124
19666,NA,81.26,17.291,0,1,0,1,74,58,47.705,38.653,NA,NA,0,NA,NA,0,N,N,19,11959012
4424,0.779,0.613,0.613,1,1,1,3,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6818330
62462,0.272,0.779,0.272,1,1,1,2,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6818322
10367,0.567,3.049,0.567,1,1,2,4,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6847627
16485,NA,NA,16.684,0,0,0,1,307,12,42.019,75.636,NA,NA,0,NA,NA,0,N,N,0,271219
109041,NA,1.513,1.513,0,1,0,1,565,6,19.806,19.826,NA,NA,0,NA,NA,0,N,N,0,271683
3114,2.01,8.193,2.01,1,1,2,2,68,364,162.896,227.314,NA,NA,0,2.01,50472,2,N,N,113,9022639
5333,15.445,28.653,9.673,2,1,4,9,68,364,162.896,227.314,0,50966,1,15.445,50498,1,Y,N,113,9033813
4627,NA,9.935,9.935,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9022733
4646,3.265,14.956,3.265,1,1,2,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9022741
3980,1.164,80.21,1.164,1,2,1,2,56,453,116.551,45.862,67.276,19671,10,NA,NA,0,N,N,59,14442462
1204,NA,1.446,1.446,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6842481
5326,NA,3.799,3.799,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866591
135025,NA,0.546,0.546,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866541
1575,NA,1.749,1.749,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032837
38555,NA,2.201,2.201,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,6866303
107973,NA,6.711,6.711,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9036093
140165,NA,6.853,6.853,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9036119
5566,NA,0.143,0.143,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9035941
5107,0.462,26.593,0.462,1,1,1,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9032783
4991,NA,5.078,5.078,0,1,1,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9029045
110043,6.711,15.806,6.711,2,1,2,2,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9036121
99783,NA,8.562,8.562,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9029027
4023,5.078,35.817,5.078,2,1,2,2,68,364,162.896,227.314,0,50476,1,NA,NA,0,N,N,113,9029059
33262,NA,22.541,3.868,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9029959
57313,NA,2.189,2.189,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9030001
79123,NA,12.663,12.663,0,1,0,1,68,364,162.896,227.314,NA,NA,0,NA,NA,0,N,N,113,9026785
60375,NA,0.417,0.417,0,1,1,1,56,453,116.551,45.862,NA,NA,0,NA,NA,0,N,N,59,6817070
57309,NA,254.036,8.006,0,1,0,1,68,364,162.896,227.314,89.326,50962,2,NA,NA,0,N,N,113,9026547
