lagoslakeid,lake_nets_upstreamlake_km,lake_nets_downstreamlake_km,lake_nets_bidirectionallake_km,lake_nets_upstreamlake_n,lake_nets_downstreamlake_n,lake_nets_lakeorder,lake_nets_lnn,net_id,net_lakes_n,net_averagelakedistance_km,net_averagelakearea_ha,lake_nets_nearestdamdown_km,lake_nets_nearestdamdown_id,lake_nets_totaldamdown_n,lake_nets_nearestdamup_km,lake_nets_nearestdamup_id,lake_nets_totaldamup_n,lake_nets_damonlake_flag,lake_nets_multidam_flag,net_dams_n,nhdplusv2_comid
122,2.25,NA,2.25,82,0,6,10,13,240,122.384,76.87,0,90004,2,9.529,20376; 20375,10,Y,N,26,1776146
23963,0.41,171.682,0.41,1,1,2,2,13,240,122.384,76.87,22.903,20373,3,NA,NA,0,N,N,26,1768636
27054,0.773,7.183,0.773,3,1,2,3,293,23,4.989,75.214,NA,NA,0,NA,NA,0,N,N,2,4796846
3526,0.486,NA,0.486,4,0,3,4,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796084
3266,0.299,0.199,0.199,3,1,2,3,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796546
171,NA,NA,11.307,0,0,0,1,322,2,11.307,76.16,NA,NA,0,NA,NA,0,N,N,0,4796786
573,0.145,0.062,0.062,3,1,3,5,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793182
137040,0.042,NA,0.042,3,0,4,8,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4792756
103848,NA,0.093,0.093,0,1,0,1,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4792754
114083,NA,0.255,0.255,0,1,1,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1773716
82180,NA,3.859,3.113,0,1,1,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1776124
126759,NA,46.349,22.84,0,1,0,1,13,240,122.384,76.87,39.507,20376; 20375,2,NA,NA,0,N,N,26,1775870
38513,NA,71.619,36.258,0,1,1,1,13,240,122.384,76.87,64.777,20376; 20375,2,NA,NA,0,N,N,26,1791839
3342,NA,6.141,6.141,0,1,1,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1770992
106946,3.481,3.082,3.082,10,1,3,3,13,240,122.384,76.87,3.082,20363,1,NA,NA,0,N,N,26,1765878
130914,0.182,194.525,0.182,2,1,2,3,13,240,122.384,76.87,45.746,20373,3,NA,NA,0,N,N,26,1768456
27069,NA,0.781,0.781,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768618
118314,NA,0.912,0.912,0,1,2,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1769044
33247,NA,32.162,20.411,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1765612
119350,0.482,9.107,0.482,17,1,5,6,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1791881
48989,15.07,12.049,6.004,1,1,3,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790341
115165,NA,0.978,0.978,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790365
74828,NA,0.51,0.51,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790205
36382,NA,1.155,1.155,0,1,1,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816097
2771,4.6,0.905,0.905,1,1,1,2,130,45,61.623,36.693,0,50431,1,NA,NA,0,N,N,7,1816443
58323,NA,NA,5.476,0,0,2,1,144,15,25.744,10.299,NA,NA,0,NA,NA,0,N,N,0,4803312
63520,0.56,NA,0.56,1,0,1,2,144,15,25.744,10.299,NA,NA,0,NA,NA,0,N,N,0,4803320
50044,NA,NA,5.29,0,0,0,1,144,15,25.744,10.299,NA,NA,0,NA,NA,0,N,N,0,4803266
36370,5.156,NA,5.156,2,0,2,3,180,11,17.878,33.759,NA,NA,0,NA,NA,0,N,N,0,4802262
4723,NA,2.335,2.335,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813673
120453,2.335,NA,2.335,1,0,2,2,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813645
84325,0.616,0.226,0.226,3,1,4,11,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796100
135077,0.283,0.504,0.283,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795696
10316,NA,0.209,0.209,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796094
12391,1.017,0.17,0.17,1,1,2,3,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793552
4925,NA,NA,12.312,0,0,1,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813737
59389,NA,NA,40.614,0,0,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813675
34301,NA,0.145,0.145,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793356
28028,1.386,0.492,0.492,1,1,2,3,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4792996
10310,NA,0.254,0.254,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795602
115171,NA,1.803,1.803,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793472
3247,0.168,0.289,0.168,1,1,2,2,277,50,3.038,24.274,NA,NA,0,NA,NA,0,N,N,0,4796134
118320,NA,0.188,0.188,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796116
122561,3.898,6.663,3.898,2,1,3,11,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796390
45881,0.109,3.617,0.109,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796106
35324,NA,0.718,0.718,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795740
88494,NA,0.42,0.42,0,1,1,1,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793084
111066,NA,NA,10.131,0,0,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796056
96671,NA,NA,12.538,0,0,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795924
35328,NA,0.307,0.307,0,1,0,1,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4795896
1923,0.025,2.116,0.025,2,1,3,12,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4792930
1671,NA,2.3,2.3,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1775796
1515,0.482,71.184,0.482,2,1,4,3,13,240,122.384,76.87,0,20386,3,2.282,20596,2,N,N,26,1792789
127784,0.345,79.193,0.345,6,1,5,7,13,240,122.384,76.87,0,20385,3,0.345,20383,2,Y,N,26,7177914
5111,0.953,2.773,0.953,1,1,2,3,296,7,4.037,91.395,NA,NA,0,NA,NA,0,N,N,0,1801939
3229,0.742,1.046,0.742,6,1,2,4,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790543
127786,0.623,0.391,0.391,3,1,2,3,293,23,4.989,75.214,NA,NA,0,NA,NA,0,N,N,2,4801528
4922,1.234,2.887,1.234,3,1,3,2,130,45,61.623,36.693,NA,NA,0,6.324,50905,1,N,N,7,1813677
3600,NA,0.26,0.26,0,1,1,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795756
21768,0.26,1.992,0.26,3,1,4,10,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795900
1340,0.353,0.091,0.091,2,1,2,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795414
1494,NA,0.905,0.905,0,1,2,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795976
525,NA,0.594,0.594,0,1,1,1,277,50,3.038,24.274,NA,NA,0,NA,NA,0,N,N,0,4796460
79097,0.558,1.017,0.558,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793460
104870,0.323,8.676,0.323,1,1,3,15,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793660
71662,NA,0.776,0.776,0,1,2,1,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4792808
2060,0.128,0.371,0.128,3,1,2,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,166766527
1452,0.307,3.335,0.307,1,1,2,2,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4795830
120456,0.949,1.676,0.949,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1773810
131954,NA,1.18,1.18,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1773774
805,NA,165.503,10.193,0,1,2,1,13,240,122.384,76.87,158.661,20376; 20375,2,NA,NA,0,N,N,26,1768466
1682,9.252,169.314,9.252,4,1,3,3,13,240,122.384,76.87,162.472,20376; 20375,2,8.776,20370,1,N,N,26,1768558
775,2.612,171.927,2.612,2,1,2,3,13,240,122.384,76.87,165.085,20376; 20375,2,NA,NA,0,N,N,26,1768240
408,NA,NA,27.096,0,0,0,1,304,16,39.924,13.623,NA,NA,0,NA,NA,0,N,N,4,1799781
111071,NA,0.536,0.536,0,1,0,1,304,16,39.924,13.623,NA,NA,0,NA,NA,0,N,N,4,1803755
81130,15.707,153.022,5.23,1,1,3,2,13,240,122.384,76.87,146.18,20376; 20375,2,NA,NA,0,N,N,26,1769144
3328,NA,153.585,5.23,0,1,1,1,13,240,122.384,76.87,146.743,20376; 20375,2,NA,NA,0,N,N,26,1771024
73766,11.856,157.54,5.253,1,1,2,4,13,240,122.384,76.87,150.698,20376; 20375,2,NA,NA,0,N,N,26,1768938
16458,NA,65.229,15.118,0,1,2,1,13,240,122.384,76.87,58.387,20376; 20375,2,NA,NA,0,N,N,26,1792707
73818,3.51,192.043,3.51,1,1,2,3,13,240,122.384,76.87,43.264,20373,3,NA,NA,0,N,N,26,1768710
15598,NA,1.439,1.439,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1791943
9258,NA,11.404,11.404,0,1,1,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768792
1075,NA,1.078,1.078,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1792711
86374,NA,18.976,14.674,0,1,2,1,338,6,9.469,65.832,NA,NA,0,NA,NA,0,N,N,1,1803771
114093,NA,13.082,12.819,0,1,0,1,304,16,39.924,13.623,NA,NA,0,NA,NA,0,N,N,4,1803565
4375,NA,0.45,0.45,0,1,1,1,338,6,9.469,65.832,NA,NA,0,NA,NA,0,N,N,1,1803593
120445,NA,31.572,31.572,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1766254
1663,0.243,44.079,0.243,1,1,1,2,13,240,122.384,76.87,NA,NA,0,0.243,20379,1,N,N,26,1790497
104880,1.297,1.346,1.297,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790539
84324,NA,2.232,2.232,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1767410
48986,NA,0.198,0.198,0,1,2,1,296,7,4.037,91.395,NA,NA,0,NA,NA,0,N,N,0,1801923
5133,NA,2.233,2.233,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816277
31201,NA,NA,10.637,0,0,1,1,144,15,25.744,10.299,NA,NA,0,NA,NA,0,N,N,0,4803392
68647,NA,2.896,2.896,0,1,0,1,180,11,17.878,33.759,NA,NA,0,NA,NA,0,N,N,0,4802190
5061,2.74,15.997,2.74,1,1,2,2,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813739
70679,0.667,1.96,0.667,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796540
24981,1.08,0.647,0.647,2,1,2,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796118
3107,7.889,NA,7.889,1,0,2,2,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796842
111076,0.211,0.369,0.211,1,1,2,7,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796702
578,NA,0.299,0.299,0,1,0,1,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796534
31219,NA,0.258,0.258,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796166
534,0.62,0.452,0.452,2,1,2,6,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795556
5423,0.525,2.068,0.525,1,1,1,4,130,45,61.623,36.693,0,50906,1,NA,NA,0,Y,N,7,1813701
107942,NA,0.353,0.353,0,1,1,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793354
1468,0.077,1.478,0.077,1,1,1,4,277,50,3.038,24.274,NA,NA,0,NA,NA,0,N,N,0,4796212
81127,NA,4.371,2.993,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795928
92607,0.188,0.309,0.188,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796082
118312,0.532,0.047,0.047,1,1,1,3,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793506
114077,0.192,0.532,0.192,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793598
124663,NA,NA,7.311,0,0,1,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796632
64561,1.419,1.048,1.048,1,1,2,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793666
119359,0.179,2.445,0.179,1,1,1,2,575,4,2.161,17.135,NA,NA,0,NA,NA,0,N,N,0,4796358
63513,0.093,NA,0.093,1,0,3,4,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793268
62429,0.349,0.172,0.172,1,1,2,2,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,7092635
71664,0.172,0.657,0.172,1,1,2,3,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,7092637
5509,NA,55.092,12.219,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816601
174,1.046,16.835,1.046,1,1,2,5,13,240,122.384,76.87,0,20382,1,NA,NA,0,Y,N,26,1790579
114080,NA,255.608,11.209,0,1,1,1,13,240,122.384,76.87,106.829,20373,3,NA,NA,0,N,N,26,1767414
1604,NA,NA,5.812,0,0,1,1,220,7,29.331,21.102,NA,NA,0,NA,NA,0,N,N,4,1754416
2767,0.177,0.213,0.177,1,1,2,5,293,23,4.989,75.214,NA,NA,0,NA,NA,0,N,N,2,4801634
4516,2.887,0.194,0.194,1,1,3,3,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813621
60351,0.201,5.151,0.201,3,1,3,4,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796152
1827,NA,0.71,0.71,0,1,0,1,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796522
33244,NA,1.452,1.452,0,1,1,1,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796584
1469,0.128,0.362,0.128,3,1,2,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796120
106943,2.114,0.105,0.105,1,2,1,3,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795734
3820,0.126,0.492,0.126,3,1,3,10,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795346
796,NA,0.093,0.093,0,1,1,1,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4792970
1607,0.799,NA,0.799,12,0,4,17,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795966
22870,NA,0.949,0.949,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1773864
128832,0.255,150.829,0.255,3,1,2,3,13,240,122.384,76.87,143.987,20376; 20375,2,NA,NA,0,N,N,26,1773764
18563,0.124,5.1,0.124,1,1,2,4,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1774108
95673,NA,16.88,9.046,0,1,2,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1766274
123608,0.583,135.678,0.583,1,1,2,4,13,240,122.384,76.87,128.836,20376; 20375,2,NA,NA,0,N,N,26,1768884
104885,0.139,6.828,0.139,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1766204
3327,1.042,0.185,0.185,1,1,1,3,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768596
101817,1.121,3.087,1.121,1,1,2,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768866
65590,NA,194.073,6.619,0,1,1,1,13,240,122.384,76.87,45.294,20373,3,NA,NA,0,N,N,26,1768336
64545,NA,0.044,0.044,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1792937
105940,2.3,35.83,2.3,1,1,2,2,13,240,122.384,76.87,28.988,20376; 20375,2,NA,NA,0,N,N,26,1775802
16450,NA,157.863,11.378,0,1,0,1,13,240,122.384,76.87,151.021,20376; 20375,2,NA,NA,0,N,N,26,1768906
126761,0.132,0.182,0.132,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768476
73758,8.787,NA,8.787,5,0,3,2,304,16,39.924,13.623,0,50426,1,NA,NA,0,N,N,4,1799783
856,NA,6.431,6.431,0,1,1,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1791861
67650,NA,0.482,0.482,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1791897
34295,NA,10.783,8.549,0,1,0,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790633
11353,NA,0.36,0.36,0,1,1,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790527
50047,NA,26.62,19.598,0,1,1,1,13,240,122.384,76.87,0,20380,1,NA,NA,0,Y,N,26,1790295
98776,0.978,28.993,0.978,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790371
62422,NA,NA,30.921,0,0,0,1,220,7,29.331,21.102,NA,NA,0,NA,NA,0,N,N,4,1754480
4786,NA,3.822,3.822,0,1,0,1,216,7,25.473,42.837,NA,NA,0,NA,NA,0,N,N,1,1797541
122559,2.127,30.129,2.127,2,1,2,3,216,7,25.473,42.837,0,50425,1,NA,NA,0,N,N,1,1797473
41774,NA,NA,10.108,0,0,0,1,144,15,25.744,10.299,NA,NA,0,NA,NA,0,N,N,0,4802332
130925,1.155,0.269,0.269,1,1,1,2,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816087
4677,NA,49.348,2.292,0,1,1,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816233
101809,NA,54.738,23.442,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816161
128816,NA,NA,14.497,0,0,0,1,180,11,17.878,33.759,NA,NA,0,NA,NA,0,N,N,0,4802314
15417,NA,5.976,5.976,0,1,0,1,180,11,17.878,33.759,NA,NA,0,NA,NA,0,N,N,0,4802090
311,NA,NA,8.486,0,0,0,1,144,15,25.744,10.299,NA,NA,0,NA,NA,0,N,N,0,4803406
11359,NA,46.229,6.464,0,1,1,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816429
4157,NA,NA,13.119,0,0,0,1,180,11,17.878,33.759,NA,NA,0,NA,NA,0,N,N,0,4803286
90,4.355,NA,4.355,1,0,2,2,180,11,17.878,33.759,NA,NA,0,NA,NA,0,N,N,0,4802340
206,NA,NA,8.339,0,0,0,1,308,4,14.898,15.827,NA,NA,0,NA,NA,0,N,N,0,4802186
130919,0.471,0.258,0.258,2,1,2,7,293,23,4.989,75.214,NA,NA,0,NA,NA,0,N,N,2,4801758
40654,NA,2.224,2.224,0,1,0,1,293,23,4.989,75.214,NA,NA,0,NA,NA,0,N,N,2,4796748
43846,NA,6.241,6.241,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813679
124657,0.52,0.957,0.52,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795938
111068,0.098,0.242,0.098,2,1,4,14,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796450
24974,0.11,0.211,0.11,1,1,2,6,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796692
81122,0.199,1.285,0.199,1,1,2,4,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796640
438,0.687,NA,0.687,1,0,2,5,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796794
32270,0.11,0.453,0.11,4,1,3,8,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793742
102774,NA,NA,4.118,0,0,2,1,164,30,10.463,58.612,NA,NA,0,NA,NA,0,N,N,0,4796804
112116,2.068,NA,2.068,1,0,1,5,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813713
12395,0.245,0.104,0.104,2,1,3,7,277,50,3.038,24.274,NA,NA,0,NA,NA,0,N,N,0,4796062
92617,0.051,0.648,0.051,1,1,1,2,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813715
32274,NA,0.051,0.051,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813711
59401,0.138,1.772,0.138,1,1,2,3,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795324
112106,0.158,5.842,0.158,1,1,1,5,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4793484
82185,NA,5.119,5.119,0,1,1,1,243,15,23.045,105.183,NA,NA,0,NA,NA,0,N,N,5,1813789
46891,NA,2.42,2.42,0,1,2,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795998
653,NA,1.641,1.641,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796328
103843,NA,1.906,1.906,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795660
58321,1.398,0.799,0.799,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795970
75886,3.892,NA,3.892,1,0,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795614
30148,0.093,0.601,0.093,1,1,1,2,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793008
26029,NA,1.846,1.846,0,1,1,1,575,4,2.161,17.135,NA,NA,0,NA,NA,0,N,N,0,4796432
115175,NA,NA,6.659,0,0,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795538
124647,NA,0.128,0.128,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795318
81136,NA,NA,6.764,0,0,0,1,581,6,8.683,21.735,NA,NA,0,NA,NA,0,N,N,0,4796330
135076,0.513,4.005,0.513,1,1,1,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795442
1033,NA,NA,14.258,0,0,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796318
9257,0.063,0.025,0.025,1,1,3,11,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793020
62425,0.087,53.359,0.087,1,1,1,3,13,240,122.384,76.87,46.517,20376; 20375,2,NA,NA,0,N,N,26,1792897
118318,NA,176.733,8.608,0,1,0,1,13,240,122.384,76.87,0,20371,4,NA,NA,0,N,N,26,1768408
3089,3.082,0.084,0.084,1,1,3,4,13,240,122.384,76.87,NA,NA,0,0.638,20363,1,N,N,26,1766156
345,31.572,0.096,0.096,1,2,4,2,13,240,122.384,76.87,0,20364,4,NA,NA,0,N,N,26,1766108
2377,NA,5.147,4.725,0,1,0,1,293,23,4.989,75.214,1.691,20389,1,NA,NA,0,N,N,2,4801856
5530,5.119,17.852,5.119,1,1,2,2,243,15,23.045,105.183,NA,NA,0,NA,NA,0,N,N,5,1813717
1993,0.242,NA,0.242,1,0,1,3,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796310
20692,0.242,NA,0.242,7,0,4,16,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796554
1314,0.105,0.453,0.105,9,1,4,9,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4795750
2251,0.578,0.156,0.156,3,1,2,5,277,50,3.038,24.274,NA,NA,0,NA,NA,0,N,N,0,4796284
703,0.709,0.235,0.235,1,1,3,5,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793178
632,0.039,0.114,0.039,1,1,3,7,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793190
113148,NA,NA,9.494,0,0,0,1,200,64,15.207,92.513,NA,NA,0,NA,NA,0,N,N,0,4793148
59579,0.44,3.956,0.44,1,1,2,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1776156
15421,0.54,128.204,0.54,1,1,2,2,13,240,122.384,76.87,121.362,20376; 20375,2,NA,NA,0,N,N,26,1769158
4128,NA,182.964,9.21,0,1,0,1,13,240,122.384,76.87,34.185,20373,3,NA,NA,0,N,N,26,1768822
28018,NA,145.614,10.651,0,1,0,1,13,240,122.384,76.87,138.772,20376; 20375,2,NA,NA,0,N,N,26,1769132
888,NA,157.72,5.253,0,1,0,1,13,240,122.384,76.87,150.878,20376; 20375,2,NA,NA,0,N,N,26,1768998
2850,NA,0.323,0.323,0,1,2,1,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768444
52157,0.781,3.51,0.781,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1768642
114107,0.912,0.722,0.722,1,1,2,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1769034
50060,NA,0.386,0.386,0,1,0,1,338,6,9.469,65.832,NA,NA,0,NA,NA,0,N,N,1,1801947
3779,6.661,16.269,4.672,1,1,2,3,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790621
4997,0.196,0.953,0.196,1,1,1,2,296,7,4.037,91.395,NA,NA,0,NA,NA,0,N,N,0,1801983
57275,0.51,49.966,0.51,1,1,1,2,13,240,122.384,76.87,NA,NA,0,NA,NA,0,N,N,26,1790219
118322,NA,64.582,7.099,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816137
3514,NA,0.262,0.262,0,1,0,1,220,7,29.331,21.102,NA,NA,0,NA,NA,0,N,N,4,1754494
21779,2.233,49.086,2.233,1,1,1,2,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1816257
1612,NA,7.973,7.973,0,1,0,1,293,23,4.989,75.214,0,20390,1,NA,NA,0,Y,N,2,4801990
58310,0.9,NA,0.9,1,0,4,4,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813605
5399,NA,2.74,2.74,0,1,0,1,130,45,61.623,36.693,NA,NA,0,NA,NA,0,N,N,7,1813697
81141,NA,1.229,1.229,0,1,0,1,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796230
61393,0.709,1.127,0.709,2,1,2,2,23,237,8.113,38.907,NA,NA,0,NA,NA,0,N,N,1,4796560
