NLAID,hcurv_min,hcurv_max,hcurv_median,vcurv_min,vcurv_max,vcurv_median,elev_min,elev_max,elev_median,slope_min,slope_max,slope_median,relief1000_min,relief1000_max,relief1000_median,relief500_min,relief500_max,relief500_median,relief100_min,relief100_max,relief100_median,relief50_min,relief50_max,relief50_median,dev1000_min,dev1000_max,dev1000_median,dev500_min,dev500_max,dev500_median,dev100_min,dev100_max,dev100_median,dev50_min,dev50_max,dev50_median
NLA06608-ELS:1E1-052,-0.001410089849446904,0.001429151453336047,6.244038071667019e-6,-0.0020634636076922717,0.0014705091171906162,-1.6084450392446175e-4,98,138,109.00000000000001,0,18.750423431396484,3.7047917842864986,12,76,41.999999999999986,9,61,19.999999999999996,0,19,6.000000000000003,0,14,3.0000000000000013,-1.0739565488708591,2.413219106186525,-0.18073199353084204,-1.6260372440934614,2.2615653907035775,-0.02357907656975108,-2.229296520457775,1.8722600474112798,0.011350062626768931,-1.8856180831641198,2.6666666666642316,6.257193284513065e-4
NLA06608-NELP-0253,-0.0012105545369283663,0.001145895117596882,2.1041989133611244e-5,-0.0013676304129228928,0.0010800165585970775,2.3041976543544917e-5,156,204,171,0,17.274330139160156,4.04596714243302,15,180,44.00000000000002,10,106,27.000000000000007,0,24,6.999999999999999,0,14,2.999999999999999,-1.5134550100083188,1.6408006170263623,-0.14806095975204248,-1.472290367247831,1.4442878073014227,0.039987709291657465,-1.8551214774858538,2.0701338104868943,0.038397143790417754,-2.6666666666860595,2,9.737692245002487e-4
NLA06608-0918,-0.0027433366771085943,0.002329349893791444,4.708886305905093e-5,-0.001672475254943139,0.0022469641881853247,-4.5541566257121606e-5,376,439,393.00000000000017,0,26.6910457611084,6.087660160543822,26,247,111.00000000000006,6,166,49.999999999999986,1,40,11,0,21,4.9999999999999964,-1.0824933111156088,1.1901610315098934,-0.41411237727278644,-1.7804617319710891,2.011048505085492,-0.19575927077189123,-2.0846640063802973,1.8278326966383927,0.024396766696348604,-2.6666666665115217,2.035526756288188,0.004081112643393601
NLA06608-1174,-0.0043314411805470574,0.00323273370684544,7.629201011148838e-5,-0.006718676896554441,0.0027310222911759627,-1.513873258640058e-4,384,510,404,0,49.92438507080078,8.647388686058212,14,348,192.56092916984005,10,223,99.99999999999999,0,85,16,0,48,6.0000000000000036,-1.7864771072473429,1.2823013502476275,-0.5234154018838513,-1.4035962702074796,3.0513621688590455,-0.23402287511123002,-2.4220395251162095,2.1038631062265667,0.012321584647370655,-1.8856180831640998,2,8.983400964758223e-4
NLA06608-0150,-0.0014975443365725454,0.0016910340238668181,5.3487677656933854e-5,-0.001598604770785223,0.0017715575204981634,5.358131451512712e-5,56,94,67.00000000000001,0,22.03831672668457,2.7759556081627315,9,60,21.99999999999997,5,51,14.000000000000018,0,19,5.000000000000005,0,17,2,-1.5835045909539276,2.8965844226525723,-0.047385630694586324,-1.9563894481874062,3.3098124751874463,0.10916350181671146,-2.4112055642204635,3.076096853906531,0.0778972878688491,-2.6666666666642316,2.6666666666642316,1.7149891483315773e-4
NLA06608-0358,-0.0017044384334862321,0.0017836155037131165,8.83628913358159e-6,-0.0021493008803516686,0.0019630248581998227,-3.2309712050586375e-4,442,487,456.00000000000006,0,20.35310935974121,6.418576410595177,53,147,119.99999999999997,16,117,67,2,24,11,0,14,4,-1.1720614809698198,0.2778394638107942,-0.5650646941702661,-1.1798084697439344,1.7336900609104084,-0.2886929190263717,-1.9381046274985816,1.4183887543727491,-0.038135304070285446,-2,1.398635597162292,-0.02400401391045591
NLA06608-0102,-0.002634877788386907,0.002957745535178029,-7.51758075174368e-5,-0.0021700277864098814,0.003126361327439927,-5.596272433688338e-4,313,419,352,0,32.97984313964844,9.876385259490954,72,234,116.99999999999999,36,157,69.99999999999999,0,54,16,0,25,6.999999999999999,-1.485863538974186,1.2271747811567273,-0.4152251181956042,-1.5762098053738833,1.0371510968635456,-0.24265249988773196,-1.401393927701141,1.3843657690550986,-0.022585173379543914,-1.637846049703261,1.4701941447761666,5.460017513408639e-4
NLA06608-EMAP:ME518L,-0.0020038558089165294,0.0021420549073588213,4.544178596723661e-5,-0.0016975756798915038,0.0024825605398675686,1.5091584567986817e-5,94,144,107,0,21.85074806213379,3.939658865681112,9,106,51.99999999999998,6,70,26.000000000000004,0,32,7,0,20,3.0000000000000004,-1.1944548877980865,3.234519630582554,-0.11149187313449575,-1.4779831087508846,3.0412228134660113,0.01586428001575902,-2.1068810020564674,2.2945637606441425,0.04697622343272303,-2.6666666666642316,2.0027758514397944,0.0010451872770314348
NLA06608-ELS:1E1-096,-0.0010765674117721121,0.0011256449458910513,6.677938781860103e-6,-0.0010661052154144475,0.0012215092831041024,-8.25479750733352e-5,98,125,109.00000000000001,0,15.221354484558105,3.2178116924829916,11,48,19,8,28,14.000000000000007,1,17,6.000000000000001,0,10,2.9999999999999982,-1.840432938761875,2.6701604912686343,0.07733642494801315,-2.0179133016880977,2.4003351030610003,0.29688887884604126,-2.320446904269916,2.3497363606203026,0.10725094273641417,-1.924500897298758,1.7638342073768538,0.055640246219472875
NLA06608-0914,-0.0021378572080398726,0.002899403305254564,7.443568892818863e-5,-0.003004246443466487,0.0025690792275193802,-4.1416018813899885e-4,72,139,82.99999999999999,0,26.744264602661133,4.798991952821981,16,91,55,10,82,30.999999999999986,2,33,8,0,19,2.9999999999999987,-1.3621368328579577,2.5442544887862404,0.03958960775510746,-1.5637473826235035,2.315500674977344,0.008183414809008213,-1.8602485220994598,1.8722600474112725,0.03869837540751331,-1.833333333333551,1.8490006540835848,1.6028087020136212e-4
NLA06608-1558,-0.0011622895952586784,0.002416624065643261,5.3248970996917944e-5,-0.0020649772272513297,0.002177984625498375,-1.0830032991469858e-4,98,159,108.99999999999997,0,21.37407112121582,3.0720264642682036,23,114,64,4,97,27,0,26,5.000000000000001,0,13,2,-1.3187270265971152,1.282650899568835,-0.39830798669775547,-1.3146923969251534,3.1877014556351546,-0.23510701033623937,-2.246859884415404,2.2672085422817996,-0.01766023145536792,-2.6666666666642316,1.916666666666875,4.334752687704005e-4
NLA06608-ELS:1E1-128,-0.0026351790286299097,0.004695279369462575,3.5432175339617834e-5,-0.0029210886801056663,0.003200499620165527,-4.0512629720643065e-4,116,271,140,0,50.2907600402832,9.538441520787352,78,161,136,42,161,92,2,84,16.999999999999996,1,47,7,-1.339177826178919,2.4706719762089393,-0.6009203491607208,-1.1060164130565893,1.5972413152683802,-0.2875583150934839,-1.6885505178117015,1.9174132370186625,-0.021291688503685895,-1.365726719283893,2.0027758514414336,0.0010120359875849475
NLA06608-ACAD_LAKES_,-0.0038634605944605463,0.0012773493779791997,6.008711541123274e-6,-0.0024980282877010967,0.0014306398697270717,-1.9546545443526966e-4,41,102,67,0,21.65570831298828,6.555277627524274,39,115,58.000000000000014,26,66,41,2,25,12.000000000000004,1,13,4.999999999999998,-2.2088120368558406,1.498586839602139,-0.10044801570032566,-2.169324024282822,1.5356339603395126,-0.0386940730190623,-1.4610647511634531,1.6160728831859066,0.054095853773160375,-1.7888543819998317,1.7638342073768538,0.03706051487797006
