lagoslakei,area,perimeter,bbox_lw_rat,dist_pole,SDI
"5944",617679.739746093750000,6531.820193045184169,1.273,128.561037274073,2.344
"128507",514190.024658203125000,5623.673159206105993,1.412,113.355150514093,2.212
"5943",767680.506835937500000,7866.688805495615270,1.654,122.76701096302,2.533
"5946",427103.052734375000000,4382.659474019468689,1.687,105.402379776328,1.892
"5945",454424.554199218750000,4832.180274858235862,1.714,105.217258815675,2.022
"5908",796089.081542968750000,8135.863894822929069,1.409,122.535656003949,2.572
"5907",364245.987304687500000,3931.609444843419624,1.203,112.708681060359,1.838
"5910",938099.518554687500000,9821.608669732657290,1.168,130.557440823677,2.861
"5909",1064143.852539062500000,11127.339601299830974,2.257,107.002216360347,3.043
"136773",749357.922241210937500,7730.044682233111416,2.341,114.64351545141,2.519
"5904",393839.445800781250000,4181.911359187382914,1.324,108.123279736645,1.880
"5903",308252.467773437500000,3154.423663933604530,1.402,102.127580810065,1.603
"5906",294017.900390625000000,3006.963841949946072,1.264,105.992142234989,1.564
"5905",480361.766113281250000,5002.808675370745732,1.523,111.699601874377,2.036
"128463",634771.485290527343750,6532.199143019684925,1.141,111.252236334432,2.313
"5899",584167.880859375000000,6032.316669430940237,1.318,109.728404606648,2.226
"5902",1173343.476562500000000,12692.655331521029439,2.388,136.90393858863,3.305
"5901",1168195.215332031250000,12526.691896674366944,1.182,133.338751017737,3.269
"5896",399703.326171875000000,4214.662979290645126,1.329,107.218569438942,1.881
"5897",599386.992675781250000,6138.252761068391919,1.256,107.557421026077,2.237
"5924",338045.688964843750000,3561.604161604784167,1.278,110.152565007093,1.728
"54962",636359.209259033203125,6540.206713990783101,1.922,108.966118144871,2.313
"5923",757811.524902343750000,8718.792417882435984,1.770,115.703254114483,2.825
"5926",334221.965820312500000,3557.265576062115542,1.211,107.681156420896,1.736
