lagoslakei,area,perimeter,bbox_lw_rat,dist_pole,SDI
"8007",1389190.642578125000000,14223.180594493469471,1.765,110.048252959819,3.404
"122392",463088.518554687500000,4794.480217815022115,1.251,115.583148623257,1.987
"8010",950682.918457031250000,9979.455911253713566,2.372,120.801710868604,2.887
"8009",717186.708984375000000,7313.097412336861453,1.895,110.376106015151,2.436
"8036",414633.467285156250000,4547.123125129244727,1.381,103.151193908082,1.992
"8035",517270.404785156250000,5315.271815759208039,1.508,109.146871373917,2.085
"89901",861017.153411865234375,8843.604650254625085,2.387,105.195086566341,2.689
"8038",505985.620117187500000,5264.315074251197984,2.074,108.730872515006,2.088
"8037",1474710.266113281250000,15112.642229099317774,2.581,131.976708869512,3.511
"8032",2353088.004882812500000,24578.848381760024495,2.076,117.742522981097,4.520
"8031",2484863.773925781250000,25572.679422195578809,1.071,132.104999407677,4.576
"8034",982100.682617187500000,10130.715623052317824,1.479,120.808998131408,2.884
"8033",3852216.620605468750000,42843.992662675547763,3.168,155.970299132033,6.158
"8028",6062631.176269531250000,64806.544657766105956,2.478,166.415532043532,7.425
"8027",682199.934082031250000,7162.711228182179184,1.230,110.517364248597,2.446
"8030",1017965.951660156250000,10537.026893994119746,1.951,133.586345261962,2.946
"8029",594898.538085937500000,6094.472828132227733,1.110,105.051767595617,2.229
"8024",1907233.367675781250000,19608.926113501507643,1.481,125.521656129221,4.005
"8025",604953.809082031250000,6271.111768364662566,1.233,110.756832687867,2.274
"8115",2511599.562988281250000,26011.125766098950407,3.084,112.668026430569,4.630
"8117",360088.687011718750000,4154.845905500853405,1.825,104.705252191089,1.953
"73431",352153.671936035156250,3622.931467852897185,1.321,108.113029585312,1.722
"8106",773013.655273437500000,8344.375423558421971,1.607,105.198284564706,2.677
"65280",428621.440643310546875,4478.558342923256532,1.602,104.039485237782,1.930
"8132",391885.425292968750000,4083.458340840025812,1.820,102.084181295918,1.840
"8131",383116.782226562500000,3980.189638637049939,1.186,109.614335780743,1.814
"8134",483661.416015625000000,4950.572177522160018,1.053,109.371139765294,2.008
"8133",975003.138183593750000,10085.602019038953586,1.482,110.154271071523,2.881
"8128",381038.648437500000000,3909.918214056957368,1.647,104.476176445588,1.787
"8127",682259.250000000000000,6966.851795001618484,2.384,106.812544513337,2.379
"8130",296694.875000000000000,3454.648799099050848,1.481,105.186239452617,1.789
"8129",1614921.926757812500000,17037.852962930992362,3.043,128.627570022807,3.782
"65274",1300118.295166015625000,14031.654886997075664,1.200,114.035045425405,3.471
"81718",577646.789550781250000,5988.709130814092532,1.380,108.866780014318,2.223
"8084",5301676.891601562500000,57152.094289439897693,3.026,150.635122788822,7.002
"8076",793271.511230468750000,8150.067490064825506,2.274,106.021712932935,2.581
"8075",494920.105468750000000,5115.427641996415332,1.180,111.315691729951,2.051
"8072",993367.386718750000000,10180.261317871374558,2.274,108.197839054052,2.881
"8071",385975.084960937500000,4186.496824566544092,1.463,102.530802731232,1.901
"8074",2249991.927734375000000,23050.607611546569387,2.926,122.618864173068,4.335
"98081",908365.258575439453125,9303.997981127689854,1.717,108.20641932093,2.754
"8073",2789186.436523437500000,28601.725703394822631,4.524,118.722444897528,4.831
"65247",687451.748908996582031,7071.052023918928171,2.355,107.040663233216,2.406
"122548",6108488.091430664062500,62967.177867996826535,5.201,132.839724211607,7.187
"8180",648478.739746093750000,6695.880656664245180,1.410,106.459773573395,2.346
"8179",1400880.751464843750000,14686.348599766584812,1.440,115.3003403543,3.500
"8182",1113861.948730468750000,11415.094433042504534,2.465,108.914683163693,3.051
"8181",832507.647949218750000,8619.304426082020655,1.204,102.825980597154,2.665
"8176",2532855.256835937500000,25877.553475825683563,3.107,109.044176586637,4.587
"8175",734845.572753906250000,7671.369593251856713,1.374,137.087610003866,2.524
"8178",370379.659667968750000,3773.364292579432004,1.486,100.517785634692,1.749
"8177",3318534.291015625000000,34508.916073717729887,2.705,178.615338007594,5.344
"8172",651380.737304687500000,6715.530317017308334,1.676,111.943032093108,2.347
"8171",561059.742675781250000,5778.593600356387469,2.170,107.477683222165,2.176
"8174",4218487.367187500000000,43242.019557698113204,1.772,175.805995810641,5.939
"8173",1121483.480957031250000,11890.380199350518524,1.563,128.716989478182,3.167
"8168",2184223.064453125000000,22828.961929754652374,3.420,123.843475234588,4.357
"8167",1288475.285156250000000,14620.065776144183474,1.517,135.616655487409,3.633
"8170",847518.892578125000000,8782.421104865143207,1.904,112.160416317329,2.691
"8169",781200.499023437500000,7968.114148956525241,1.204,113.907441564555,2.543
"8195",1149151.087402343750000,11909.274281110134325,2.779,120.750660906486,3.134
"8197",2676545.473632812500000,27425.412824197366717,2.255,131.679267794825,4.729
"57102",450456.046142578125000,4735.837378962806724,1.818,104.130358517694,1.991
"8192",2361009.416992187500000,24904.101937203580746,1.867,117.993441196533,4.572
"16368",773434.413574218750000,7962.236432650379356,2.277,107.722834098814,2.554
"8191",1382337.461914062500000,14200.319808890770219,1.678,143.15037885767,3.407
"8194",2170971.109863281250000,22124.834990978681162,4.073,111.00391973365,4.236
"8193",401995.411132812500000,4121.266983756529953,1.553,106.86005260904,1.834
"8188",3325711.478515625000000,35040.353608080054983,1.309,181.763995846978,5.420
"8187",1188651.495117187500000,12126.644511547972797,2.197,108.568901503339,3.138
"8190",2356897.825683593750000,25379.945597623838694,2.188,124.51143429504,4.664
"8189",4012004.764648437500000,43416.374301395539078,1.335,182.011511956357,6.115
"8184",842210.976074218750000,8848.511741616970539,1.092,120.07513984922,2.720
"8186",382853.165039062500000,4059.053565730475384,1.338,105.449206784068,1.851
"8185",1109832.653808593750000,11522.049965537738899,1.825,111.314789991944,3.085
"8148",1217935.892578125000000,12916.547694267166662,1.435,118.059265370752,3.302
"89950",666103.127899169921875,6807.273124243765778,1.438,107.899482592071,2.353
"8147",382676.423339843750000,3923.491426542380395,1.444,101.240924920241,1.789
"8150",1334532.228515625000000,13957.750059345145928,2.131,139.672464675152,3.408
"8149",2658534.417480468750000,28747.650080090970732,3.454,117.431500127761,4.974
