NLAID,deviation_100_max,deviation_100_median,deviation_100_min,deviation_100_p70,deviation_100_p80,deviation_100_p90,deviation_1000_max,deviation_1000_median,deviation_1000_min,deviation_1000_p70,deviation_1000_p80,deviation_1000_p90,deviation_500_max,deviation_500_median,deviation_500_min,deviation_500_p70,deviation_500_p80,deviation_500_p90,relief_100_max,relief_100_median,relief_100_min,relief_100_p70,relief_100_p80,relief_100_p90,relief_1000_max,relief_1000_median,relief_1000_min,relief_1000_p70,relief_1000_p80,relief_1000_p90,relief_500_max,relief_500_median,relief_500_min,relief_500_p70,relief_500_p80,relief_500_p90,slope_max,slope_median,slope_min,slope_p70,slope_p80,slope_p90,vcurv_max,vcurv_median,vcurv_min,vcurv_p70,vcurv_p80,vcurv_p90,maxdepth,dist_pole
NLA12_UT-260,43,12.999999999999998,3,19,22,25.999999999999996,331,268,132,291.00000000000006,301.99999999999994,314,214,102.99999999999997,39,139,164,186,43,12.999999999999998,3,19,22,25.999999999999996,331,268,132,291.00000000000006,301.99999999999994,314,214,102.99999999999997,39,139,164,186,0.46082409871993213,0.11582108962463046,0,0.18013901503133734,0.2199690106582856,0.26645835057706757,0.001366406851784644,-2.8922624469054225e-4,-0.00300524610245403,-5.742148396579906e-5,7.340186198471489e-5,3.817348660253722e-4,4.3,185.75955607232717
NLA12_UT-110,40,4,1,5,5.999999999999999,8,76,64,12,68.00000000000001,69,69.99999999999999,69,12.000000000000002,5,24,49.00000000000001,64,40,4,1,5,5.999999999999999,8,76,64,12,68.00000000000001,69,69.99999999999999,69,12.000000000000002,5,24,49.00000000000001,64,0.5624423392623635,0.038812128085349354,0,0.05333386777281954,0.06513557361266796,0.08402892271274942,6.331736356626717e-4,-9.862609520171114e-5,-0.002789451051294256,6.952906034916637e-6,7.200507365563014e-5,1.4475374691288315e-4,3.2,170.87590416516608
NLA12_UT-290,40,4,1,5,5.999999999999999,8,76,64,12,68.00000000000001,69,69.99999999999999,69,12.000000000000002,5,24,49.00000000000001,64,40,4,1,5,5.999999999999999,8,76,64,12,68.00000000000001,69,69.99999999999999,69,12.000000000000002,5,24,49.00000000000001,64,0.5624423392623635,0.038812128085349354,0,0.05333386777281954,0.06513557361266796,0.08402892271274942,6.331736356626717e-4,-9.862609520171114e-5,-0.002789451051294256,6.952906034916637e-6,7.200507365563014e-5,1.4475374691288315e-4,1.8,153.17649151687993
NLA12_MN-138,14,6,2,6.999999999999999,8,10,46,34,20,37,41,42.99999999999999,30,21.999999999999996,7,24.999999999999996,25.999999999999996,26.999999999999993,14,6,2,6.999999999999999,8,10,46,34,20,37,41,42.99999999999999,30,21.999999999999996,7,24.999999999999996,25.999999999999996,26.999999999999993,0.22793384110117987,0.07284897412843225,0,0.09725104636226534,0.108685710416427,0.14659530014247477,0.001539807422415939,-1.1096243128482473e-4,-0.0014231666984376,2.5247492930676954e-4,4.0312931248588435e-4,6.331442811189868e-4,3.1,86.5514241762348
NLA12_OK-285,13,5.999999999999999,2,6.999999999999999,8,9,31,23,17,25,26.000000000000004,27,24,16,9,18.000000000000004,18.000000000000004,20,13,5.999999999999999,2,6.999999999999999,8,9,31,23,17,25,26.000000000000004,27,24,16,9,18.000000000000004,18.000000000000004,20,0.1974849122751584,0.06474916676910376,0,0.08056034756955657,0.09000172537353301,0.11345889302832544,6.652243207019464e-4,-5.729302075111135e-5,-7.396464508286083e-4,9.756515792840971e-5,2.12120370658587e-4,3.2288709282598946e-4,4.7,88.034112315247
NLA12_ME-130,44,15,4,21,26.000000000000004,33,128,96,84,99,101,104,104,82.99999999999999,29,90.99999999999999,94,97.99999999999999,44,15,4,21,26.000000000000004,33,128,96,84,99,101,104,104,82.99999999999999,29,90.99999999999999,94,97.99999999999999,0.640543503519073,0.16101733252987924,0.0161872933341078,0.2153812003717021,0.25065025479773057,0.39151570422194587,0.001834184010177312,-4.363133222189052e-4,-0.003527981704250403,1.4543147578427322e-5,2.2916314525956891e-4,7.092066647039442e-4,5.1,91.69178501233718
NLA12_UT-147,45,19,7,27,31,36.99999999999999,209,185.99999999999997,140,196,198.99999999999997,203,156,133,98,137.99999999999997,142.00000000000003,146,45,19,7,27,31,36.99999999999999,209,185.99999999999997,140,196,198.99999999999997,203,156,133,98,137.99999999999997,142.00000000000003,146,0.6345002217053936,0.1939756824161091,0,0.24671004039382743,0.2667953795588122,0.2968454880466061,2.917548313963742e-4,-0.0010795607110708988,-0.0036816233679536603,-6.535006748950177e-4,-2.702468808208556e-4,1.252657353474298e-4,1.7,52.33947453083941
NLA06608-0168,12,4,0,5,5,6,22,15.000000000000004,8,16,16,17.00000000000001,19,9.999999999999995,5,10.999999999999998,12.000000000000005,12.000000000000005,12,4,0,5,5,6,22,15.000000000000004,8,16,16,17.00000000000001,19,9.999999999999995,5,10.999999999999998,12.000000000000005,12.000000000000005,0.2777422022635984,0.038305569801475134,0,0.05236002372825572,0.06352111070526531,0.08348234458759461,8.846054155790554e-4,-7.465130166486307e-5,-7.333239436948489e-4,9.598002650161381e-5,1.5134971487851958e-4,2.3799035098746423e-4,4.1,146.45413511914555
NLA12_UT-160,17,8,0,10,11.999999999999998,13.999999999999996,123,90.99999999999999,48,98.00000000000001,107,120.99999999999997,83,37,29,41.00000000000001,58.99999999999999,65,17,8,0,10,11.999999999999998,13.999999999999996,123,90.99999999999999,48,98.00000000000001,107,120.99999999999997,83,37,29,41.00000000000001,58.99999999999999,65,0.2794628744284604,0.06504876913318516,0,0.11875886912811214,0.1551837787110062,0.19812204732991276,0.0014009468630735674,-1.7459237559490847e-4,-0.0015649136181569278,-2.0256694495244974e-5,3.6619482358646863e-4,6.003444075294961e-4,6.4,136.42679939618307
NLA06608-4414,37,13,2,18,20.999999999999996,25.999999999999996,92,62.99999999999999,39,75.99999999999999,84,87.00000000000001,77,47,15,51.999999999999986,57.000000000000014,68,37,13,2,18,20.999999999999996,25.999999999999996,92,62.99999999999999,39,75.99999999999999,84,87.00000000000001,77,47,15,51.999999999999986,57.000000000000014,68,0.44412652822361987,0.11834085916036667,0,0.18031185189692994,0.21799669145767148,0.26573763246720516,0.0032787126315476024,-1.9465497512903811e-4,-0.002181239292966872,1.4234913943792034e-5,1.443835138513022e-4,4.1172578232863465e-4,3.3,222.7904955313812
NLA12_OH-113,36,14.000000000000002,3,19,21,25,60,48,31,52.00000000000001,53.00000000000001,55.00000000000001,58,42,19,49.00000000000001,51,52.00000000000001,36,14.000000000000002,3,19,21,25,60,48,31,52.00000000000001,53.00000000000001,55.00000000000001,58,42,19,49.00000000000001,51,52.00000000000001,0.5179261517409814,0.13046596044260295,0,0.18263106938378695,0.21552043129968546,0.2993116083395823,0.002297394017309037,-5.352033074567132e-4,-0.002444849425278919,-3.004915789585787e-4,-2.1165468505074812e-4,7.472753926673196e-4,3.2,116.22817063504512
NLA06608-ELS:1E3-071,16,6,2,9.000000000000002,9.999999999999998,13,82,48.00000000000001,33,51,60,69,42,28,12,35,37.99999999999999,39,16,6,2,9.000000000000002,9.999999999999998,13,82,48.00000000000001,33,51,60,69,42,28,12,35,37.99999999999999,39,0.24326774234489176,0.06751162358457084,0,0.0854822660392244,0.11571179201913341,0.16443884860034108,6.581752653946107e-4,-1.8029582998966176e-4,-0.00128382111595279,-4.690540241991005e-6,6.688724465770108e-5,2.1099305690576981e-4,1,138.6559322048028
NLA06608-2438,26,10,2,13.000000000000002,15.000000000000004,17,60,30,19,33,37,42.000000000000014,43,22.999999999999993,11,25.999999999999993,27,32,26,10,2,13.000000000000002,15.000000000000004,17,60,30,19,33,37,42.000000000000014,43,22.999999999999993,11,25.999999999999993,27,32,0.3086441585814078,0.09238810955289486,0,0.13558962127243077,0.16764504896047314,0.20839276825557607,0.0015632996401828232,-5.4078999215863696e-5,-0.002082688648021215,3.1515696816576926e-4,5.144873618477272e-4,8.336530540463621e-4,1.7,136.99352157399096
NLA06608-2481,39,11.999999999999998,4,14.999999999999998,19.000000000000004,28.000000000000004,181,168,137,169.99999999999997,173.00000000000003,174,127,105,37,115.99999999999999,117.99999999999999,120,39,11.999999999999998,4,14.999999999999998,19.000000000000004,28.000000000000004,181,168,137,169.99999999999997,173.00000000000003,174,127,105,37,115.99999999999999,117.99999999999999,120,0.5592557727557473,0.10257838330893554,0,0.15797252611127638,0.19861462159908544,0.26029374132591243,7.313870580971873e-4,-5.092932861384197e-4,-0.0027705599429982265,-1.8010999175662294e-4,-5.1222109901479774e-005,5.6547669018461364e-5,5.6,95.35575791520213
NLA06608-0414,17,5,0,8,9,10.999999999999998,26,20.999999999999996,12,23,23.999999999999996,23.999999999999996,24,16,10,17.999999999999996,19,21,17,5,0,8,9,10.999999999999998,26,20.999999999999996,12,23,23.999999999999996,23.999999999999996,24,16,10,17.999999999999996,19,21,0.28773305570430774,0.0494408319840868,0,0.07719154387650755,0.09712374255629408,0.14184408597616574,0.001347958351188821,-8.449645619566738e-5,-9.271801498977638e-4,8.720117294355278e-5,2.4122186921978617e-4,5.271647070819657e-4,1,174.08091079151313
NLA06608-0874,14,4,1,5.000000000000001,5.999999999999998,8,28,17,10,18.999999999999996,20.000000000000007,22.000000000000004,19,11.000000000000002,6,13.000000000000002,14,15,14,4,1,5.000000000000001,5.999999999999998,8,28,17,10,18.999999999999996,20.000000000000007,22.000000000000004,19,11.000000000000002,6,13.000000000000002,14,15,0.22054317098492965,0.04463146706055158,0,0.055137043327920625,0.06870250817256086,0.09071832387891617,6.597400761947815e-4,-5.7662320510655266e-5,-6.574372110775804e-4,7.190532999645651e-5,1.5597085253954445e-4,3.174314411447844e-4,11.8,152.66605558927304
NLA12_KS-102,44,18.999999999999993,1,22.000000000000004,24.000000000000007,27.999999999999993,77,49.999999999999986,29,54.00000000000001,57,62.00000000000001,69,43,22,48.00000000000001,50.00000000000001,54,44,18.999999999999993,1,22.000000000000004,24.000000000000007,27.999999999999993,77,49.999999999999986,29,54.00000000000001,57,62.00000000000001,69,43,22,48.00000000000001,50.00000000000001,54,0.727902259778419,0.17382530957847067,0,0.2336306341002069,0.2718732713574966,0.32667264415499653,0.0026355186994485155,-2.5912137010326657e-4,-0.0034982851676557307,2.301037477664752e-4,7.43995315282747e-4,0.001090054754020598,6,232.95470909226154
NLA12_MT-161,9,4,1,5.000000000000002,6.000000000000002,6.999999999999999,39,29.000000000000004,7,32,33.00000000000001,35,21,8,5,8.999999999999998,10.000000000000004,13.000000000000002,9,4,1,5.000000000000002,6.000000000000002,6.999999999999999,39,29.000000000000004,7,32,33.00000000000001,35,21,8,5,8.999999999999998,10.000000000000004,13.000000000000002,0.19440547300183478,0.04847471895140047,0,0.06879197968665648,0.07953971708923849,0.10836170098397266,8.417913458110887e-4,-1.1818440268097327e-4,-9.674903976140687e-4,7.727995923818418e-5,1.6372035052469373e-4,2.9458462215329435e-4,6.8,169.06528776886526
NLA12_MT-105,37,6.999999999999995,0,9.999999999999996,12,15.000000000000004,87,36,16,43.00000000000001,55.00000000000001,62.999999999999986,73,25.999999999999986,6,30.00000000000002,33,38.00000000000001,37,6.999999999999995,0,9.999999999999996,12,15.000000000000004,87,36,16,43.00000000000001,55.00000000000001,62.999999999999986,73,25.999999999999986,6,30.00000000000002,33,38.00000000000001,0.6281643239583542,0.06474916676910368,0,0.099326101564551,0.12749296066655846,0.17406870728837925,0.004405889538659989,9.189771957248016e-5,-0.0036946184224570314,3.345130651441644e-4,5.169640775522751e-4,8.224430973014382e-4,21,230.06866227390665
NLA06608-3035,21,6.9999999999999964,1,8,8.999999999999998,9.999999999999996,24,17,9,18,19,21,23,13.000000000000002,7,14.999999999999996,16,18,21,6.9999999999999964,1,8,8.999999999999998,9.999999999999996,24,17,9,18,19,21,23,13.000000000000002,7,14.999999999999996,16,18,0.28015973679997724,0.06489649422243896,0,0.08652101604419858,0.10373768820554236,0.13012802075143026,9.164480066096648e-4,-2.0177696182814393e-4,-0.0010138180617030265,-3.900129453084192e-5,4.9657489792833796e-5,2.9293378219407036e-4,16,233.77184211465698
NLA12_ND-119,11,4,0,5,5,6,21,12.000000000000002,6,15.000000000000004,17,18.000000000000004,20,8,4,11.000000000000002,13.000000000000005,13.999999999999998,11,4,0,5,5,6,21,12.000000000000002,6,15.000000000000004,17,18.000000000000004,20,8,4,11.000000000000002,13.000000000000005,13.999999999999998,0.19446567116879665,0.032374584893497045,0,0.05078531648707921,0.06869887034986763,0.08073512800847046,9.244110550532292e-4,-2.5917405979249814e-5,-7.132020751249898e-4,1.1855964259443204e-4,2.572716333322461e-4,3.843945779311422e-4,2,275.9787341998505
NLA12_UT-359,22,6.999999999999999,1,9.000000000000002,9.999999999999996,13.000000000000002,52,31,17,44,44.999999999999986,46.99999999999997,45,16.999999999999996,9,29,34.00000000000001,39.00000000000001,22,6.999999999999999,1,9.000000000000002,9.999999999999996,13.000000000000002,52,31,17,44,44.999999999999986,46.99999999999997,45,16.999999999999996,9,29,34.00000000000001,39.00000000000001,0.2982570896623038,0.06372310137980912,0,0.083677261477324,0.10625412698203952,0.1435613714585077,0.001189116754603804,-1.0113255172303956e-4,-0.0014889840920670713,1.5824336589329927e-4,2.6438604996953066e-4,5.283238147499859e-4,1.2,166.1916281457517
NLA06608-2726,22,10,0,12.000000000000004,13.999999999999996,16,68,37.000000000000014,20,42.00000000000001,46.99999999999999,51.00000000000001,46,24.99999999999999,10,29.000000000000004,31.000000000000018,33.99999999999999,22,10,0,12.000000000000004,13.999999999999996,16,68,37.000000000000014,20,42.00000000000001,46.99999999999999,51.00000000000001,46,24.99999999999999,10,29.000000000000004,31.000000000000018,33.99999999999999,0.4791282081217451,0.08345206083650637,0,0.12191194653466425,0.14774692576570372,0.18411634309280814,0.0018913139540436674,-1.6305515525184895e-4,-0.001656424096350789,1.0198781634265329e-4,3.0140097329730533e-4,7.874125119610839e-4,15.2,329.9207414679013
NLA06608-0413,16,6.999999999999998,3,9.000000000000002,10.000000000000002,12,28,22,19,24.000000000000004,24.999999999999993,26,25,18,13,18.999999999999996,20.000000000000004,21.999999999999993,16,6.999999999999998,3,9.000000000000002,10.000000000000002,12,28,22,19,24.000000000000004,24.999999999999993,26,25,18,13,18.999999999999996,20.000000000000004,21.999999999999993,0.20151849085621718,0.08222012107911968,0,0.1033948434925021,0.12199468530146147,0.14490601394321848,8.799548061634017e-4,-6.998422896361489e-5,-0.0015413880612382645,9.997167478427344e-5,3.09311923132109e-4,5.531606917071648e-4,3,72.10390033691121
NLA06608-0449,44,11,1,18,21.000000000000004,24,103,57,31,65,75,82,66,45,5,51,54.00000000000001,56.99999999999998,44,11,1,18,21.000000000000004,24,103,57,31,65,75,82,66,45,5,51,54.00000000000001,56.99999999999998,0.6462942746213606,0.08035261936218739,0,0.1817184218740357,0.25264792014116694,0.32217728511019555,0.002708942159303713,-1.0175077048069486e-4,-0.0030101618155836535,1.6407596000090927e-4,6.573272238819867e-4,0.0012280191875337209,5.8,307.3466719958513
NLA12_WI-128,11,6,2,7,8,9,24,20,13,20,21,22,24,19,11,20,20,21,11,6,2,7,8,9,24,20,13,20,21,22,24,19,11,20,20,21,0.17200749230385226,0.04835899717269278,0,0.07915476542547414,0.11497107122703051,0.1314840927680031,5.422076735097034e-4,-2.56888626400089e-4,-7.557808011678142e-4,-1.6564726762786365e-5,5.1455335290111506e-5,2.0354141631355837e-4,4,49.59895868672914
NLA06608-0185,24,6.999999999999999,0,8.999999999999998,9.999999999999996,12.000000000000002,41,25,15,28.999999999999996,30.999999999999993,33.99999999999997,34,19,9,21.999999999999986,22.999999999999993,26,24,6.999999999999999,0,8.999999999999998,9.999999999999996,12.000000000000002,41,25,15,28.999999999999996,30.999999999999993,33.99999999999997,34,19,9,21.999999999999986,22.999999999999993,26,0.4134278959196254,0.06756069740843448,0,0.09183728152971683,0.11331102710733516,0.14481472674906062,0.0010770217195879698,-2.0433744111111293e-4,-0.0017288155041751822,1.1305344092239171e-4,2.520337998121445e-4,4.216796867160835e-4,2.5,275.45101203426395
NLA12_ME-135,23,7,0,8.999999999999995,10,13,75,41.00000000000002,11,51.000000000000014,57,63.000000000000014,66,23.999999999999996,7,30.999999999999996,40,52.999999999999986,23,7,0,8.999999999999995,10,13,75,41.00000000000002,11,51.000000000000014,57,63.000000000000014,66,23.999999999999996,7,30.999999999999996,40,52.999999999999986,0.3316688305611561,0.0717973950207381,0,0.1051511078366464,0.13354746576280976,0.1754881599550128,0.00219787797606469,-6.670006835164533e-5,-0.0015166620447990419,1.2923945998729184e-4,2.3637440095951467e-4,4.694150925437333e-4,4.7,460.59384982309734
NLA06608-1568,23,5.0000000000000036,0,6.0000000000000036,6.999999999999997,8.999999999999996,45,17.999999999999996,9,21.999999999999996,24.000000000000014,27.999999999999993,35,12.999999999999996,5,15.000000000000002,17.000000000000004,20.000000000000004,23,5.0000000000000036,0,6.0000000000000036,6.999999999999997,8.999999999999996,45,17.999999999999996,9,21.999999999999996,24.000000000000014,27.999999999999993,35,12.999999999999996,5,15.000000000000002,17.000000000000004,20.000000000000004,0.5844588390720759,0.05206449420259676,0,0.0682692096677164,0.08260847581307797,0.10315914841763817,0.001492058211164024,-6.544166480687777e-6,-0.0018759992985547859,1.1447271147255607e-4,2.2003371226237108e-4,4.5203394513862287e-4,3,882.3362042053243
NLA12_AR-101,20,7,1,8.999999999999996,11,13,30,20,14,22.000000000000007,24,25.999999999999993,29,18.000000000000004,10,20,21.999999999999996,24,20,7,1,8.999999999999996,11,13,30,20,14,22.000000000000007,24,25.999999999999993,29,18.000000000000004,10,20,21.999999999999996,24,0.2906096643611743,0.061738805998392994,0,0.0875665333037254,0.10477440994480672,0.13801579485525634,8.021574512922587e-4,-1.1289356922594807e-4,-0.0015453500102352508,9.481729441816667e-5,2.21234842898111e-4,3.241218929171732e-4,2,255.37791510081868
NLA12_MI-129,16,4.999999999999999,2,7,8,9.999999999999998,54,45.99999999999998,12,47.999999999999986,49,52,51,15.000000000000004,5,31.000000000000004,37.00000000000001,41,16,4.999999999999999,2,7,8,9.999999999999998,54,45.99999999999998,12,47.999999999999986,49,52,51,15.000000000000004,5,31.000000000000004,37.00000000000001,41,0.31451732144456723,0.05351554941838765,0,0.08400236160898056,0.10703156495741609,0.13827323727447063,8.112799433611875e-4,-1.666208245403454e-4,-0.0010216423278502824,2.529002006757483e-5,1.1280835253032813e-4,2.621457367035809e-4,21,141.25031581976967
NLA06608-1633,70,8.999999999999998,0,14.000000000000005,19,27,281,92.50495398502694,12,126.56337676133344,150.79583902939166,182.54895236305552,230,50,4,68.00000000000001,83.33204969103028,103.00000000000001,70,8.999999999999998,0,14.000000000000005,19,27,281,92.50495398502694,12,126.56337676133344,150.79583902939166,182.54895236305552,230,50,4,68.00000000000001,83.33204969103028,103.00000000000001,1.167110347979543,0.09255396956987048,0,0.14476368328222908,0.20703196850814998,0.3003834858882275,0.008856487110745614,-1.5276396087451343e-4,-0.003512698068427051,2.6957322054176458e-5,1.5257223471946168e-4,3.966467457944429e-4,20.4,1268.814793062027
NLA06608-0720,16,5,1,5.99999999999999,6.999999999999994,8,56,23.999999999999993,12,29.00000000000001,32,35.99999999999999,49,16,3,20,21.999999999999996,25.99999999999999,16,5,1,5.99999999999999,6.999999999999994,8,56,23.999999999999993,12,29.00000000000001,32,35.99999999999999,49,16,3,20,21.999999999999996,25.99999999999999,0.3092354866467503,0.04513920531689974,0,0.06391008733185896,0.0772512759196112,0.09060389655589192,0.0017989225687599466,-3.8718064348427795e-5,-0.0013241440634666572,9.94818334712138e-5,1.9115014865946997e-4,3.579031284065576e-4,7.5,817.0644583918862
NLA12_SD-108,12,4,1,5.000000000000001,5.999999999999998,7.000000000000001,24,14.999999999999996,9,16,17,19.000000000000007,23,10.000000000000004,5,11.999999999999998,12.999999999999995,14.999999999999998,12,4,1,5.000000000000001,5.999999999999998,7.000000000000001,24,14.999999999999996,9,16,17,19.000000000000007,23,10.000000000000004,5,11.999999999999998,12.999999999999995,14.999999999999998,0.17489651538654682,0.04915567281913465,0,0.06717500290268096,0.0767791199346151,0.09310098803781859,0.0010230222867720477,-4.2233587152030386e-5,-9.226114827552078e-4,9.458702508120452e-5,1.9378233859843223e-4,3.570595867604225e-4,3,221.67802144672936
NLA12_SD-150,12,4,1,5.000000000000001,5.999999999999998,7.000000000000001,24,14.999999999999996,9,16,17,19.000000000000007,23,10.000000000000004,5,11.999999999999998,12.999999999999995,14.999999999999998,12,4,1,5.000000000000001,5.999999999999998,7.000000000000001,24,14.999999999999996,9,16,17,19.000000000000007,23,10.000000000000004,5,11.999999999999998,12.999999999999995,14.999999999999998,0.17489651538654682,0.04915567281913465,0,0.06717500290268096,0.0767791199346151,0.09310098803781859,0.0010230222867720477,-4.2233587152030386e-5,-9.226114827552078e-4,9.458702508120452e-5,1.9378233859843223e-4,3.570595867604225e-4,1,127.4930480222669
NLA12_OK-135,20,5.999999999999999,0,6.999999999999993,8,9,91,28,12,50,70,80,78,16.99999999999999,7,22.99999999999999,25.999999999999993,32,20,5.999999999999999,0,6.999999999999993,8,9,91,28,12,50,70,80,78,16.99999999999999,7,22.99999999999999,25.999999999999993,32,0.308709896526344,0.051753186682793335,0,0.07596103575306146,0.08578379492518617,0.11396329851252057,0.0011220206544196659,-1.1342519618624785e-4,-0.0011567269856824053,3.8489567991783114e-5,1.599552625030834e-4,2.9878998243201973e-4,6,305.7402379364952
NLA12_IN-105,14,4.999999999999997,1,7.0000000000000036,7.0000000000000036,9.000000000000004,22,13.999999999999996,10,15,16,18.000000000000004,21,12,6,14,15.000000000000016,16,14,4.999999999999997,1,7.0000000000000036,7.0000000000000036,9.000000000000004,22,13.999999999999996,10,15,16,18.000000000000004,21,12,6,14,15.000000000000016,16,0.3067730508455367,0.053529023237090995,0,0.06746910632613673,0.08376512525205224,0.10365147485416573,9.032065183912577e-4,-8.82583949723386e-5,-9.645711707205999e-4,1.1386157446618885e-4,2.0775352173822012e-4,3.988795168739525e-4,7.9,367.7079138619613
NLA12_OK-120,38,10.000000000000004,0,13,15,18,59,39,23,43,46,50,50,32,8,35,37,40,38,10.000000000000004,0,13,15,18,59,39,23,43,46,50,50,32,8,35,37,40,0.5687651188873897,0.08791401289481898,0,0.1389495128318304,0.16573948663388474,0.20800802335821433,0.0015114455838856537,-2.3686144161961685e-4,-0.002359396525182761,3.624187015232113e-5,2.6743193516677496e-4,5.058279080951827e-4,5.2,233.7075945340577
NLA06608-1804,29,4,0,4.999999999999998,5.999999999999996,7.000000000000003,40,19,8,22.000000000000007,24.000000000000007,26.999999999999996,37,11.999999999999993,4,13.999999999999996,15.000000000000004,18.000000000000004,29,4,0,4.999999999999998,5.999999999999996,7.000000000000003,40,19,8,22.000000000000007,24.000000000000007,26.999999999999996,37,11.999999999999993,4,13.999999999999996,15.000000000000004,18.000000000000004,0.3728384106160264,0.03979183440756995,0,0.05186245511721356,0.06278299945958347,0.08113170392430948,0.001708621170921979,-2.329734459406703e-5,-0.001297930031691063,1.1349935914301327e-4,2.2328050156527446e-4,4.531522655996133e-4,9.4,1269.9506227777622
NLA12_OH-102,16,4.999999999999998,0,6.000000000000002,6.999999999999998,8,23,14.000000000000004,8,16,17.999999999999986,19,22,10.99999999999999,5,13.000000000000005,13.999999999999995,16,16,4.999999999999998,0,6.000000000000002,6.999999999999998,8,23,14.000000000000004,8,16,17.999999999999986,19,22,10.99999999999999,5,13.000000000000005,13.999999999999995,16,0.2938200882443349,0.045477092260372054,0,0.06513814717948414,0.0803812159691837,0.10637530749773194,0.0012957383688635721,-5.292094741497625e-5,-0.0011076696175845136,8.341328475765848e-5,1.7583605662579866e-4,3.41697569772469e-4,1,274.8943086081252
NLA06608-0228,11,3.0000000000000004,0,4,5.000000000000001,6.000000000000001,19,9.999999999999996,6,11.000000000000002,11.999999999999996,12.999999999999996,16,7.000000000000006,3,8,8.999999999999996,9.999999999999996,11,3.0000000000000004,0,4,5.000000000000001,6.000000000000001,19,9.999999999999996,6,11.000000000000002,11.999999999999996,12.999999999999996,16,7.000000000000006,3,8,8.999999999999996,9.999999999999996,0.20197202510814533,0.03237458489349686,0,0.0441917026831416,0.05273535092600061,0.06965954685976215,6.543314726872066e-4,2.6282220871772562e-5,-5.70854795135508e-4,1.4122759667567833e-4,2.0909942198128794e-4,3.2529877307323364e-4,4.550000000000001,585.2898501175871
NLA12_VA-101,23,9.000000000000002,2,11,12,14.000000000000002,43,29,20,31,32,33.99999999999999,38,24,15,27,28,30.999999999999996,23,9.000000000000002,2,11,12,14.000000000000002,43,29,20,31,32,33.99999999999999,38,24,15,27,28,30.999999999999996,0.3010491580993573,0.0771873780496313,0,0.11467568377368036,0.1313152627106205,0.16328918575062382,0.001186103921787435,-6.815353395506064e-5,-0.0018142124320386145,1.7167750165588897e-4,2.7091420345199866e-4,4.221175634808274e-4,2,153.46134860002985
NLA12_ID-194,15,4,1,5.000000000000001,6.000000000000001,6.999999999999999,55,30.00000000000001,9,35,40.99999999999999,46.00000000000001,49,16,5,19.999999999999996,21.999999999999996,23.999999999999996,15,4,1,5.000000000000001,6.000000000000001,6.999999999999999,55,30.00000000000001,9,35,40.99999999999999,46.00000000000001,49,16,5,19.999999999999996,21.999999999999996,23.999999999999996,0.19009966484886237,0.03925119189160619,0,0.054938423084255776,0.06657747814193217,0.08240602516634339,9.711229842142877e-4,-5.287310023576904e-5,-0.0011268495806581005,6.788429443992836e-5,1.6158025080196633e-4,2.657111331786314e-4,4.27,372.46479480166624
NLA06608-1243,15,5.000000000000002,0,6.000000000000003,7.0000000000000036,9.000000000000002,23,14.000000000000004,9,16,16.999999999999996,19,19,12.000000000000009,5,13.000000000000009,14,14.999999999999993,15,5.000000000000002,0,6.000000000000003,7.0000000000000036,9.000000000000002,23,14.000000000000004,9,16,16.999999999999996,19,19,12.000000000000009,5,13.000000000000009,14,14.999999999999993,0.3145845960661074,0.048561876466389244,0,0.06754536530754733,0.08377210477209077,0.10630685223494168,0.0012600177472600173,-1.1697561079839637e-4,-9.82219452096178e-4,7.052112545388887e-5,1.7700063499292577e-4,3.400527187266899e-4,13.4,200.90201838018163
NLA12_MI-124,19,9,2,10.999999999999998,12,14.000000000000002,29,19.00000000000001,15,21,22.000000000000004,25.000000000000007,27,16,10,18,20,22,19,9,2,10.999999999999998,12,14.000000000000002,29,19.00000000000001,15,21,22.000000000000004,25.000000000000007,27,16,10,18,20,22,0.3344264247356478,0.08346155000545609,0,0.11569697977587291,0.13739845997343597,0.16334355999256028,0.0017987807793064124,-5.410993096691354e-5,-0.0018314063821429523,3.296791227763283e-4,4.7674186009682464e-4,8.188182488237699e-4,2.9,174.99565537859573
NLA06608-2087,13,4.999999999999999,0,5.999999999999997,7.000000000000001,8,26,16,9,17.999999999999993,20,22.000000000000004,24,12.000000000000004,6,13.999999999999996,16,18,13,4.999999999999999,0,5.999999999999997,7.000000000000001,8,26,16,9,17.999999999999993,20,22.000000000000004,24,12.000000000000004,6,13.999999999999996,16,18,0.28537160150901636,0.04633655720455875,0,0.06474916676910379,0.071351552058029,0.09452239566621738,0.0012555737929195378,6.925634688536748e-5,-0.001258979871572913,2.9836706506394074e-4,4.041326972229467e-4,6.039834246193949e-4,4,183.11981642222844
NLA06608-OH:22,20,5.999999999999998,1,7.000000000000001,8,11,30,22.000000000000004,13,24.000000000000004,25.000000000000004,26,21,15,8,18.000000000000004,19.000000000000014,20.000000000000004,20,5.999999999999998,1,7.000000000000001,8,11,30,22.000000000000004,13,24.000000000000004,25.000000000000004,26,21,15,8,18.000000000000004,19.000000000000014,20.000000000000004,0.2765157976657546,0.0485618764663893,0,0.07124760022239293,0.09086064835385135,0.12824853380078086,0.001498851693678128,-8.019364081160267e-6,-0.0010053733835652546,1.9260284716774668e-4,2.9784169872096116e-4,4.1386608203293e-4,8.8,111.64176307018303
