lagoslakei,hcurv_min,hcurv_max,hcurv_median,vcurv_min,vcurv_max,vcurv_median,elev_min,elev_max,elev_median,slope_min,slope_max,slope_median,relief1000_min,relief1000_max,relief1000_median,relief500_min,relief500_max,relief500_median,relief100_min,relief100_max,relief100_median,relief50_min,relief50_max,relief50_median,dev1000_min,dev1000_max,dev1000_median,dev500_min,dev500_max,dev500_median,dev100_min,dev100_max,dev100_median,dev50_min,dev50_max,dev50_median
3445,-0.001736407,0.002317627,1.07e-4,-0.002331404,0.002149397,1.68e-4,475,497,484,0,24.8913463,3.234717132,8,23,14,7,21,12,0,21,6,0,19,3,-1.361029548,4.097818681,0.545150277,-1.472689039,3.165139102,0.545511924,-2.112105417,2.367509264,0.170549395,-2,1.988269694,0.069559444
3513,-0.001157152,0.002372186,6.87e-5,-0.002590564,0.003938481,2.29e-4,483,516,495,0,30.2275319,3.84814051,12,33,20,5,33,18,1,28,7,0,22,3,-1.448630035,1.686979749,0.396516179,-1.719938459,3.177794872,0.45357577,-2.121090999,2.416880788,0.171730845,-2,2,0.078808165
3478,-0.00215506,0.002352991,1.66e-4,-0.001905781,0.001948857,1.46e-4,479,503,490,0,18.56989646,3.849449149,13,28,18,9,26,15,2,17,7,0,12,3,-1.664375117,1.693288801,0.102654873,-1.745115707,2.033219356,0.289815106,-1.882227312,2.003190058,0.084636761,-1.763834207,2,0.053491968
3490,-9.1e-4,0.001143875,2.38e-5,-7.99e-4,9.24e-4,4.98e-5,247,263,253,0,11.99489517,2.694095385,6,23,12,5,15,10,0,12,5,0,9,2,-1.609474357,2.628301476,0.079135173,-1.480587826,2.500770753,0.196110064,-1.814820772,2.042029424,0.117781488,-1.988269694,2,0.081008965
3578,-0.001419485,0.001449372,8.17e-5,-0.002332657,0.001790209,7.59e-5,366,389,375,0,20.58196615,3.060775377,11,40,17,7,30,13,0,21,7,0,16,3,-1.521158275,3.311696517,-0.016329944,-1.733780621,2.629482882,0.238966259,-2.038304835,1.791794965,0.133988849,-2,1.988269694,0.05528913
3536,-0.001440239,0.001873793,8.33e-5,-0.001478829,0.001713519,-2.5e-5,401,433,409,0,14.64476818,3.944619793,13,40,28,8,38,15,2,21,7,0,9,3,-1.402940391,2.185726973,0.070464733,-1.292287948,2.09426928,0.147814752,-1.882227312,1.976026625,0.022027438,-2,1.849000654,0
3638,-0.001554626,0.001368691,1.46e-4,-0.002037865,0.001557088,6.64e-5,418,438,425,0,18.20375843,3.096413466,12,34,20,6,34,14,1,17,6,0,14,3,-1.243586293,2.020434933,0.162140601,-1.487865704,2.180857206,0.33709549,-1.951285431,2.07013381,0.111864645,-1.833333333,2,0.040307384
3696,-0.001897118,0.00153016,9.97e-5,-0.001669164,0.001202393,8.66e-5,328,348,336,0,19.68527422,2.79368148,7,39,14,5,22,10,0,16,6,0,14,3,-1.320495575,2.998148927,0.515957833,-2.302995656,2.608353323,0.609490839,-2.145196446,2.664639865,0.266732611,-2.666666667,1.905158689,0.109182649
3678,-0.001597482,0.001641572,1e-4,-0.001238756,9.56e-4,1.74e-4,262,280,274,0,18.91983367,3.064801197,46,87,62,12,72,25,2,20,7,0,13,3,-1.104212524,0.209826233,-0.420468983,-1.195827068,0.94573425,0.021653378,-1.420323304,1.983363952,0.273452669,-1.479200523,1.924500897,0.183141727
3872,-0.002745122,0.001776734,7.33e-5,-0.002236223,0.001643336,-6.82e-5,210,253,223.466177,0,24.04107241,5.079747943,26,68,50,13,47,30,2,27,10,0,18,4,-1.757424384,1.099675111,-0.679698312,-1.467709382,1.286640469,-0.257895563,-2.118738641,2.000190047,0.016186511,-2,1.664100589,0
4222,-0.001817736,0.001039032,3.81e-5,-0.001206017,0.001116277,5.29e-5,263,284,271,0,11.01858803,3.086391728,14,32,21,9,23,15,2,14,6,1,8,3,-1.421230252,1.780292459,-0.039588654,-2.377408473,2.369887425,-0.020592258,-1.817795077,1.963630182,0.039371229,-2,1.885618083,0
4406,-0.002912073,0.002605844,1.39e-4,-0.003116498,0.00259051,1.67e-5,305,344,319,0,26.34104681,4.835786704,18,57,31,8,38,22,2,23,9,0,19,4,-1.781018659,1.631371099,-0.288494465,-1.893845128,1.974767598,-0.008065387,-1.930527484,2.107756493,0.110236221,-2,1.833333333,0.054330691
4370,-0.001221839,0.001168892,2.31e-5,-0.001557302,0.001458744,8.32e-5,285,310,294,0,18.30199888,3.081478408,11,28,18,7,25,15,1,15,7,0,13,3,-1.65002649,1.429690974,-0.037644745,-1.416581745,2.719468935,0.106929185,-2.407096931,2.360610424,0.108976756,-2.666666667,2.666666667,0.052101207
4380,-0.001065597,0.00178732,5.03e-5,-0.001199989,0.00161097,5.51e-5,464,483,472,0,17.88388464,2.805137128,10,27,16,7,26,11,0,14,5,0,12,2,-1.874677004,2.223598019,0.081097535,-1.664307581,2.328394252,0.143028036,-1.967227274,2.183300326,0.076688483,-1.988269694,1.763834207,0
4464,-8.85e-4,0.001445803,8.28e-5,-8.25e-4,0.001889927,1.3e-4,495,513,502,0,16.86339089,2.654893298,10,28,15,6,19,11,0,16,5,0,11,2,-1.721736124,3.135177752,0.20305795,-1.798902775,2.439158556,0.358788026,-1.859634865,2.117974023,0.132216747,-1.849000654,2.666666667,0.078513844
4455,-0.002633288,0.003523981,1.68e-4,-0.002638261,0.003408215,1.12e-5,280,325,300,0,24.9645926,7.463495521,29,65,43,22,49,32,2,28,12,0,17,5,-1.742800985,1.431434933,-0.368523511,-1.859220874,1.782853689,-0.021710717,-1.686138323,1.711911646,0.070781328,-2.666666667,1.988269694,0.046868302
4523,-9.89e-4,0.001691104,9.89e-5,-0.001172154,0.001514605,5.53e-5,336,354,343,0,17.73118297,2.643566303,7,19,12,5,17,10,0,15,5,0,12,2,-1.678253835,2.60616903,0.515551937,-1.38405061,3.404949882,0.577669783,-2.251489793,2.173641008,0.170097774,-2,1.849000654,0.08568333
4542,-0.001091666,0.001804911,8.25e-5,-0.001611474,0.001556569,-1.13e-4,333,373,344,0,23.74314495,4.622057668,23,44,34,21,44,31,3,30,8,1,20,4,-1.931145749,1.823946363,-0.773415373,-1.711145171,1.88323909,-0.476512247,-1.99653725,2.449587385,-0.012660516,-1.885618083,1.885618083,3.65e-4
4583,-0.001102303,0.002377281,8.45e-5,-0.001476782,0.002253327,5.35e-5,303,332,314,0,23.34632127,2.785116056,9,42,18,4,30,13,0,24,5,0,16,2,-1.824007541,3.285872322,0.045436308,-2.028951177,3.915263919,0.20162504,-2.300758464,2.544872821,0.109185869,-2.666666667,2.666666667,0.050748789
4621,-7.34e-4,0.001295858,3.81e-5,-8.55e-4,0.001477254,5.38e-5,405,427,411,0,14.41240699,1.854334169,6,22,12,3,20,8,0,14,4,0,10,2,-1.420901116,4.342949825,0.23306751,-1.661156729,4.755336638,0.360864099,-2.419817224,2.617845294,0.07819017,-1.849000654,2.666666667,0
4727,-0.001240516,0.001747427,1.31e-4,-0.001324687,0.001537092,1.45e-4,392,415,403,0,15.04941765,3.081670712,12,24,17,9,23,15,1,17,6,0,11,2,-1.481706415,2.52085844,-0.1105177,-1.432958464,2.402457563,0.221422457,-1.93867367,2.048416702,0.142277418,-2,1.885618083,0.055797591
4789,-0.00133729,0.001898097,1.16e-4,-0.00156339,0.002185865,1.9e-4,342,373,356,0,21.11315805,3.834215217,11,28,18,7,27,15,0,22,7,0,15,3,-1.781039616,2.14573628,0.291490087,-1.58885103,2.571626193,0.452621417,-2.32602958,2.110663376,0.173301304,-2.666666667,1.885618083,0.078495011
4886,-0.00143869,0.001764591,6.81e-5,-0.001507509,0.001796036,-7.3e-6,314,343,329,0,20.08253922,3.692420627,11,27,17,8,26,14,0,19,7,0,14,3,-2.673980215,2.624804653,-0.232031619,-2.512288915,2.702588117,-0.045123453,-2.457728358,2.292847277,0.012380685,-2.133333333,2,5.15e-4
19,-0.002121745,0.002471054,1.96e-4,-0.001801452,0.002667991,7.88e-5,440,474,458,0,27.52365056,5.29422484,27,78,49,13,63,26,2,25,10,0,21,4,-1.529368318,1.138335369,-0.195027767,-1.807790411,2.051868365,0.116049936,-2.292681521,1.918229779,0.140176872,-1.707904082,1.833333333,0.037282798
771,-0.001265185,0.00187662,1.16e-4,-0.001563183,0.001661792,2.07e-4,489,514,504,0,14.34896219,3.253512739,12,27,19,7,26,14,0,18,6,0,10,3,-1.895426372,2.212707232,0.080500421,-1.878024245,2.53362642,0.264459231,-1.640572204,2.367509264,0.141203152,-1.421338109,1.988269694,0
718,-0.001005212,0.001498625,5.49e-5,-0.001795623,0.001479345,8.33e-5,372,394,383,0,15.20907161,3.203342667,11,25,15,8,24,13,2,17,6,1,11,3,-3.001585882,2.544629689,-0.203601246,-2.492279587,3.281124201,0.016965249,-2.489089463,2.029050664,0.106184334,-1.988269694,1.988269694,0.05424721
818,-0.00104673,0.001400005,8.44e-5,-0.002140338,0.002833323,1.72e-5,334,383,343,0,30.72309082,3.24886405,21,60,41,6,46,28,0,41,6,0,28,3,-1.502671328,1.405330896,-0.570276135,-1.408316123,1.983447336,-0.115914806,-1.74410347,1.802620958,0.102503542,-2.666666667,1.763834207,0.075320763
775,-0.001425429,0.00300373,4.54e-5,-0.001951945,0.002801241,1.04e-4,425,446,432,0,22.3032907,2.895326159,8,21,13,6,21,11,0,17,5,0,16,2,-1.810736815,2.759618944,0.233239703,-1.972970157,2.89606186,0.299123671,-2.179604614,1.823735894,0.142531916,-1.833333333,2,0.054876067
805,-0.001785795,0.00175553,3.91e-5,-0.001481422,0.00171626,-8.47e-5,416,439,423,0,27.93402672,3.307732236,12,50,33,9,49,19,1,21,7,0,21,3,-1.757829568,1.68400587,-0.586716545,-1.423386839,1.604331259,-0.317994904,-2.495401176,2.19089023,-0.045522658,-2,2.666666667,3.65e-4
970,-8.08e-4,0.001566804,2.38e-5,-0.001050306,0.001423905,3.85e-5,398,423,404,0,13.5527748,2.780288516,17,39,27,5,26,16,1,14,5,0,9,2,-1.658928138,2.023544134,-0.524869632,-1.628192384,2.916149751,-0.077842436,-1.671142544,2.099852368,0.054345178,-2,1.988269694,0
1047,-0.001822531,0.002287626,1.94e-4,-0.001560805,0.002358714,-1.28e-5,448,474,458,0,20.75352796,4.395748205,13,28,18,8,26,16,0,23,8,0,14,4,-1.570077797,3.604822146,0.551659459,-1.548489397,2.458929417,0.516301552,-1.63772816,1.656587018,0.116275847,-2,1.626651417,0
1205,-0.001661574,0.002166038,1.6e-4,-0.002467765,0.002193807,1.69e-4,310,332,323,0,22.9787758,3.931842184,13,29,20,8,24,14,3,18,7,0,16,3,-1.556324816,2.3591340180000002,0.522705723,-1.93619026,2.353806445,0.423026187,-2.042894706,2.030969533,0.138887397,-2.002775851,1.788854382,0.086661134
1190,-0.001079228,0.001745813,8.47e-5,-0.001313436,0.001640165,1e-4,286,312,295,0,17.40041508,3.704791834,13,34,20,8,31,15,1,14,6,0,12,3,-1.722241903,2.012340765,-0.055442075,-2.086837871,3.614741677,0.139890119,-1.807444528,1.904412032,0.132974225,-1.833333333,2,0.06946031
1372,-0.002453865,0.002280882,1.08e-4,-0.002543099,0.002632739,1.38e-4,497,533,516,0,22.43701287,5.650101047,20,42,29,18,39,28,3,27,10,1,15,4,-1.746350868,1.756517898,0.149644412,-1.454922455,1.699257591,0.194651686,-1.632328879,1.763957768,0.037751585,-1.849000654,1.849000654,0.0398902
1431,-7.72e-4,0.001526886,5.24e-5,-0.001075467,0.001741498,5.3e-5,308,331,316,0,24.45601409,2.591984322,9,27,17,6,25,13,1,18,5,0,17,2,-1.507035197,2.117381856,-0.053303858,-1.691138022,2.442980089,0.172620695,-2.121090999,2.495401176,0.139256824,-1.885618083,2.666666667,0.078025549
1481,-0.001676305,0.001550054,4.14e-5,-0.001623162,0.001632273,1.74e-4,333,356,343,0,20.07200037,3.85815221,13,41,20,7,21,14,2,17,7,0,14,3,-1.354329754,2.22474638,0.116010587,-1.888180061,1.739134947,0.321639388,-2.116502249,1.795367942,0.130226264,-1.885618083,1.763834207,0.068553883
1584,-0.001711402,0.002081481,6.84e-5,-0.001663052,0.001647615,8.69e-6,384,411,392,0,15.4041428,3.704791834,13,42,22,7,29,18,2,19,6,0,12,3,-1.262798276,2.263185068,-0.21109075,-1.202698343,2.164748141,-0.073137224,-2.364064272,1.932124555,0.013678748,-1.763834207,2.666666667,0.001578808
1586,-0.001400775,0.002270308,9.91e-5,-0.001988621,0.002509546,1.61e-5,239,266,248,0,26.61493264,2.780288516,9,40,18,6,25,13,0,24,5,0,19,2,-1.505965606,2.457539018,-0.008066969,-2.205854489,3.636004457,0.137535907,-2.691688149,2.507551599,0.077631018,-2.357022604,1.885618083,3.15e-4
1643,-0.001126159,0.001939863,1.14e-4,-0.001560924,0.002392857,2.01e-4,211,240,221,0,23.0161667,3.064097045,10,36,17,7,34,14,2,21,6,0,17,3,-1.152890903,2.301643508,0.321753122,-1.331340456,2.462259297,0.399135758,-2.001732822,2.214377012,0.140948213,-2.666666667,2.035526756,0.077072998
1719,-0.002662814,0.002357673,1.08e-4,-0.00268778,0.002301999,-1.47e-5,497,542,512,0,23.97094816,6.598739439,19,51,34,15,48,29,0,30,11,0,17,5,-1.654054924,1.912697783,-0.272973285,-1.35962811,1.986727382,-0.052074914,-2.038088764,2.249078985,0.046011914,-1.849000654,2.311250818,0.047727644
1697,-0.001630684,0.00201032,1.14e-4,-0.001266206,0.001947949,2.37e-4,262,287,274,0,22.14418124,3.80241269,11,27,17,9,24,15,0,21,8,0,16,3,-1.694988099,2.284519956,0.257792075,-1.632426317,2.08709681,0.411951706,-1.78082119,1.774070962,0.179789107,-2.666666667,1.885618083,0.075170717
1855,-0.00128949,9.41e-4,2.43e-5,-0.001220047,0.001458992,1.14e-4,434,457,444,0,14.33451915,3.2411413,14,27,17,10,26,15,2,13,6,1,7,3,-1.854051433,2.14604377,0.110920903,-1.778657736,1.753958773,0.321006572,-2.034666433,2.215193343,0.048932419,-2.666666667,1.791957341,0
1854,-0.002766521,0.001683566,1.06e-4,-0.002481609,0.00224128,1.68e-4,254,286,268,0,25.9674903,3.806590109,21,68,42,7,56,23,2,23,8,0,20,3,-2.268502168,2.153980482,-0.265882401,-2.552054489,2.121362663,0.171538799,-1.995142704,1.906081964,0.197638532,-1.849000654,1.885618083,0.086049745
2009,-0.001060175,0.001655315,3.79e-5,-0.001084618,0.001878774,2.19e-5,196,212,204,0,11.31227923,2.545420022,9,21,13,6,16,10,1,10,5,0,7,2,-2.712673928,1.899656139,-0.298182467,-3.645983448,2.974957241,-0.049530818,-2.336062439,2.182342835,0.04192459,-2.666666667,1.885618083,0
2085,-0.001105179,0.001245572,8.42e-5,-0.001014022,0.001014425,2.35e-5,259,278,268,0,11.21156417,2.727178832,14,29,21,8,25,15,2,13,5,1,9,2,-1.495040311,1.600200259,-0.098328266,-1.860355075,2.638571491,-0.015759096,-2.426269384,2.104050148,0.142115855,-1.849000654,2,0.085942974
2244,-0.001028811,0.00153099,5.3e-5,-0.001024964,0.001550373,1.92e-4,503,524,513,0,10.09657615,3.083488714,14,27,18,8,23,13,1,16,6,0,7,3,-1.79368881,1.862115606,0.243514003,-1.59802491,2.705064339,0.457745267,-2.19089023,1.83433583,0.140050948,-1.849000654,2.666666667,0.048681324
2239,-0.001476524,0.00222798,1.32e-4,-0.001928697,0.00188278,-5.13e-5,348,379,358.4517881,0,23.072316,3.937275424,16,45,28,11,31,18,2,27,8,0,18,3,-1.406214505,2.522412789,-0.146146674,-1.467231017,2.491271001,0.083872344,-1.926550632,1.864449061,0.148391331,-2.141213516,1.791957341,0.057631973
2287,-0.001327284,0.002205469,6.83e-5,-0.001491152,0.0021951370000000002,5.33e-5,320,341,328,0,20.51021514,2.780243573,7,27,16,6,23,12,0,17,5,0,14,2,-1.460097063,3.951651825,0.204651562,-1.736194661,3.453346388,0.267648892,-2.55189646,2.125191923,0.079774807,-2,2,1.72e-5
2261,-8.59e-4,0.001247027,2.25e-5,-0.001192441,0.001629755,9.89e-5,297,320,307,0,19.56886304,3.210274401,10,27,17,7,25,14,1,19,7,0,14,3,-1.552723077,2.566915281,0.231945739,-1.623579108,2.515832449,0.324712858,-2.011270456,3.119361611,0.109948635,-1.924500897,2,0.053458039
2275,-0.001284119,0.001762051,5.5e-5,-0.001722806,0.001827123,8.46e-5,333,358,341,0,19.41422305,3.0896276560000002,10,30,15,4,25,13,0,19,6,0,13,2,-1.566929681,2.449784857,0.109486773,-1.578819154,2.173231469,0.272154023,-1.724893014,2.209785388,0.102595151,-2,2,3.57e-4
2364,-0.001155136,0.001584944,5.45e-5,-0.001316794,0.001329696,7.17e-6,495,518,501.1613819,0,18.06407407,2.780288516,12,37,28,6,37,16,0,20,5,0,12,2,-1.393371355,1.707107985,-0.304957573,-1.588303,2.512361052,-0.0492324,-2.254651494,2.042029424,0.077445062,-2,1.833333333,0.037081672
2317,-0.001763933,0.001715056,8.37e-5,-0.002389823,0.002602226,2.6e-4,518,550,531,0,26.29851221,3.857560512,11,49,20,8,46,16,0,24,7,0,18,3,-1.880925295,2.044923196,0.211108191,-1.761745548,1.814537868,0.335546695,-1.921076296,2.18836281,0.140819269,-1.885618083,2.141213516,0.049169303
2418,-0.001507849,0.001763675,1.91e-4,-0.001483085,0.002141427,1.16e-4,463,488,474,0,21.52025095,4.385749343,14,39,22,9,28,18,0,21,8,0,13,4,-1.528788668,2.330972919,0.02577034,-1.34028794,1.87188342,0.241806462,-1.88485688,1.715223085,0.119068912,-1.849000654,2,0
2437,-0.001599765,0.001696412,9.87e-5,-0.001902376,0.001811341,1.31e-4,471,497,481,0,19.71016094,3.9372565920000002,12,55,22,7,31,16,2,18,7,0,13,3,-1.626618886,1.854471044,-0.054053077,-1.660195314,2.101392853,0.178015233,-2.642341077,2.181936115,0.141366977,-1.988269694,1.885618083,0.053630341
2444,-0.001752406,0.001658034,1.29e-4,-0.001143753,0.001271413,-8.16e-6,514,533,522,0,16.47814899,3.257433231,13,34,20,9,24,14,2,15,6,0,14,3,-1.970812759,1.307182854,-0.43096596,-1.685204645,2.393416964,-0.07401289,-2.095420105,1.910339623,0.140117478,-1.763834207,1.849000654,0.070364007
2518,-0.001988357,0.001643728,-6.97e-6,-0.001563962,0.001612998,-6.96e-5,269,311,279,0,22.45779935,3.220640215,16,61,44,8,55,24,1,24,7,0,16,3,-1.401071888,0.682798222,-0.571017167,-1.232302236,1.658086672,-0.257022894,-1.883602203,1.58294781,-0.009017992,-2,2.666666667,0.002265512
2512,-0.002011709,0.001567675,-2.35e-5,-0.001649026,0.002016268,2.53e-4,263,285,276,0,17.06742393,3.952039088,16,46,34,11,29,17,3,19,8,1,13,3,-1.742076799,0.97711005,-0.009126083,-2.048406612,1.931918357,0.367332501,-1.535153854,1.921127152,0.178065087,-1.365726719,1.63784605,0.101206082
2530,-0.002010564,0.001926531,1.37e-4,-0.001793626,0.001621576,6.52e-6,536,566,548,0,22.46570428,4.692780405,42,121,63,13,51,27,3,18,8,0,16,4,-1.346250373,0.862829063,-0.352364352,-1.64278085,1.808441751,-0.100761075,-1.730734361,1.847094157,0.102613589,-2.666666667,1.885618083,0.049641548
2613,-0.001598197,0.001981464,1.15e-4,-0.002332657,0.002018201,7.56e-5,366,387,375,0,22.1193301,2.780288516,9,22,14,7,22,13,0,19,6,0,16,2,-2.067847627,2.49196259,0.141470476,-2.095403712,3.367297488,0.235052057,-2.11549117,2.70346392,0.141914966,-1.924500897,2,0.039813903
2616,-0.001549461,0.00127999,5.49e-5,-0.00207764,0.001425339,6.79e-5,372,405,387,0,12.75241064,3.842726204,17,34,24,12,33,19,2,16,7,1,9,3,-2.574655798,1.896138914,-0.544936309,-2.469905261,1.583430611,0.015480488,-1.60521105,1.874127294,0.102643592,-1.511857892,2,0.070312467
2690,-0.001248667,0.001620265,5.62e-5,-0.001213048,0.001579513,1.13e-4,267,282,275,0,13.42635468,3.058480691,10,22,15,6,19,10,2,13,5,0,9,3,-1.859857993,1.745922767,0.20897679,-1.964075034,2.7524374,0.482550403,-2.271407395,2.020664468,0.203918888,-2,1.849000654,0.069192955
2701,-0.001191222,0.001526363,1.15e-4,-0.001443415,0.001892546,6.98e-5,307,337,316,0,21.43340273,3.761833595,10,52,20,7,42,14,2,19,7,0,15,3,-1.887220569,3.182373814,0.238663569,-1.858255214,3.179779432,0.2958016,-2.06154744,2.380714961,0.141045007,-2.666666667,1.885618083,0.078823504
2790,-0.001560887,0.001825663,6.84e-5,-0.001453959,0.001680804,1.16e-4,420,444,433,0,13.32192266,4.410358483,20,35,24,12,33,19,2,19,8,1,9,4,-1.428322201,2.161925751,0.210992336,-1.667487874,2.51445503,0.202922616,-1.64331872,1.721600875,0.024057717,-1.763834207,1.664100589,0.027651677
2875,-0.001189669,0.001472305,2.28e-5,-0.001263118,0.001935466,1.76e-4,403,418,410,0,13.60285605,2.780288516,7,23,12,5,18,9,0,13,5,0,9,2,-1.39341567,2.064518623,0.44598777,-1.369627552,2.829823375,0.547612994,-1.690890589,1.967119833,0.148910819,-1.763834207,1.763834207,0.071072105
2877,-0.001795952,0.001528618,3.73e-5,-0.001337782,0.001571108,2.06e-4,256,274,268,0,17.44785305,2.733845187,7,18,12,6,17,10,1,14,5,0,12,2,-2.734226143,2.083400188,0.32485933,-2.683707666,2.239567737,0.390853253,-1.909842786,2.134271987,0.201567124,-1.849000654,2.666666667,0.109820138
3209,-0.001127852,0.001341598,2.22e-5,-0.0020098,0.002154234,1.96e-4,280,307,291,0,17.96595204,3.929387157,13,38,21,7,31,14,1,19,7,0,12,3,-1.46121627,2.094066649,0.10440453,-1.749640647,2.181127462,0.460995842,-2.056574817,1.712288073,0.181590265,-2.666666667,2.666666667,0.079124115
3362,-7.1e-4,0.001296118,5.36e-5,-0.001200579,0.001839932,1.45e-4,204,233,225,0,17.34680706,2.285443904,4,32,9,4,26,7,0,14,4,0,11,2,-1.620253047,3.32766162,0.640616855,-1.931460701,2.957398134,0.576773115,-2.237796779,2.584891913,0.204609002,-2.666666667,2.666666667,0.078290781
3795,-0.001510362,0.001799144,-7.63e-6,-0.002513831,9.45e-4,-1.29e-4,65,116,76,0,22.83942658,3.902358108,39,146,108,14,106,57,2,31,8,1,17,3,-1.273510063,1.082930214,-0.802057495,-1.641795161,1.178354078,-0.508375899,-2.010825818,1.586449793,-0.069418103,-2,1.849000654,0
3602,-0.00218724,0.00184751,1.06e-4,-0.001853479,0.00191007,8.14e-6,8,38,24,0,19.46548727,3.840850588,13,33,19,8,30,17,0,21,7,0,17,3,-3.009758531,3.316349045,0.173626767,-3.988986274,3.85952581,0.138970791,-3.155672833,3.622401154,0.046781939,-2,2.202582768,5.79e-4
3971,-0.001679865,0.00249046,1.69e-4,-0.002198319,0.002485766,-1.65e-4,149,212,162,0,24.41213721,5.658506607,45,109,68,18,77,42,1,34,11,0,18,5,-1.678535256,2.067172886,0.256516879,-1.303831995,2.151897369,0.115907245,-1.859634865,1.822024014,0.038224136,-2.133333333,1.988269694,0.00455514
3913,-0.001307134,0.001211766,3.95e-5,-0.002033587,0.001758683,-1.28e-4,46,82,57,0,19.37240423,3.753724648,21,65,44,16,50,31,3,24,7,0,18,3,-1.585110017,2.293811363,-0.493527953,-1.513694299,1.722898484,-0.382768767,-2.082907208,2.708268697,-0.019431879,-1.988269694,1.833333333,0
3010,-7.26e-4,9.76e-4,5.72e-5,-0.001061587,0.001533724,6.87e-5,510,526,516,0,15.05705123,2.30357681,9,25,14,7,19,11,1,13,4,0,10,2,-1.619493125,1.98259985,-0.196058244,-1.523756893,1.715878983,0.099859398,-2.357261589,2.423072537,0.109848439,-2,2.141213516,0.078441102
3064,-0.001309148,0.002115274,1.31e-4,-0.001361443,0.002063055,9.94e-5,283,307,294.420914,0,20.44671228,3.069239199,9,25,14,5,22,12,0,18,6,0,15,3,-1.59365579,2.992680039,0.420563062,-1.871642155,5.091719769,0.452957964,-2.363792942,2.477302369,0.171396382,-2.035526756,1.988269694,0.077225055
3041,-0.001158198,0.001805277,9.9e-5,-0.001407862,0.001571352,3.74e-5,260,282,269,0,18.65931017,2.788742207,8,26,14,5,19,10,0,16,5,0,12,2,-2.229072979,3.197830801,0.047818675,-2.603653977,3.420319302,0.265991494,-2.392218378,2.904263271,0.171269649,-2.086996779,2.666666667,0.07912206
3089,-0.001590114,0.001544723,5.35e-5,-0.002173105,0.00286168,4.68e-5,412,444,424,0,26.72120139,4.560811115,15,71,34,8,51,23,0,24,9,0,18,4,-1.633283197,1.310422412,-0.304022911,-1.401636851,1.764258925,-0.100832158,-2.209626374,2.084102378,0.078488295,-1.924500897,1.833333333,0.039762596
3107,-0.00125367,0.001270726,3.78e-5,-0.00153177,0.001172604,-8.42e-5,431,470,442,0,19.20559327,5.549311817,24,63,47,11,63,32,2,21,9,0,14,4,-1.406757863,1.507191431,-0.335666547,-1.463129472,1.130660649,-0.194550351,-1.799540992,1.593831669,0.005327444,-1.849000654,1.479200523,0
3166,-0.00132778,0.002420089,1.13e-4,-0.001373314,0.002624403,3.81e-4,505,530,518,0,21.23891524,4.627367506,13,31,20,10,28,16,0,19,8,0,15,4,-1.55820696,2.353441993,0.568691018,-1.631732628,2.314694591,0.616973698,-1.525119204,2.270894831,0.194524013,-1.490711985,1.924500897,0.086013968
3251,-0.001072694,0.001412912,2.42e-5,-0.001065307,0.001331146,6.94e-5,315,335,325,0,21.97641776,2.789757636,10,26,14,7,19,12,0,16,5,0,15,2,-1.751394538,2.217288972,-0.131761609,-2.112822014,3.053706164,0.172161598,-2.277042328,2.594365188,0.045638136,-1.924500897,1.988269694,0
3317,-0.001471922,0.001541679,9.83e-5,-0.001361024,0.002172923,9.86e-5,533,566,543,0,26.26556358,3.325036237,11,38,28,6,37,16,0,24,6,0,19,3,-1.127999228,2.241683419,0.183200332,-1.721373985,3.841301586,0.457271968,-2.057145183,2.090190865,0.203486329,-2.666666667,2.666666667,0.10822464
3319,-0.001385708,0.002415563,5.37e-5,-0.002064263,0.002492008,1.42e-5,234,256,242.1334562,0,21.52751421,2.464474119,7,29,13,5,24,9,0,18,4,0,15,2,-2.245231668,2.759906581,-0.077467307,-2.45381469,3.196678319,0.078075052,-2.527976145,2.284779924,0.07946633,-2.666666667,2.309401077,7.91e-6
3343,-7.65e-4,0.001941319,5.34e-5,-0.001054739,0.001543344,1.14e-4,213,235,219,0,15.58731869,2.27994556,5,23,12,4,22,9,1,15,4,0,11,2,-1.352159181,2.854317646,0.359490353,-1.640959626,2.454170609,0.421908108,-2.121320344,2.543772204,0.170960338,-2.666666667,2.666666667,0.077876354
3449,-9.91e-4,0.001444283,2.39e-5,-9.8e-4,0.001263066,-6.44e-6,505,528,512,0,17.58916921,2.882977811,11,48,20,7,34,15,1,14,5,0,11,2,-1.533741052,1.94909326,-0.257069159,-1.424483891,2.23933581,-0.085024129,-1.962592493,1.97773839,0.054080237,-1.988269694,2,0.049432955
3475,-0.001714492,0.001835621,8.35e-5,-0.001558475,0.001732091,9.9e-5,281,311,292,0,25.58814559,3.795543742,12,32,20,6,31,16,0,24,7,0,18,3,-1.850866542,1.666841284,-0.040885644,-1.710465634,2.326213019,0.296643765,-2.030969533,2.236766113,0.14211209,-2,2,0.048857401
3463,-0.001358391,0.001471922,-3.73e-5,-0.001469771,0.001604988,2.06e-4,476,494,486,0,15.60173463,3.238328941,13,29,17,11,22,15,2,14,6,0,11,3,-1.579886212,1.890388872,0.211979375,-1.616726941,1.872241457,0.379045814,-2.036544671,2.137780745,0.199722175,-1.333333333,1.988269694,0.084904998
