lagoslakei,hcurv_min,hcurv_max,hcurv_median,vcurv_min,vcurv_max,vcurv_median,elev_min,elev_max,elev_median,slope_min,slope_max,slope_median,relief1000_min,relief1000_max,relief1000_median,relief500_min,relief500_max,relief500_median,relief100_min,relief100_max,relief100_median,relief50_min,relief50_max,relief50_median,dev1000_min,dev1000_max,dev1000_median,dev500_min,dev500_max,dev500_median,dev100_min,dev100_max,dev100_median,dev50_min,dev50_max,dev50_median
3745,-0.001793964,0.001285399,-2.32e-5,-0.001910871,0.001000094,-7.19e-6,147,175,160,0,15.43241348,5.069598068,29,61,44,12,44,29,3,18,9,1,11,4,-1.815555447,0.526227541,-0.805190454,-2.690233101,1.55073315,-0.390333353,-2.028241278,2.24210326,-0.017685209,-1.6932834,1.80952381,0
1825,-7.13e-4,8.17e-4,-1.14e-5,-7.35e-4,6.98e-4,1.18e-5,17,33,24,0,8.156525428,2.585863159,9,22,14,5,19,10,1,10,4,0,6,2,-2.848607164,1.737491833,-0.639573498,-2.92592531,1.940896532,-0.295274221,-2.376273213,2.289357261,0.043469493,-1.833333333,1.924500897,0
2222,-6.82e-4,8.41e-4,1.18e-5,-5.73e-4,7.72e-4,5.6e-5,39,51,45,0,12.93355746,2.212167825,7,24,12,6,14,8,0,12,5,0,9,2,-2.235228988,1.597677636,-0.412808865,-1.880157723,1.476528079,-0.038000122,-1.750964016,2.065262278,0.0010478,-1.763834207,1.763834207,0
2647,-8.48e-4,8.09e-4,3.92e-6,-0.001030027,5.82e-4,-4.93e-5,-1,13,3,0,8.762809577,1.854334169,11,20,16,5,18,12,1,10,3,0,6,2,-1.22395858,1.465713828,-0.29186711,-1.87676322,1.55593127,-0.304748278,-1.902331139,2.147844018,-0.077058926,-2.666666667,2.666666667,0
2742,-0.001002053,8.28e-4,4.14e-5,-6.15e-4,8.18e-4,5.68e-5,12,28,19,0,10.56024007,2.209670083,6,20,11,4,17,9,0,11,4,0,8,2,-1.758054573,1.827825759,0.25772582,-1.544628058,2.434323773,0.288937908,-2.827170497,2.373351271,0.079095478,-2.666666667,2.666666667,0
2989,-0.001560504,0.001642137,5.11e-5,-0.00164217,0.001735387,5.23e-5,13,33,22,0,14.46593391,4.592757938,14,28,21,11,27,19,2,16,8,1,10,4,-2.53683383,3.038513559,-0.141324277,-2.242494415,2.531196322,-0.074183001,-2.224117534,2.041645283,0.012010563,-2.211083194,1.788854382,0.001173646
3245,-0.001630077,0.002078002,8.31e-5,-0.001788306,0.001248159,-2.2e-4,333,386,354,0,21.53246469,6.687965288,39,80,65,30,67,45,0,24,12,0,13,5,-2.003697218,0.44487173,-0.97747848,-1.794825071,0.800893981,-0.472866548,-1.807273603,1.191376919,-0.025775148,-1.705605731,1.988269694,0
3282,-0.00228969,0.001828734,1.91e-5,-0.002352745,0.002279061,-1.07e-4,191,244,212,0,19.20638086,6.684588664,55,124,88,28,86,62,3,31,12,1,14,5,-1.685140901,0.779891643,-0.84993189,-1.725126807,1.984296326,-0.479508506,-1.76224517,1.386183067,-0.071152337,-1.885618083,1.55417468,5.19e-4
3530,-0.002485463,0.002359921,1.99e-4,-0.002926417,0.002899498,2.9e-4,273,312,293,0,27.54263052,6.067209876,19,42,27,15,41,25,0,30,12,0,19,5,-1.831518684,2.106752831,0.038706719,-2.185588866,1.77918491,0.243433898,-1.945294292,2.040671045,0.163188133,-1.988269694,1.80952381,0.085451502
3662,-7.1e-4,0.001177499,6.42e-5,-8.56e-4,0.001074822,2.61e-5,333,353,340,0,12.01663011,2.213550473,10,46,18,5,18,10,0,13,4,0,8,2,-1.595028927,2.165431057,-0.164166475,-1.765181927,2.705947675,0.174836673,-2.362551349,2.06489444,0.07936489,-2,2.666666667,0
3977,-0.001448024,0.001357835,8.57e-5,-0.001383362,0.00133052,-1.91e-4,201,231,209,0,16.86529342,3.731560907,57,106,76,8,67,40,2,21,7,1,13,3,-1.049491273,0.143772187,-0.604423491,-1.920845297,1.974637836,-0.428550056,-2.574802453,2.038304835,-0.016230217,-1.776672636,1.849000654,0
3995,-8.42e-4,0.002485177,5.4e-5,-0.00114711,0.002260887,2.23e-5,312,331,319,0,19.03230772,2.266900075,7,17,11,5,17,9,0,15,4,0,13,2,-2.344021595,4.335122813,0.323906331,-3.643898246,3.398131021,0.389382104,-2.97573522,2.360610424,0.139333323,-2.666666667,2.666666667,0
688,-0.001222182,0.002089579,3.85e-5,-0.001652386,0.001874204,3.36e-6,188,210,195,0,15.50685169,2.703590849,6,27,15,5,23,11,0,15,5,0,12,2,-1.586954165,2.742440047,-0.108667549,-1.790450199,3.941529287,-0.044163993,-2.495401176,2.647871914,0.00188245,-2.141213516,2,4.34e-5
1149,-0.002375645,0.002175229,7.8e-5,-0.002702694,0.001743934,-3.24e-4,290,342,309,0,20.91599227,6.407344897,67,151,92,17,97,56,3,28,11,1,14,5,-1.15905674,1.002324194,-0.443837414,-1.937919993,1.524316858,-0.397403511,-1.807053309,1.787741034,-0.00988648,-1.466666667,2.035526756,3.02e-4
1691,-9.77e-4,0.001475083,6.8e-5,-0.001080995,0.001479851,6.87e-5,180,200,189,0,14.45273768,2.823916099,8,25,13,5,23,10,0,13,5,0,11,2,-2.481247568,2.29712676,0.109687781,-2.106957712,2.506149704,0.234580818,-2.365053873,2.103440735,0.109532792,-2.666666667,2,0.050340187
1877,-0.001596568,0.001549294,-5.35e-5,-0.001361507,0.001557115,-3.64e-5,6,27,16,0,11.97464639,3.715529757,15,29,19,11,24,16,2,17,8,1,9,3,-2.13306564,1.251967677,-0.523625465,-2.220645931,2.386920782,-0.295404948,-1.888206795,1.882227312,-0.024052397,-1.905158689,1.885618083,0
2487,-0.001671141,0.001081107,2.35e-5,-0.001509702,0.001033223,2.14e-5,42,63,50,0,12.61071353,3.047967294,16,30,21,12,24,16,2,15,6,1,9,3,-2.07443747,0.985393299,-0.647746064,-2.066876404,1.345135387,-0.226233157,-1.61828132,1.603741519,0.070372354,-1.885618083,2.666666667,0
3011,-0.002633147,0.003344659,2.28e-4,-0.002930309,0.003992846,1.98e-4,222,257,240,0,25.8412556,5.307661621,15,66,32,13,60,22,2,29,10,0,21,4,-1.546062714,1.870741618,0.462212192,-2.120156044,2.109550669,0.422737515,-2.23405073,2.24210326,0.172403049,-1.788854382,2,0.070271818
3104,-0.001890322,0.003485724,-1.34e-5,-0.002441953,0.002734109,-1.68e-4,12,46,22.09864613,0,20.35336265,4.790448475,19,44,33,11,44,25,3,27,9,1,22,5,-1.986219743,3.820684486,-0.202282341,-2.328536692,3.161146921,-0.299120381,-2.085995704,2.232690335,-0.077538974,-2.177324216,2.059340211,-0.025097981
3177,-0.001810819,0.00246011,4.54e-5,-0.002226822,0.002477444,1.07e-4,285,307,295,0,21.56840363,2.804240194,9,31,16,4,27,13,0,19,5,0,14,2,-2.056251935,2.291888447,0.0477414,-1.958793818,2.779949837,0.234690838,-2.55189646,2.364955766,0.171819305,-2.666666667,2.666666667,0.078323989
3238,-0.001468188,0.001608013,9.86e-5,-0.001418302,0.001799723,3.82e-5,413,435,421,0,16.76803568,3.080188761,11,36,19,9,35,15,2,21,6,0,14,3,-1.708898592,2.103019668,-0.118960125,-1.639799436,2.920522796,0.077279771,-2.30170814,2.466279615,0.076030241,-1.833333333,1.92531966,0.052980722
3441,-0.001258365,0.002037593,1.15e-4,-0.001638713,0.002217656,5.27e-5,315,336,322,0,21.85882318,2.611645325,8,21,12,5,21,10,0,17,5,0,15,2,-1.480268703,4.100836654,0.703911917,-1.379514998,3.486636827,0.545697419,-2.548649331,2.590299899,0.139963413,-2,2.666666667,0.048147451
3576,-0.00231823,0.002484481,1.67e-4,-0.002436381,0.001782424,-1.67e-5,407,450,422,0,22.79347803,4.998994059,26,54,38,12,46,29,2,24,10,0,15,4,-1.349557675,1.49823035,-0.335582546,-1.351226415,1.456348598,-0.193971512,-1.448711896,1.879286943,0.069976121,-1.511857892,1.763834207,0.052210549
3534,-0.001178448,0.002006277,1.59e-4,-0.001674959,0.001825268,2.16e-5,517,554,526,0,24.42955805,3.932594106,11,56,28,6,43,15,0,23,7,0,18,3,-1.367126065,2.49057813,-0.195824057,-1.607773571,3.223222442,0.174187491,-2.14324544,2.709677522,0.10892243,-2,1.849000654,0.055407374
3632,-5.39e-4,0.001338324,1.1e-5,-9.22e-4,0.00126617,3.84e-6,378,393,383,0,13.44496954,1.5796815,6,16,10,4,16,7,0,14,3,0,11,1,-1.345871218,3.783592389,0.391688035,-1.093968943,3.344799041,0.329047913,-2.411205564,2.889369412,0.001412239,-2.666666667,2,0
3701,-0.001738464,0.00215937,1.43e-4,-0.001568267,0.001663703,1.61e-4,494,526,505,0,21.21457578,3.970082527,17,36,23,8,33,18,2,27,8,0,17,3,-1.526845593,1.922466867,0.05238049,-1.648999557,1.798986881,0.256475624,-2.177509386,1.886485926,0.139150087,-2.309401077,2,0.077878615
3712,-0.001129,0.001086048,-5.34e-5,-9.07e-4,9.26e-4,-1.63e-4,295,311,299,0,10.75997212,2.827946447,13,35,24,9,23,16,1,13,6,0,7,2,-1.702002909,0.69102318,-0.977076903,-1.33545943,1.176528579,-0.509838006,-1.813269954,2.081040781,-0.134153281,-1.849000654,1.849000654,0
3665,-0.003098543,0.004013432,2e-4,-0.004342142,0.004171067,-3.29e-4,172,245,196,0,42.15408273,11.18010599,65,140,105,25,117,72,3,43,20,0,34,8,-1.386184504,1.371756795,-0.368786835,-1.350850564,1.916796903,-0.228015902,-1.359178432,1.770363961,0.007736281,-1.80952381,1.424791223,0.001190251
3774,-0.001548047,0.001607103,-2.31e-5,-0.001425772,0.001631172,1.6e-4,495,519,506,0,13.85787554,3.704791834,14,27,17,11,27,17,2,18,7,1,9,3,-2.424264922,2.710951608,0.046139821,-1.984694735,2.001426007,0.051997266,-2.022553162,2.058772778,0.043468302,-1.885618083,1.63784605,0
3839,-0.002238878,0.002275215,1.05e-4,-0.002518607,0.002470212,2.01e-4,520,552,533,0,20.66224517,4.197302631,15,41,23,9,32,17,0,23,8,0,15,3,-1.538016069,2.522001549,0.143187346,-1.519096158,1.981431389,0.303751487,-2.147029062,1.966755585,0.141078106,-2,2.141213516,0.048380735
3798,-0.001039582,0.001585759,5.48e-5,-0.001163127,0.001846576,1.74e-4,249,267,259,0,22.26828455,2.767757314,9,18,11,8,18,11,2,16,5,0,15,2,-1.927881563,2.480018221,0.452617636,-1.510299512,2.247313134,0.48963824,-2.12558191,1.943533608,0.203330774,-2,2,0.077068672
3857,-0.001038859,0.00127472,9.92e-5,-0.001226179,0.00119552,1.27e-4,316,330,325,0,12.8129935,2.831879685,14,26,19,7,24,12,1,12,6,1,8,2,-1.560793231,1.594275081,0.229358469,-2.135339259,2.119073215,0.423490441,-1.731071569,1.887474992,0.117515165,-1.988269694,1.763834207,0.052020284
3870,-0.001435789,0.001760656,-5.24e-5,-0.001803935,0.001282457,-2.03e-4,399,439,415,0,16.24505969,4.707092314,128,231,197,22,141,76,4,32,10,0,11,4,-1.09182304,-0.356737995,-0.736202997,-1.438589107,0.105502804,-0.495010744,-1.97773839,2.314598044,-0.075460634,-1.763834207,1.849000654,0
4035,-0.001180629,0.002061818,3.84e-5,-0.001040201,0.001937765,9.83e-5,288,309,297,0,21.0253492,2.782607744,11,27,17,6,24,14,1,19,6,0,15,2,-1.412120687,2.135235529,0.180010543,-1.676792545,2.325578378,0.235512761,-1.970424755,3.551895245,0.171676209,-2.666666667,2,0.08045424
3992,-7.6e-4,0.001928234,1.12e-4,-7.59e-4,0.002037437,-7.87e-6,522,539,527,0,13.30017966,2.792009623,9,21,14,6,17,12,1,13,5,0,9,2,-1.409660754,3.108150794,-0.049204416,-1.301018358,3.865482157,0.016839566,-2.263478565,2.349736361,0.072562821,-1.924500897,2,0
4087,-9.1e-4,0.001263275,1.14e-4,-8.91e-4,0.001191595,1.28e-4,463,480,473,0,12.69349801,2.790930907,11,66,27,6,33,11,2,11,5,0,9,2,-1.118272722,2.186659418,0.068058456,-1.338304323,2.986039625,0.390998523,-2.053947126,2.057145183,0.202633821,-1.763834207,2.086996779,0.099807989
4267,-0.001092461,0.001300503,4.93e-6,-0.00127763,0.001302547,-5.66e-6,353,384,362,0,13.72550949,2.778022107,9,72,23,5,55,13,0,17,5,0,10,2,-1.635045628,2.048113968,-0.352279214,-3.174846694,2.812575264,-0.076444936,-2.624067637,2.320842189,0.045199669,-2.121320344,2,1.7e-4
4265,-0.002149137,0.001742181,8.53e-5,-0.002269823,0.001935887,1.07e-4,492,563,522,0,24.30763938,5.693229689,26,103,56,14,73,31,2,28,10,0,18,4,-1.467286951,1.545628328,-0.289549053,-1.627546925,1.962929175,0.008264831,-2.71900835,2.083008433,0.078707007,-1.763834207,2.133333333,0.02437604
4279,-0.001229759,0.001146865,-2.26e-5,-8.59e-4,0.001163477,-8.55e-5,277,301,284,0,10.14589512,2.772771423,14,47,23,7,25,17,1,14,5,0,6,2,-1.753585608,2.357008111,-0.613812761,-2.089369172,2.211906945,-0.294807959,-2.194067575,2.153400875,-0.047677932,-1.885618083,1.511857892,0
4246,-0.002868066,0.002147386,1.48e-5,-0.00197605,0.00172309,2.22e-4,344,368,359,0,20.38391795,3.837620066,15,34,24,10,29,17,1,17,8,0,15,3,-2.571030049,1.266904795,0.006804724,-2.007481456,1.606570099,0.209583495,-1.722372647,1.909580073,0.148472606,-1.833333333,2,0.068631027
4238,-0.001504954,0.001919306,5.38e-5,-0.001846103,0.002145167,1.58e-5,238,273,251,0,18.33956736,2.691962761,13,32,22,7,28,16,1,18,5,0,13,2,-3.044896526,3.825988874,-0.39171704,-2.25817757,2.66411581,-0.046730442,-2.294436118,2.046714001,0.077740238,-1.885618083,1.849000654,0
4254,-0.001873498,0.001569805,8.33e-5,-0.002359507,0.002127176,7.58e-5,242,264,251.7607441,0,23.62940889,3.069604686,10,35,20,6,31,14,0,17,6,0,16,3,-2.035060035,2.740262063,-0.235595314,-2.120193662,2.473748295,0.079689046,-2.057983022,2.649985667,0.111265714,-2,2,4.01e-4
4333,-9.68e-4,0.001081068,3.78e-5,-7.02e-4,0.001099078,1.95e-5,450,467,458,0,10.58717748,2.681774792,10,25,15,7,22,12,1,13,4,0,8,2,-1.752759175,2.289096419,-0.20389549,-1.85804374,3.204879488,0.01433527,-2.294563761,2.21076732,0.012866464,-2.666666667,1.849000654,0
4303,-0.001043721,0.00145906,3.83e-5,-0.001531896,0.001782032,-1.61e-4,256,274,259,0,19.57482725,2.517713422,11,29,24,10,28,16,0,18,5,0,14,2,-1.364392297,1.614732369,-0.805135906,-1.294279084,1.789297982,-0.461259593,-2.059546773,2.110066146,-0.107346119,-2.141213516,1.763834207,0
4305,-0.001837014,0.004031518,1.7e-4,-0.002484569,0.002607492,-1.71e-4,260,329,277,0,19.03922599,8.291339697,37,109,81,18,85,53,2,29,15,1,15,6,-1.170214585,1.542031586,-0.55278408,-1.233808984,3.025029847,-0.297902102,-1.955148879,1.771984834,0.007556765,-1.833333333,1.63784605,0.024491319
4298,-0.001790318,0.001910027,2.19e-4,-0.001997289,0.002103489,1.38e-4,332,360,343,0,24.1393278,4.144321078,14,44,24,7,43,18,2,25,8,0,16,3,-1.571612363,1.982900346,-0.054878943,-1.471405902,2.422556866,0.288054978,-1.839875086,2.142944878,0.17858222,-1.763834207,2.666666667,0.075732721
4323,-0.001817306,0.001478842,6.7e-5,-0.001710805,0.002078627,3.9e-4,304,327,319,0,24.44408829,3.252019946,12,27,18,10,23,15,2,20,8,0,17,3,-2.68170211,1.546315767,0.264923997,-2.019119846,1.727770425,0.475484823,-1.913918822,2.161963425,0.233185991,-1.833333333,2,0.101266433
4311,-0.002391409,0.001528845,7.6e-5,-0.001675298,0.001794022,1.45e-4,0,26,14,0,28.23859816,4.046116545,17,40,24,12,33,19,2,25,9,0,22,4,-2.160781536,1.151018473,-0.289832317,-2.118646655,1.55797277,0.054333834,-2.595746975,3.721633571,0.139292699,-1.849000654,2.141213516,0.047320596
4389,-0.002324117,0.004752481,4.25e-5,-0.004360998,0.004433115,2.74e-4,289,332,311,0,28.27615099,6.547455714,20,49,31,18,41,27,0,35,14,0,19,6,-2.498013334,1.689377776,-0.170509009,-1.919037631,2.056566454,0.196623996,-1.964512182,1.968404194,0.162734071,-1.763834207,1.875146502,0.06930743
4506,-8.04e-4,0.002093793,7.65e-6,-0.001434022,0.001992686,-1.04e-5,236,265,242,0,17.25301963,3.056115771,10,40,24,6,29,14,0,18,6,0,12,3,-1.401948405,2.428821626,-0.32161787,-1.183928351,2.291149835,-0.054256438,-1.855121477,2.197710173,0.04583088,-2.666666667,1.763834207,0
4573,-6.4e-4,8.08e-4,4.94e-5,-0.001347373,0.00113143,-1.31e-4,254,277,259,0,12.4768439,2.255401242,19,39,32,7,35,19,1,15,4,0,8,2,-1.41238694,1.250240082,-0.806565273,-1.518841175,1.662537396,-0.460289513,-2.131965103,1.962592493,-0.080264203,-2,1.421338109,0
4676,-0.00151087,0.002622561,1.08e-4,-0.001703265,0.002823656,-7.64e-5,326,368,335,0,17.61143055,4.095086013,20,55,39,10,49,22,1,22,9,0,11,3,-1.684103122,1.437970531,-0.521882968,-1.470727743,2.560760186,-0.168944397,-1.930462569,1.663160362,0.0234921,-1.479200523,2,0.027714764
4667,-9.61e-4,0.001025332,2.22e-5,-0.00111996,0.001101239,3.75e-5,349,362,356,0,15.44037503,2.247355263,7,20,12,6,17,9,0,11,4,0,11,2,-1.987641587,1.742552856,-0.319560129,-2.033525894,1.731676452,0.02407188,-2.323062792,2.349736361,0.011099515,-1.988269694,2,0
4669,-0.003152056,0.002987614,7.68e-5,-0.003251659,0.003734874,1.06e-4,420,458,432,0,37.27684897,4.361075511,12,47,27,9,39,20,0,31,8,0,28,3,-2.484966239,2.305836675,-0.265493999,-2.262375425,2.183126955,0.014869785,-2.136700392,2.556677614,0.078171893,-1.885618083,2,0.039776417
4723,-0.001424412,0.001452941,-9.99e-5,-0.001837655,0.001263039,1.92e-4,431,462,444,0,14.69668088,4.569914174,21,49,32,12,39,22,2,17,8,0,8,3,-1.784372721,1.447700036,-0.430252802,-1.596540656,1.332804106,-0.133932064,-1.756024278,1.967541527,0.054324784,-1.833333333,2.666666667,0.0011858630000000001
4736,-0.001514615,0.001829187,6.74e-5,-0.001309151,0.001900183,-5.38e-5,341,358,346,0,16.38616768,2.679194597,7,23,14,4,20,10,0,17,5,0,12,2,-1.588891329,2.583522426,-0.239193469,-1.453118376,3.834931506,0.046366782,-2.25416871,2.293650195,0.006226266,-2.666666667,2,0
4679,-0.002248637,0.002594579,4.8e-5,-0.002229714,0.002787591,-5.6e-4,535,602,549,0,25.74268769,8.291252302,57,129,95,20,97,62,3,33,16,1,16,6,-1.522636084,1.319661733,-0.725025751,-1.356970836,1.732314115,-0.46108034,-1.810560998,1.730066103,-0.08648326,-1.479200523,1.763834207,-0.037925908
4756,-0.001169261,0.001319813,7.57e-6,-0.001182919,0.001362191,-6.9e-5,273,297,283,0,13.00888259,3.167777734,13,56,21,8,25,13,2,16,6,1,9,3,-2.289394128,1.305016309,-0.650166168,-3.247277251,2.908448807,-0.326613832,-2.460098367,2.286885202,0.011326255,-2.141213516,1.885618083,6.75e-4
4760,-0.001510478,0.001838077,6.83e-5,-0.001478803,0.002689806,2.9e-4,180,200,192,0,25.12751322,2.789941609,12,28,17,9,24,15,1,18,5,0,17,2,-1.436971758,2.421858897,0.318426935,-1.599457306,2.022428165,0.461232096,-2.049758082,1.744761992,0.194138108,-1.833333333,1.763834207,0.103657684
4870,-0.001052188,0.001857344,6.76e-5,-0.001346995,0.001856149,2.25e-5,440,465,448,0,16.86205553,2.553127702,8,30,15,4,29,12,0,18,5,0,11,2,-1.804918552,3.286082737,0.140861555,-1.804076515,3.425702878,0.202238039,-2.127526732,2.319475847,0.078437184,-2.666666667,2.141213516,1.82e-4
4964,-0.001620581,0.001547326,1.15e-4,-0.001846985,0.001457853,1.91e-4,539,578,553,0,17.14636345,5.283137378,23,69,43,12,47,27,2,20,10,0,13,4,-1.576840523,1.157907549,-0.226056594,-1.373109209,1.425894273,0.006087337,-1.559867957,1.770083705,0.133849047,-1.988269694,1.833333333,0.054039572
448,-0.001249167,0.002282381,8.32e-5,-0.001144212,0.002184675,6.95e-5,250,276,261,0,24.23475174,3.827768869,13,35,21,9,33,18,1,24,7,0,16,3,-1.712131121,2.590685805,0.357831098,-1.678870882,2.370112812,0.389725113,-2.001732822,2.021926477,0.140380079,-1.849000654,2,0.070472993
495,-0.002719002,0.002476457,7.28e-5,-0.002508055,0.00232126,1.69e-4,495,530,509,0,26.18572679,5.42742916,18,38,25,12,35,21,0,25,9,0,17,4,-1.906625729,1.985751226,0.021514936,-1.970916527,1.893797558,0.14675034,-1.785325794,1.819923376,0.134105966,-1.924500897,2,0.071376647
506,-0.002103394,0.004930514,1.08e-4,-0.00373411,0.003008722,-5.04e-4,186,307,193,0,48.83330221,5.14394443,76,158,140,9,146,112,2,70,8,0,35,5,-0.957060177,1.505403931,-0.570885682,-1.032438801,1.49371578,-0.431418244,-2.138105604,2.13839167,-0.109493693,-1.885618083,1.829318242,-0.041077853
695,-0.001474792,0.002827744,1.07e-4,-0.001768885,0.002662166,4.59e-5,302,330,313,0,23.26430723,2.745197246,8,35,17,4,26,13,0,19,5,0,16,2,-2.207762731,7.553071053,0.156255188,-2.850134748,5.747212171,0.282991947,-2.505064705,2.513040108,0.140530937,-2.666666667,2.666666667,0.04911638
711,-0.002127785,0.001384663,-1.01e-4,-0.002468022,0.0014512940000000001,-2.6e-4,435,475,449,0,19.51419046,6.939495801,44,178,112,25,114,44,4,26,12,1,14,5,-1.318643977,1.150373167,-0.771564975,-1.41011709,0.935815196,-0.460255764,-1.928590972,1.862234665,-0.085035581,-1.666666667,1.466666667,-0.037952179
888,-0.001293893,0.002171755,9.74e-5,-0.002280579,0.002322702,1.06e-4,410,441,417,0,30.34891444,3.298095191,12,33,21,7,31,16,0,23,6,0,21,3,-1.397155375,3.621950404,0.138881839,-1.601292059,2.364022724,0.212027502,-1.573411948,1.998501478,0.085335529,-2.666666667,2,0.001942867
1019,-0.00206912,0.001995683,7.83e-5,-0.002255296,0.002077626,3.2e-4,297,325,314,0,30.58398463,4.801426523,15,45,26,12,33,19,0,24,10,0,22,4,-2.832480245,1.154170405,-0.320524624,-2.30685232,1.364474078,0.226301304,-1.989898951,1.792869392,0.210734138,-1.663214816,1.885618083,0.101852572
971,-9.46e-4,0.001531512,3.75e-5,-0.001480693,0.001479055,-5.36e-5,289,311,295,0,18.43854523,2.776788831,9,25,17,6,22,14,0,19,5,0,15,2,-1.415683865,2.837716796,-0.298943424,-1.300257297,2.966402127,-0.140940336,-2.049758082,2.360610424,0.013178379,-2.666666667,2.666666667,8.44e-4
1073,-0.001633649,0.002053982,8.3e-5,-0.001628564,0.001692747,2.19e-5,366,398,377,0,19.65579709,3.224800806,12,33,22,7,32,16,0,21,7,0,14,3,-1.800493679,2.883346459,0.048173269,-1.701897427,2.905475921,0.170186,-1.871955216,2.088147591,0.117980824,-1.988269694,2.666666667,0.077628575
1064,-0.004467463,0.004692421,2.13e-4,-0.003975251,0.003456569,7.74e-5,365,430,382,0,34.32437354,6.203471465,14,80,40,8,79,28,0,37,12,0,26,5,-1.162788982,3.374367017,0.013199966,-1.311809615,4.218250768,0.139978216,-1.867278372,2.047668506,0.102542759,-2.666666667,2.666666667,0.047532666
1088,-0.002203271,0.001755321,1.43e-5,-0.001946862,0.001565365,-5.39e-5,13,38,24,0,16.96075969,4.63498337,14,33,21,10,28,17,3,22,8,1,12,4,-2.533250369,2.49224425,-0.329077348,-2.43478646,2.788593504,-0.140601356,-2.516706754,2.422608551,-0.015508146,-2.275000492,2.27597817,0.002175806
1146,-0.001531846,0.002457684,7.47e-5,-0.001932257,0.002231995,-1.15e-5,472,503,479,0,19.71081001,2.798142445,8,35,23,0,32,14,0,23,6,0,14,3,-1.30918768,3.32343408,-0.14494628,-1.49085569,2.916188613,-0.015987552,-2.203197228,2.648796312,0.045623908,-2,2,4.12e-4
1105,-6.26e-4,0.001189777,4.82e-5,-0.00103305,0.001318275,-9.88e-5,27,38,31,0,10.24119322,2.260539686,17,48,32,6,30,10,1,10,4,0,6,2,-1.120571522,0.774798781,-0.441179799,-1.671999583,2.623361874,-0.328420595,-2.325941906,2.792177966,-0.07585061,-2,2.666666667,0
1204,-0.001070602,0.001674587,6.84e-5,-0.001548508,0.001734666,3.95e-5,455,484,463,0,18.75420315,3.704791834,10,56,23,8,48,18,2,18,7,0,12,3,-1.104839539,2.557489825,-0.052914733,-1.328168154,2.418884676,0.023944886,-2.161165438,2.512436086,0.108947907,-2,2,0.050302539
1196,-0.001457842,0.001207192,1.15e-4,-0.001277262,0.001414307,2.52e-5,495,515,504,0,20.13447769,3.078122493,11,45,22,7,29,13,2,15,6,0,13,3,-1.705426341,2.011499607,-0.116553362,-1.59422678,2.342042828,0.226676677,-1.744761992,1.78571491,0.132616404,-1.988269694,2,0.049507092
1315,-5.51e-4,0.001031217,1.2e-5,-7.31e-4,7.18e-4,-1.9e-5,246,260,249,0,7.543797295,1.603987594,10,34,18,3,19,10,0,10,3,0,5,1,-1.65745988,1.18325968,-0.476858065,-1.71629388,2.509624666,-0.233911948,-2.11549117,2.600977812,-0.022874421,-2.666666667,2.666666667,0
1387,-0.001763754,0.002788113,1.39e-4,-0.002533091,0.003242382,2e-4,489,521,502,0,27.2142704,4.82617452,17,38,23,10,34,19,0,28,9,0,17,4,-1.551329295,2.574795877,0.173096255,-1.616924943,2.472669682,0.364196719,-1.668520991,2.17734176,0.163765575,-1.663214816,1.847739542,0.083953689
1351,-0.001226944,0.002151844,1.14e-4,-0.001242953,0.001561399,5.22e-5,239,261,250,0,18.88205186,3.0734869,11,24,15,6,22,13,0,17,6,0,13,3,-2.388070288,2.65287466,0.299747603,-2.430047532,2.977322005,0.424628769,-2.326753194,2.29762041,0.081084579,-1.833333333,1.781741613,0
1533,-0.001249681,0.001188011,5.2e-5,-0.001805666,0.00185411,1.28e-4,496,520,508,0,19.38099823,3.945930708,13,34,20,11,27,17,1,19,8,0,13,3,-1.524326105,2.091262084,-0.070475543,-1.807790495,2.005379856,0.198064883,-1.735725011,2.157400861,0.070907372,-1.539600718,1.924500897,0.027312388
1579,-0.002238146,0.003241518,7.61e-5,-0.002226225,0.002907482,1.37e-4,20,61,43,0,32.66269873,4.641077794,17,39,25,13,36,20,0,31,10,0,25,4,-2.375654826,2.305398861,0.016366856,-2.187600343,2.575371855,0.23282471,-2.479115378,2.901120596,0.139120451,-1.924500897,2.201581288,0.045237919
1558,-9.34e-4,0.001468649,6.87e-5,-0.001406501,0.001806257,5.32e-5,463,492,472,0,20.32918395,3.087054136,11,51,20,0,39,16,0,20,6,0,14,2,-1.407085798,3.758909661,-0.014830029,-1.668073994,3.70984805,0.04608856,-2.19089023,2.440216918,0.079926036,-2.666666667,2.141213516,1.12e-4
1546,-0.001904441,0.001393109,1.16e-4,-0.001718175,0.001208597,1.45e-4,472,504,485,0,19.93161875,4.627367506,16,37,22,12,32,19,2,19,10,0,16,4,-2.023778111,1.924711398,-0.287648261,-1.715453107,1.656385901,0.054392159,-1.64397069,1.896380182,0.115455503,-2,2,0.079220182
1668,-0.002322416,0.003079766,7.64e-5,-0.002043941,0.002453444,1.06e-4,302,345,313,0,22.48365387,3.930088381,13,52,27,5,52,21,0,31,8,0,18,3,-1.402488104,2.527990109,-0.00812822,-1.339088423,2.406677254,0.163863667,-2.206950141,2.280514504,0.11045425,-2,2,0.049231788
