NLAID,area,perimeter,SDI,bbox_lw_rat,dist_pole
NLA12_NH-108,341074.013183594,2681.28154432667,1.295,1.232,242.37032371653004
NLA12_NH-109,702848.87109375,4566.07253719077,1.536,1.945,268.5091636329379
NLA12_NH-111,407982.796875,4371.48500131409,1.931,3.678,154.71337544631936
NLA12_NH-112,26420.1879882813,698.884183509194,1.213,1.322,68.80125905722423
NLA12_NH-115,203545.467285156,2418.76921794683,1.512,2.132,163.27259836860125
NLA12_RI-110,19220.5815429688,531.173592135572,1.081,1.665,58.40311087483801
NLA12_RI-113,49771.1245117188,886.778003435912,1.121,1.136,94.50638743875824
NLA12_VT-101,821596.876953125,5076.46321526382,1.58,3.26,308.03538992595145
NLA12_VT-106,94957.81640625,1192.06165439691,1.091,1.504,136.83800387953949
NLA12_VT-109,108980.575683594,1562.13999020792,1.335,1.045,126.98806733488038
NLA12_VT-115,63567.4521484375,1392.89424107393,1.558,2.685,94.88831057842626
NLA12_VT-121,36540.6708984375,837.827061541938,1.236,1.321,72.79011428141727
NLA12_VT-125,66405.2670898438,1243.36983402752,1.361,2.407,82.61101471806438
NLA12_VT-132,44206.5478515625,995.380092697825,1.335,2.353,76.27389223072309
NLA12_VT-139,24559.1220703125,659.035437054804,1.186,1.329,69.03744176472632
NLA12_VT-143,1558333.88720703,9365.51237384411,2.116,4.996,288.09692679725833
NLA12_VT-144,107052.89453125,1373.51403871249,1.184,1.7,136.68683177181282
NLA12_VT-152,79799.173828125,1280.16409744242,1.278,2.966,92.84694436700872
NLA12_VT-153,54005.5986328125,1136.0202400996,1.379,3.235,65.61315573621711
NLA12_VT-155,95432.2236328125,1372.39884075332,1.253,1.862,128.62763831656866
NLA12_VT-157,61017.5434570313,996.910249866966,1.138,1.766,100.77006999542786
NLA12_VT-158,59785.9541015625,1006.45872630654,1.161,1.813,102.34532663625458
NLA12_VT-159,89223.3408203125,1293.56371297278,1.222,1.837,113.03573028058516
NLA12_VT-164,408246.384765625,5858.31769998458,2.586,3.634,209.3962617516092
NLA12_VT-165,311389.897460938,2640.58953221039,1.335,2.89,185.0453410092756
NLA12_VT-168,171033.036621094,2586.57289310162,1.764,4.109,121.51218170895216
NLA12_VT-169,115221.973144531,1562.42448439369,1.298,1.18,122.2390276506348
NLA12_VT-174,35704.052734375,1119.29454007074,1.671,1.844,65.28793016686728
NLA12_VT-175,238071.998046875,1970.04923422225,1.139,1.306,212.99462822297195
NLA12_MA-101,152457.411132813,1555.73514424559,1.124,1.693,173.41343750917957
NLA12_MA-111,108437.212402344,1919.58689945165,1.644,4.562,83.57310999432421
NLA12_RI-111,71707.4936523438,1285.8804913201,1.355,3.112,78.71815040646705
NLA12_NY-0103,614149.297363281,4569.69626495311,1.645,1.229,294.7367636259109
NLA12_VT-R01,125478.008300781,1737.68914669954,1.384,1.96,136.94130837331338
NLA12_NY-R02,166405.929199219,2175.52581825647,1.504,2.807,151.47714450741145
NLA12_VT-R02,262183.947753906,2454.3180402489,1.352,2.687,172.30715456039758
NLA12_NY-R06,18193.4475097656,500.017240531037,1.046,1.429,63.134961059980505
NLA12_NY-0110,30613.2651367188,739.530191871342,1.192,2.349,67.77225747383225
NLA12_NY-R03,25251.0625,673.130258675751,1.195,1.618,67.87564882393762
NLA12_NY-0111,44581.0852050781,990.288398105889,1.323,2.593,78.62939729018686
NLA12_NY-R11,555021.205566406,3369.03302047464,1.276,1.114,328.0345514291498
NLA12_NJ-R01,36311.4758300781,932.399796144413,1.38,3.969,53.714836153392035
NLA12_NY-0108,44486.7006835938,1275.29464515262,1.706,3.904,55.4700527140607
NLA12_VT-104,411262.024414063,3479.40568525649,1.531,3.506,191.94293910883187
NLA12_VT-149,58873.6279296875,1084.47995241012,1.261,2.747,86.42200902990642
NLA12_CT-101,194602.203613281,2788.73884017217,1.783,2.736,151.0018288744687
NLA12_CT-103,561996.725585938,5837.00507008864,2.196,2.862,188.9226174032684
NLA12_CT-104,367324.312988281,2872.67620906756,1.337,2.404,230.872903214239
NLA12_CT-105,105916.917724609,1700.23029333462,1.474,3.041,122.63314526330589
NLA12_CT-108,389098.580078125,5195.86380867006,2.35,6.119,120.71611090425746
NLA12_CT-115,1117119.89257813,6223.43280950533,1.661,1.274,318.36634816636933
NLA12_CT-118,255197.078613281,2802.21596848135,1.565,4.363,133.4192408912493
NLA12_CT-126,339185.83203125,3128.2889575596,1.515,1.486,192.69845459589752
NLA12_MA-102,2024299.2109375,12369.9541973176,2.453,2.279,388.7778102616589
NLA12_PA-102,631960.765380859,3830.79213850186,1.359,1.021,309.1725048215637
NLA12_PA-106,4489603.05541992,37738.0108837039,5.024,4.78,401.18307839523806
NLA12_PA-117,16289.486328125,555.233545703017,1.227,1.571,51.69079958838182
NLA12_RI-102,637954.856933594,5982.38101175639,2.113,1.647,225.39772406054752
NLA12_RI-103,569625.308105469,6951.75846601987,2.598,2.856,166.03472696808828
NLA12_RI-104,937524.041992188,9556.27800781537,2.784,2.704,238.96978601823926
NLA12_RI-108,2516739.24414063,29942.0975658795,5.324,1.807,285.6197304802534
NLA12_RI-112,835674.996582031,8024.37706391894,2.476,2.001,223.66217330227371
NLA12_VT-102,833521.900878906,4253.67539762314,1.314,2.106,331.7050845356326
NLA12_VT-110,71637.4067382813,1485.66851896454,1.566,1.957,108.8008428186535
NLA12_VT-112,108606.854980469,1542.17006419002,1.32,1.975,104.1870843824064
NLA12_VT-114,1775576.42871094,5589.3998731432,1.183,1.375,569.5511364743537
NLA12_VT-119,211508.404785156,2316.11235979202,1.421,3.511,141.23705426497014
NLA12_VT-120,355827.48046875,4521.84148749049,2.138,1.403,145.3781647627188
NLA12_VT-123,47929.3188476563,955.703153537297,1.231,2.038,73.1841443949719
NLA12_VT-124,501417.88671875,2705.33516537759,1.078,1.531,302.21771640537224
NLA12_VT-129,74801.8930664063,1318.39178034547,1.36,2.047,101.91682727610382
NLA12_VT-131,162789.351074219,2578.1923895876,1.803,3.455,125.12536152827978
NLA12_VT-134,41278.9956054688,765.922880840431,1.063,1.143,100.6813470582733
NLA12_VT-135,90269.7143554688,1318.64317139617,1.238,1.021,124.73162986405397
NLA12_VT-138,523444.064453125,3240.72215397704,1.264,1.843,319.4415426422583
NLA12_VT-141,41293.5932617188,870.449892762145,1.208,1.513,82.51549284458778
NLA12_VT-151,22426.1752929688,634.03089053832,1.194,2.311,54.33362182407314
NLA12_VT-163,790455.612304688,6399.50989372488,2.031,1.632,238.0639709202765
NLA12_VT-166,78077.9140625,1241.60998801181,1.253,1.771,106.73997004381985
NLA12_VT-171,123320.776367188,1664.10570988643,1.337,1.18,131.51550575163353
NLA12_VT-177,25332045.1533203,41136.6771598251,2.306,2.197,1714.5322832859888
NLA12_VT-178,27126.7436523438,828.407586148788,1.419,1.646,60.57754195505661
NLA12_NJ-101,227240.751464844,2950.43617256741,1.746,3.507,166.2199984429798
NLA12_NJ-102,653285.320556641,5103.48212736993,1.781,1.663,298.4176040715002
NLA12_NJ-103,226427.960205078,2529.0774218589,1.499,3.473,158.1172466336088
NLA12_NJ-105,119990.477050781,2934.86623760858,2.39,4.899,71.8686646209868
NLA12_NJ-106,46812.3725585938,1768.73645843315,2.306,4.429,43.17481223407199
NLA12_NJ-107,34435.5625,808.129776573841,1.228,2.481,62.133574750455196
NLA12_NJ-118,25318.2333984375,721.117835409093,1.278,2.086,54.429612658924384
NLA12_NJ-108,286974.522949219,7516.46558208968,3.958,3.65,81.91696485284933
NLA12_PA-R10,169240.540283203,2277.17060650817,1.561,3.917,108.48734605270913
NLA12_NY-R07,13666.9208984375,541.478796851356,1.307,2.998,35.26194677002681
NLA12_NY-0112,40949.1362304688,838.109872060564,1.168,1.666,81.04184523874262
NLA12_VA-R18,39562.6901855469,1239.90190721116,1.758,1.684,56.76565884030344
NLA12_VA-R05,3608496.04956055,53123.1116611114,7.889,1.643,276.2356761554539
NLA12_VA-R14,14605.5102539063,481.211146400101,1.123,1.837,50.846628706063996
NLA12_DE-101,654747.537109375,9836.26681476568,3.429,2.662,150.94660726143618
NLA12_DE-102,230486.743408203,4427.94507657246,2.602,2.738,102.16150895300174
NLA12_DE-107,142216.077636719,2595.43186245749,1.941,4.009,90.22549915419641
NLA12_PA-103,201266.412597656,1811.9242167587,1.139,1.938,188.48535461000864
NLA12_PA-105,126195.28125,1399.4288602106801,1.111,1.145,162.98267921387597
NLA12_PA-108,3972058.61474609,17361.7773643302,2.457,2.096,585.9407832441926
NLA12_DE-103,272760.275878906,3812.61387936117,2.059,2.548,131.1964909038382
NLA12_DE-121,238001.965820313,3015.94276126643,1.744,3.318,121.50208583510609
NLA12_MD-101,856690.333251953,7640.16871235598,2.329,3.561,210.6598157990395
NLA12_MD-102,127104.618896484,2148.41598629898,1.7,4.614,103.21882475707478
NLA12_MD-104,525874.789794922,8000.66162399084,3.112,3.823,101.18198135694176
NLA12_MD-105,206297.773681641,4247.70561502745,2.638,1.04,77.19244458621188
NLA12_MD-108,772786.816894531,8410.32708116171,2.699,2.599,165.30542909106933
NLA12_MD-115,12366.9375,465.807957830499,1.182,2.12,42.39877614283515
NLA12_MD-118,210918.272460938,2864.23452641623,1.759,4.211,121.47733666890446
NLA12_NC-103,597174.531738281,6997.57825826866,2.554,3.456,203.0090233311925
NLA12_NC-104,3829388.81567383,8648.13699468722,1.247,1.243,802.8941030758696
NLA12_NC-107,14676.9855957031,463.982018827605,1.08,1.187,57.480380411494174
NLA12_NC-114,150535.422607422,2038.68254647674,1.482,2.054,131.04965391691863
NLA12_NC-116,24856.56640625,776.448418409859,1.389,3.718,45.14302751123099
NLA12_NC-134,3098431.33496094,19103.2370569723,3.061,2.225,366.9440577094788
NLA12_PA-101,33473811.4135742,191638.049692803,9.344,4.093,628.6649933989032
NLA12_PA-109,1021447.46337891,8893.16012615852,2.482,1.672,220.97504224160144
NLA12_PA-110,145441.768310547,1612.66669274284,1.193,2.193,154.40695086704153
NLA12_PA-114,549546.200195313,4614.43759042201,1.756,2.664,195.16064287630192
NLA12_PA-118,281537.761230469,2242.60373178517,1.192,2.12,194.95883160745868
NLA12_VA-101,288381.138427734,4086.38482083763,2.147,3.355,153.96759207610552
NLA12_VA-102,342910.015869141,5535.7061275554,2.667,2.979,138.24980683273492
NLA12_VA-103,101116.673583984,1956.64709814818,1.736,2.993,82.28716223603412
NLA12_VA-105,154487.723388672,4202.0512363649495,3.016,2.299,63.93897435355732
NLA12_VA-106,184328.740966797,3745.4234259404,2.461,3.768,82.06349751709104
NLA12_VA-108,342781.283203125,4183.52666046964,2.016,2.865,146.97920379765955
NLA12_VA-109,25338.4782714844,801.16228112433,1.42,3.144,45.1773084850809
NLA12_VA-110,396893.754882813,7076.77430340273,3.169,2.285,115.42706359901695
NLA12_VA-111,57404.3474121094,1767.65488758411,2.081,3.361,53.76365035027889
NLA12_VA-112,40201.9279785156,824.939315206474,1.161,1.046,95.4967317997289
NLA12_VA-114,11044.3005371094,499.270455323482,1.34,2.352,35.002282304219435
NLA12_VA-116,19628.2495117188,650.204279297883,1.309,2.873,45.95242735281485
NLA12_VA-118,20411.3293457031,564.67029534544,1.115,1.502,65.46404683188823
NLA12_VA-119,444617.827880859,9164.51749526995,3.877,1.668,122.36736365577028
NLA12_VA-121,147600.809082031,3938.32437894152,2.892,2.747,69.22663854424783
NLA12_VA-123,41549.4235839844,1340.28812210061,1.855,1.291,45.014295180000765
NLA12_VA-125,504857.156982422,9690.12239987343,3.847,1.516,140.09066803395174
NLA12_VA-126,37510.7961425781,879.560682307081,1.281,2.581,66.05398888800407
NLA12_VA-127,352667.336181641,3543.63102678771,1.683,1.876,210.7631806707566
NLA12_VA-130,127117.66796875,2303.70149653149,1.823,2.475,89.56832891516822
NLA12_VA-R06,797242.635742188,16033.8877683902,5.066,1.429,146.5877859894348
NLA12_WV-113,37856.9226074219,880.173430545758,1.276,2.761,60.08286160788817
NLA12_WV-115,154386.415283203,2314.28394466465,1.662,4.351,115.70757586685218
NLA12_NJ-104,371402.609863281,8284.68295187153,3.835,5.782,112.23084302966771
NLA12_NJ-131,118688.046386719,1983.97021999474,1.625,2.992,102.4861584294586
NLA12_FL-R06,7192747.73461914,9964.18038011392,1.048,1.122,1337.4701039505883
NLA12_FL-R04,1750209.16912842,5900.81354481609,1.258,1.782,615.5009851605325
NLA12_GA-R01,15993.2692871094,622.560844291967,1.389,3.88,36.203488987564526
NLA12_NC-115,67061.0478515625,1323.84346214581,1.442,1.73,86.13500887587493
NLA12_NC-124,61562.3563232422,1296.29518471234,1.474,2.968,73.6279487962573
NLA12_NC-127,254120.645263672,3342.84734154416,1.871,1.773,132.29860547855134
NLA12_SC-105,55772.7814941406,1220.47739498979,1.458,2.698,77.1896603578311
NLA12_SC-106,766541.427612305,11738.2206409969,3.782,2.387,134.58535284191944
NLA12_SC-127,349719.604858398,4132.77247958063,1.971,2.428,126.9939138865641
NLA12_FL-101,1674896088.78009,310446.538163501,2.14,1.011,18009.64937272383
NLA12_FL-102,2898131.36364746,7515.93954115644,1.245,1.524,673.4294685079515
NLA12_FL-103,124083260.661865,58451.7040788781,1.48,1.001,4744.4303461080035
NLA12_FL-104,391527.690429688,2487.06575326492,1.121,1.344,247.97858637713043
NLA12_FL-105,63488779.8858643,138983.957485325,4.921,2.567,1748.5552979743418
NLA12_FL-106,244705.039367676,2398.91519028794,1.368,2.241,173.93542930737743
NLA12_FL-107,300349.259155273,2766.65304936634,1.424,1.852,216.9757531724766
NLA12_FL-108,33604247.5474243,133259.069507276,6.485,3.354,786.1703959256799
NLA12_FL-109,35655645.5175171,34090.7924974059,1.611,1.409,2781.9226701314815
NLA12_FL-110,18706.5488891602,531.168410855188,1.096,1.498,59.89018298713006
NLA12_FL-114,63710.671875,907.130776248689,1.014,1.056,135.6588123194076
NLA12_FL-123,345311.977355957,2239.0992941778,1.075,1.387,274.16265198269423
NLA12_FL-126,26748265.5247192,41657.8734283091,2.272,1.931,1532.971872836605
NLA12_FL-130,215069.876525879,2710.33673810441,1.649,2.049,223.0026828619197
NLA12_FL-132,6054412.43450928,9600.4101398702,1.101,1.061,1164.7942326020693
NLA12_FL-141,327319.553649902,3489.68232507506,1.721,1.926,161.84971222353607
NLA12_GA-101,97414.0080566406,2077.28506528598,1.878,3.075,92.78386157150275
NLA12_GA-102,50111.2291259766,2164.18087617281,2.727,3.947,32.848709009536215
NLA12_GA-103,322687.803833008,4836.57736821692,2.402,3.181,122.62389046111603
NLA12_GA-107,24445.9093017578,710.991926729559,1.283,2.194,55.79051888120437
NLA12_GA-111,67158.4564208984,1123.7996987907,1.223,2.364,96.77960397213734
NLA12_GA-112,50808.9533691406,1272.06016081604,1.592,1.6,78.02220733431344
NLA12_GA-127,1383765.03967285,8037.3425110623,1.927,3.806,242.88500681110622
NLA12_NC-101,15589989.8377686,152522.927302291,10.897,3.095,310.88266453587846
NLA12_NC-108,697326.079467773,5635.4978929145,1.904,1.099,292.8524872183288
NLA12_SC-102,147069.431518555,1746.49409977941,1.285,1.392,170.8957682823535
NLA12_SC-103,1838848.43505859,12004.0737523241,2.497,1.946,349.6137304796672
NLA12_SC-104,48393.2227783203,1056.0252315005,1.354,2.35,67.58482678815444
NLA12_SC-108,67510.4877929688,1460.62283045115,1.586,2.53,71.53793954842062
NLA12_SC-112,83078.0384521484,1997.31826604288,1.955,3.606,64.1806580161587
NLA12_SC-118,356140538.641235,707957.142223221,10.583,2.468,4023.2820410538693
NLA12_AL-R03,224205.389282227,4766.51060498454,2.84,3.626,134.0450015103339
NLA12_MN-218,510846.538696289,3394.01753566643,1.34,2.173,228.44571386190506
NLA12_MN-R14,257955.245239258,2040.32907382297,1.133,1.867,193.32163744110505
NLA12_MN-170,876231.217407227,8991.05440180104,2.71,3.403,311.43032776045027
NLA12_MI-R08,650473.117797852,5505.3958142266,1.926,1.775,223.34017685364978
NLA12_WI-R11,25303.5471191406,695.907492723945,1.234,2.142,61.8406107152903
NLA12_WI-R08,17316.4786376953,490.710486165602,1.052,1.545,58.40641619695461
NLA12_MI-R09,2142152.97387695,6907.32034733191,1.331,2.125,524.0377096060307
NLA12_MI-129,258720.516723633,3043.69622257844,1.688,2.147,142.4377654515407
NLA12_OH-R03,114807.270996094,1302.11736388603,1.084,1.474,153.9459703644621
NLA12_AL-103,103629936.444397,688389.776873231,19.076,4.589,659.2431047237586
NLA12_AL-104,47314743.3533936,698108.82024678,28.63,2.122,298.3003945019682
NLA12_AL-102,729504.20324707,11872.305321582,3.921,1.291,150.34484997181562
NLA12_AL-105,325614.630310059,2998.9538786861,1.483,1.773,184.00705038117206
NLA12_AL-112,55554.4262695313,1293.12181695504,1.548,3.503,69.0219267051971
NLA12_AL-113,294050.183288574,3813.55552978589,1.984,1.318,127.8764277765064
NLA12_AL-114,181047.149169922,3585.98713524522,2.377,1.127,123.10166253631435
NLA12_AL-R05,910347.295593262,11213.6190121113,3.315,1.837,173.92366053180692
NLA12_GA-104,35114161.020752,254506.31574607,12.116,1.834,610.1975253978057
NLA12_GA-118,180646.326416016,2856.87794102268,1.896,2.453,100.33495934790007
NLA12_MS-103,255656.054748535,4692.35559187848,2.618,1.353,101.24310752972579
NLA12_MS-112,29595.7341308594,920.207878923119,1.509,1.774,59.49376139780564
NLA12_MS-125,19177.9564819336,558.763587518692,1.138,1.495,56.90527055386815
NLA12_MS-128,78092.5178833008,1833.38923855484,1.851,1.465,77.09756221740534
NLA12_IN-101,101905.184204102,1275.58700403499,1.127,1.605,136.86380078244702
NLA12_IN-103,470075.34387207,3535.51123884082,1.455,2.112,227.05088240277317
NLA12_IN-113,4071980.91882324,18035.4776420066,2.521,2.683,547.3055397026042
NLA12_IN-120,117273.700195313,1762.871268198,1.452,1.146,112.4054227653323
NLA12_IN-134,43213.7998046875,798.885886645646,1.084,1.446,91.65070391624354
NLA12_IN-145,95068.1470947266,1336.2890668770401,1.223,1.918,129.4708623496919
NLA12_IN-149,2547476.96081543,19969.8083975159,3.53,2.08,287.7905092472086
NLA12_IN-172,735138.034667969,4459.64750503441,1.467,2.178,334.74051256508733
NLA12_IN-185,167484.999511719,2127.23286431076,1.466,2.645,112.69634921337729
NLA12_IN-186,452479.131469727,2670.44706780611,1.12,1.589,273.3474794170118
NLA12_IN-187,108378.067138672,1388.56606425828,1.19,1.328,142.98890387836727
NLA12_IN-196,1653987.28845215,5643.79271177657,1.238,1.79,535.3736873299313
NLA12_IN-199,467765.862182617,3728.34860592853,1.538,3.17,217.00257127376378
NLA12_MI-148,1199562.21984863,5348.1382776263,1.377,1.262,459.4093707325195
NLA12_MI-150,190605.46875,2146.21802383114,1.387,1.633,157.41922683747674
NLA12_MI-151,84211.8890380859,1658.58311093113,1.612,2.903,80.18324659943967
NLA12_MI-152,96638.3817138672,1377.96246675845,1.25,1.681,122.16172865458645
NLA12_MI-155,122432.727905273,1520.61959932997,1.226,2.424,122.66145484388389
NLA12_MI-161,10489730.1361084,17130.0527122711,1.492,1.105,1280.9481009963342
NLA12_MI-101,205903.615234375,1989.71051421483,1.237,1.543,175.06698820106064
NLA12_MI-102,2392614.11669922,18777.3474621057,3.424,2.461,397.54613486083315
NLA12_MI-103,1055829.39672852,7786.9714473191,2.138,2.594,275.7901398180929
NLA12_MI-104,1090730.02124023,7760.96434207572,2.096,1.062,250.35262934480974
NLA12_MI-105,18996334.2945557,49510.6376940311,3.204,1.681,1297.183281862586
NLA12_MI-106,1844345.58813477,6069.71108155365,1.261,1.801,489.6720420350945
NLA12_MI-107,9576001.10839844,28325.9196224521,2.582,1.05,913.5455074635302
NLA12_MI-108,817377.829589844,3690.17715072172,1.151,1.108,383.3481359944855
NLA12_MI-109,1775017.49401855,14544.3777094383,3.08,3.481,327.5768129598464
NLA12_MI-110,112224.147705078,1454.31534308477,1.225,1.405,153.79080219642208
NLA12_MI-111,3849121.8684082,17219.1036555742,2.476,2.543,391.8674832025925
NLA12_MI-112,1957958.73181152,11530.5122859642,2.325,1.654,407.68403398444684
NLA12_MI-113,886470.05078125,4378.98854354559,1.312,1.537,305.37300019866245
NLA12_MI-114,637846.200195313,4692.24442935494,1.657,1.16,247.20518860823984
NLA12_MI-115,1318145.05175781,4469.20245761457,1.098,1.336,549.2197196666594
NLA12_MI-116,692784.357910156,4893.0543596225,1.658,4.039,225.2472082559696
NLA12_MI-117,300372.672363281,2423.46524331659,1.247,1.28,223.3728208784494
NLA12_MI-118,556242.770874023,4034.21335294613,1.526,1.63,255.61291150713072
NLA12_MI-120,44259.8135986328,860.247501356856,1.153,1.874,88.85701419070787
NLA12_MI-122,585141.064208984,3300.85038201434,1.217,1.451,318.6803486054645
NLA12_MI-123,190810.396972656,1769.33258279574,1.143,1.664,167.92165764825666
NLA12_MI-124,207984.168823242,2059.96831053119,1.274,1.016,175.61980017085682
NLA12_MI-125,235828.407348633,2081.82677563869,1.209,1.723,198.65962758286767
NLA12_MI-126,199041.137939453,3370.56380766972,2.131,1.368,148.34012880353106
NLA12_MI-128,592943.833740234,5744.63772399617,2.105,3.034,251.6381239100639
NLA12_MI-130,162665.809448242,2194.38487445549,1.535,2.976,125.81526742803523
NLA12_MI-132,132182.564331055,1421.45404113225,1.103,1.966,148.2157389060666
NLA12_MI-133,63523.0532226563,970.859404963944,1.087,1.377,111.29548676820752
NLA12_MI-135,369449.842163086,3458.24981593501,1.605,1.663,203.6873980461036
NLA12_MI-136,199287.077148438,1690.80803239015,1.068,1.117,209.0343822202703
NLA12_MI-137,15965.5164794922,507.061517698026,1.132,1.327,55.8805125245754
NLA12_MI-138,1018587.67407227,7514.42237351549,2.1,1.504,282.921062165972
NLA12_MI-139,26967.1870117188,646.357607697113,1.11,1.557,68.02946384042095
NLA12_MI-141,180513.700439453,1875.61172646364,1.245,2.001,164.65829599902193
NLA12_MI-142,34486.1954345703,762.027949336098,1.158,2.203,71.49367594598776
NLA12_MI-144,30337.5079345703,773.881588834746,1.253,2.257,61.1218888730387
NLA12_MI-145,357929.938232422,2675.69773122074,1.262,1.917,219.33378775874587
NLA12_MI-162,590604.039306641,3373.75795738752,1.238,1.551,277.8046824292496
NLA12_MI-164,122886.393188477,2307.426426582,1.857,6.115,77.391281668985485
NLA12_MI-165,105681.381835938,1423.22517522507,1.235,2.316,126.06282964486886
NLA12_MI-167,81426.0769042969,1908.20559367576,1.886,2.759,95.63155226384393
NLA12_MI-168,369764.7578125,2494.88693792079,1.157,1.619,244.74519041111026
NLA12_MI-169,86928.9598388672,1859.35738801248,1.779,2.769,80.89994242331015
NLA12_MI-172,206410.397949219,1917.89809905252,1.191,1.619,177.11217975520128
NLA12_MI-177,5600670.87963867,10251.2122574961,1.222,2.164,860.9937453111606
NLA12_MI-178,111202.203369141,1979.80355810051,1.675,2.916,92.83942284739358
NLA12_NY-0106,157147.209960938,2006.57802629595,1.428,1.49,151.59560102102108
NLA12_MN-102,398867.80682373,3563.27922482886,1.592,2.149,240.8739724232493
NLA12_MN-109,420611.195739746,3172.92970950503,1.38,2.108,201.111393977578
NLA12_MN-214,3230794.78356934,13756.215381182,2.159,2.535,520.8798673799488
NLA12_MN-342,607212.288452148,5322.72979272105,1.927,2.04,227.08901930829953
NLA12_MN-346,224274.198486328,2558.02131411999,1.524,2.719,174.03147978733804
NLA12_MS-105,820568.061767578,6744.62776937105,2.1,1.866,223.01466036975572
NLA12_MS-126,50392.3738098145,2035.65651168434,2.558,1.506,44.41597787866865
NLA12_OH-104,807189.3984375,11278.5213145586,3.541,1.334,127.85207045847942
NLA12_OH-107,4246547.65771484,35357.9192452093,4.84,1.707,314.443586265893
NLA12_OH-112,466216.883789063,2677.4142947824,1.106,1.039,336.6119719202908
NLA12_OH-118,1027107.7043457,3907.38398527608,1.088,1.003,512.8149422854667
NLA12_OH-136,210213.721923828,3045.42925583093,1.874,2.802,123.27646087484362
NLA12_WI-107,1835186.63439941,10437.1564793546,2.173,2.763,309.3252248257118
NLA12_WI-110,67371.5477294922,987.719176016973,1.073,1.041,130.39765894203188
NLA12_WI-111,834866.255981445,5191.8480715178,1.603,1.355,317.1449492685407
NLA12_WI-112,123174.474731445,1595.33680107254,1.282,1.614,123.37952358651455
NLA12_WI-113,74768.3430175781,1082.12186300059,1.116,1.479,109.27671373990819
NLA12_WI-117,62285.3543701172,1098.23888662148,1.241,1.756,94.29885675519085
NLA12_WI-120,44087.80859375,984.522745101926,1.323,1.213,81.10657016794454
NLA12_WI-128,17202.9541015625,554.191346540902,1.192,1.807,50.927183612583335
NLA12_WI-129,20783.5992431641,542.792712198701,1.062,1.499,64.41757358006083
NLA12_WI-132,355196.244140625,5469.57118830049,2.589,5.336,132.15858936433037
NLA12_WI-133,130861.779785156,1432.37489050317,1.117,1.391,164.57205333627428
NLA12_WI-135,440094.116882324,4146.12651815151,1.763,1.946,202.1074133146292
NLA12_WI-142,34574.9931640625,813.808200822244,1.235,2.163,66.87992986443186
NLA12_WI-144,37674.8392333984,978.303253127678,1.422,3.232,59.77222758188091
NLA12_WI-154,16568.6831054688,504.049275735072,1.105,1.613,55.34195896260461
NLA12_WI-161,10843.6468505859,393.910904242199,1.067,1.15,49.18870723282654
NLA12_WI-163,546285.145507813,2821.30859857822,1.077,1.326,332.3337630130717
NLA12_WI-176,294017.553588867,3274.4153969344,1.704,2.458,162.6274702364348
NLA12_WI-181,302329.331176758,3450.80671736902,1.77,2.95,170.66158351576905
NLA12_NY-0101,45649097.890625,91329.4467700477,3.813,4.978,910.6525253954261
NLA12_NY-0109,168314.784179688,3591.85916139943,2.47,3.961,129.11744462823535
NLA12_NY-R04,36996.4191894531,799.744076972891,1.173,1.89,76.7566934397154
NLA12_OH-101,3916292.58642578,30262.3220314565,4.314,3.841,323.8780580843565
NLA12_VA-R01,737033.572265625,12612.4080370663,4.144,2.659,130.64651490726794
NLA12_OH-R02,122179.819580078,1377.14202074424,1.111,1.687,139.24071831355317
NLA12_IL-105,2961995.85400391,36789.8446154892,6.03,1.347,226.80257821586588
NLA12_IL-110,17345.3724365234,512.970999133274,1.099,1.072,64.17295667174825
NLA12_IL-111,3339449.36474609,37206.0316032702,5.743,2.091,298.87180932589695
NLA12_IN-102,1940341.60986328,7859.00383210894,1.592,1.491,477.8520262622234
NLA12_IN-104,109151.426025391,1973.62412675546,1.685,1.635,96.91345128424501
NLA12_IN-106,225899.834838867,2483.23107137318,1.474,2.319,160.3188729866504
NLA12_MD-103,127526.908935547,1873.36238480008,1.48,2.824,120.8494016807341
NLA12_OH-103,430430.053710938,6510.77412913084,2.799,3.045,143.12599686683973
NLA12_OH-106,242493.145996094,5281.60494728365,3.026,2.271,98.45321942765315
NLA12_OH-113,81133.2707519531,1251.04399191102,1.239,1.59,117.88300990225625
NLA12_OH-115,477415.983398438,5812.21790175742,2.373,2.391,153.76771601026797
NLA12_OH-137,345570.060791016,3208.10298980918,1.539,2.538,201.28726876048137
NLA12_PA-107,181702.570068359,3573.71377829081,2.365,4.863,101.73162884216916
NLA12_PA-111,1016901.8034668,6310.32224345097,1.765,2.539,271.03806378551127
NLA12_PA-113,3739032.10400391,11462.464057566,1.672,2.854,581.1682123591044
NLA12_PA-115,105763.193115234,1925.7897659108,1.67,2.185,108.42626888553521
NLA12_PA-119,3340934.22924805,16397.1117598901,2.531,2.338,432.4065842980035
NLA12_WV-101,608871.126953125,4001.49256667795,1.447,2.293,299.91635773961275
NLA12_WV-102,3343315.59204102,51746.3805605168,7.983,1.283,213.93004832541772
NLA12_WV-106,15561991.0681152,60169.7261705689,4.303,1.47,461.144068916499
NLA12_WV-111,51986.7302246094,1375.39376678543,1.702,2.977,63.75124123395982
NLA12_IN-108,968169.705810547,5635.03891035229,1.616,2.138,371.9296185093526
NLA12_IN-110,3220065.58789063,13637.3914532169,2.144,2,417.0518825932627
