regr.rmse,regr.rsq,regr.mae,regr.pbias,learner
2.972581195631439,0.35907532242986595,1.8895844380784637,-0.4436982454703836,rf
3.215398442568424,0.23790562059278655,2.0660795934864886,-0.3852682889195675,khazaei
