regr.rmse,regr.rsq,regr.mae,regr.pbias,learner
8.064699022084678,0.351571533511465,5.028755228656834,-0.6432379156219452,rf
9.095297191842787,0.2022471635494696,5.479822217974488,-0.6553638427750639,khazaei
